Gene,Disease,Category
CSF2,Squamous cell carcinoma of the head and neck,Cancer
CSF2,Secondary malignant neoplasm of lung,Cancer
CSF2,Urothelial Carcinoma,Cancer
CSF2,Monocytic leukemia,Cancer
CSF2,Primary malignant neoplasm,Cancer
CSF2,Carcinoma breast stage IV,Cancer
CSF2,Precursor Cell Lymphoblastic Leukemia Lymphoma,Cancer
CSF2,Malignant Neoplasms,Cancer
CSF2,Severe Combined Immunodeficiency,Rare Diseases
CSF2,Stage IV Ovarian Carcinoma,Cancer
CSF2,Amyotrophic Lateral Sclerosis,Neurological Diseases
CSF2,Secondary malignant neoplasm of liver,Cancer
CSF2,Carcinoma of larynx,Cancer
CSF2,Chronic Neutrophilic Leukemia,Cancer
CSF2,Malignant neoplasm of larynx,Cancer
CSF2,Kidney Neoplasm,Cancer
CSF2,Alzheimer Disease,Neurological Diseases
CSF2,Skin carcinoma,Cancer
CSF2,Disseminated Malignant Neoplasm,Cancer
CSF2,Thyroid Neoplasm,Cancer
CSF2,Myeloid neoplasm,Cancer
CSF2,Asymptomatic human immunodeficiency virus infection,Rare Diseases
CSF2,Renal carcinoma,Cancer
CSF2,Reticulosarcoma,Cancer
CSF2,Lymphoma,Cancer
CSF2,Ki-1+ Anaplastic Large Cell Lymphoma,Cancer
CSF2,Promyelocytic leukemia,Cancer
CSF2,Undifferentiated carcinoma,Cancer
CSF2,Anaplastic thyroid carcinoma,Cancer
CSF2,Carcinomatosis,Cancer
CSF2,Juvenile Myelomonocytic Leukemia,Cancer
CSF2,Peripheral T-Cell Lymphoma,Cancer
CSF2,Bipolar Disorder,Neurological Diseases
CSF2,Acute leukemia,Cancer
CSF2,Low Grade Lymphoma (neoplasm),Cancer
CSF2,Melanoma,Cancer
CSF2,Esophageal carcinoma,Cancer
CSF2,Schizophrenia,Neurological Diseases
CSF2,Anaplastic carcinoma,Cancer
CSF2,Adenocarcinoma of prostate,Cancer
CSF2,Conventional (Clear Cell) Renal Cell Carcinoma,Cancer
CSF2,PARKINSON DISEASE 2,Neurological Diseases
CSF2,Pseudotumor Cerebri,Cancer
CSF2,Preleukemia,Cancer
CSF2,Metastatic malignant neoplasm to brain,Cancer
CSF2,Childhood Leukemia,Cancer
CSF2,T-Cell Lymphoma,Cancer
CSF2,Burkitt Lymphoma,Cancer
CSF2,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,Cancer
CSF2,Malignant neoplasm of kidney,Cancer
CSF2,Carcinoma,Cancer
CSF2,Lymphoma,Cancer
CSF2,Adenocarcinoma of colon,Cancer
CSF2,Diffuse Mixed-Cell Lymphoma,Cancer
CSF2,Lymphoma,Cancer
CSF2,Philadelphia chromosome-positive acute lymphoblastic leukemia,Cancer
CSF2,Lymphoma,Cancer
CSF2,Squamous cell carcinoma of lung,Cancer
CSF2,Lymphoma,Cancer
CSF2,Carcinoma,Cancer
CSF2,Autism Spectrum Disorders,Neurological Diseases
CSF2,Cutaneous Melanoma,Cancer
CSF2,Neoplasm,Cancer
CSF2,Mammary Neoplasms,Cancer
CSF2,Breast Carcinoma,Cancer
CSF2,Thyroid Neoplasm,Cancer
CSF2,Thyroid Carcinoma,Cancer
CSF2,Breast Cancer,Cancer
CSF2,Carcinoma,Cancer
CSF2,Anaplastic Carcinoma,Cancer
CSF3,Lymphoma,Cancer
CSF3,Non-Small Cell Lung Carcinoma,Cancer
CSF3,Autoimmune Diseases,Rare Diseases
CSF3,Ovarian Carcinoma,Cancer
CSF3,Malignant neoplasm of ovary,Cancer
CSF3,Lung Neoplasms,Cancer
CSF3,Neoplasm Metastasis,Cancer
CSF3,Mammary Neoplasms,Cancer
CSF3,Leukemia,Cancer
CSF3,Liver neoplasms,Cancer
CSF3,Mammary Neoplasms,Cancer
CSF3,leukemia,Cancer
CSF3,Pancreatic carcinoma,Cancer
CSF3,Alzheimer's Disease,Neurological Diseases
CSF3,Epithelial ovarian cancer,Cancer
CSF3,Malignant neoplasm of pancreas,Cancer
CSF3,Acquired Immunodeficiency Syndrome,Rare Diseases
CSF3,Malignant neoplasm of lung,Cancer
CSF3,Chronic Lymphocytic Leukemia,Cancer
CSF3,Tumor Progression,Cancer
CSF3,Malignant neoplasm of breast,Cancer
CSF3,Bladder Neoplasm,Cancer
CSF3,Liver carcinoma,Cancer
CSF3,Colonic Neoplasms,Cancer
CSF3,Carcinoma of lung,Cancer
CSF3,Stomach Carcinoma,Cancer
CSF3,B-Cell Lymphomas,Cancer
CSF3,Colon Carcinoma,Cancer
CSF3,Malignant neoplasm of stomach,Cancer
CSF3,Osteosarcoma of bone,Cancer
CSF3,melanoma,Cancer
CSF3,Primary malignant neoplasm of lung,Cancer
CSF3,Breast Carcinoma,Cancer
CSF3,Osteosarcoma,Cancer
CSF3,Small cell carcinoma of lung,Cancer
CSF3,Acute Promyelocytic Leukemia,Cancer
CSF3,Acute lymphocytic leukemia,Cancer
CSF3,Prostate carcinoma,Cancer
CSF3,Malignant tumor of colon,Cancer
CSF3,Myeloid Leukemia,Cancer
CSF3,Squamous cell carcinoma,Cancer
CSF3,Malignant neoplasm of prostate,Cancer
CSF3,Malignant neoplasm of urinary bladder,Cancer
CSF3,Pancreatic Neoplasm,Cancer
CSF3,precancerous lesions,Cancer
CSF3,Leukemia,Cancer
CSF3,Carcinoma of bladder,Cancer
CSF3,Malignant Head and Neck Neoplasm,Cancer
CSF3,Lymphoma,Cancer
CSF3,Hematologic Neoplasms,Cancer
CSF3,Malignant neoplasm of liver,Cancer
CSF3,Acute myelomonocytic leukemia,Cancer
CSF3,Carcinoma,Cancer
CSF3,Myeloid Leukemia,Cancer
CSF3,Esophageal Neoplasms,Cancer
CSF3,Precursor B-cell lymphoblastic leukemia,Cancer
CSF3,Nodular Lymphocyte Predominant Hodgkin Lymphoma,Cancer
CSF3,Skin Neoplasms,Cancer
CSF3,Squamous cell carcinoma of the head and neck,Cancer
CSF3,Carcinoma breast stage IV,Cancer
CSF3,Precursor Cell Lymphoblastic Leukemia Lymphoma,Cancer
CSF3,Severe Combined Immunodeficiency,Rare Diseases
CSF3,Amyotrophic Lateral Sclerosis,Neurological Diseases
CSF3,Chronic Neutrophilic Leukemia,Cancer
CSF3,Skin carcinoma,Cancer
CSF3,Disseminated Malignant Neoplasm,Cancer
CSF3,Adult Hodgkin Lymphoma,Cancer
CSF3,Myeloid neoplasm,Cancer
CSF3,Asymptomatic human immunodeficiency virus infection,Rare Diseases
CSF3,Malignant neoplasm of esophagus,Cancer
CSF3,Head and Neck Neoplasms,Cancer
CSF3,Reticulosarcoma,Cancer
CSF3,Lymphoma,Cancer
CSF3,Childhood Acute Lymphoblastic Leukemia,Cancer
CSF3,Choriocarcinoma,Cancer
CSF3,Promyelocytic leukemia,Cancer
CSF3,Undifferentiated carcinoma,Cancer
CSF3,Carcinomatosis,Cancer
CSF3,Acute leukemia,Cancer
CSF3,Low Grade Lymphoma (neoplasm),Cancer
CSF3,Anaplastic carcinoma,Cancer
CSF3,Clear Cell Sarcoma of Soft Tissue,Cancer
CSF3,Hemangiosarcoma,Cancer
CSF3,Hodgkin lymphoma,Cancer
CSF3,Mixed Cellularity Hodgkin Lymphoma,Cancer
CSF3,Lymphoid leukemia,Cancer
CSF3,Lymphocyte Rich Classical Hodgkin Lymphoma,Cancer
CSF3,Malignant neoplasm of skin,Cancer
CSF3,Head and Neck Carcinoma,Cancer
CSF3,Leukemia,Cancer
CSF3,Carcinoma,Cancer
CSF3,Lymphoma,Cancer
CSF3,Diffuse Mixed-Cell Lymphoma,Cancer
CSF3,Lymphoma,Cancer
CSF3,Uterine Neoplasms,Cancer
CSF3,Lymphoma,Cancer
CSF3,T-Cell Large Granular Lymphocyte Leukemia,Cancer
CSF3,Leukemia,Cancer
CSF3,Lymphoma,Cancer
CSF3,Childhood Burkitt Lymphoma,Cancer
CSF3,Carcinoma,Cancer
CSF3,Neoplasm,Cancer
CSF3,Myelomonocytic leukemia,Cancer
CSF3,Soft Tissue Neoplasms,Cancer
CSF3,Mammary Neoplasms,Cancer
CSF3,Breast Carcinoma,Cancer
CSF3,Breast Cancer,Cancer
CSF3,Soft Tissue Neoplasms,Cancer
CSF3,Carcinoma,Cancer
CSF3,B-Cell Lymphoma,Cancer
CSF3,Bladder Neoplasm,Cancer
CSF3,Hodgkin Lymphoma,Cancer
CSF3,Hodgkin Lymphoma,Cancer
CSF3,Urinary Bladder Cancer,Cancer
CSF3,Anaplastic Carcinoma,Cancer
CSF3,Skin Cancer,Cancer
CX3CL1,Lymphoma,Cancer
CX3CL1,Neoplasm Metastasis,Cancer
CX3CL1,Anti-Basement Membrane Glomerulonephritis,Rare Diseases
CX3CL1,Glomerulonephritis,Rare Diseases
CX3CL1,Mammary Neoplasms,Cancer
CX3CL1,Alzheimer's Disease,Neurological Diseases
CX3CL1,Adenocarcinoma of pancreas,Cancer
CX3CL1,Epithelial ovarian cancer,Cancer
CX3CL1,Malignant neoplasm of breast,Cancer
CX3CL1,Breast Carcinoma,Cancer
CX3CL1,M5b Acute differentiated monocytic leukemia,Cancer
CX3CL1,Acute monocytic leukemia,Cancer
CX3CL1,Prostate carcinoma,Cancer
CX3CL1,Prostatic Neoplasms,Cancer
CX3CL1,Malignant neoplasm of prostate,Cancer
CX3CL1,Parkinson Disease,Neurological Diseases
CX3CL1,Pancreatic Ductal Adenocarcinoma,Cancer
CX3CL1,Neoplasms,Cancer
CX3CL1,Sarcoma,Cancer
CX3CL1,Secondary malignant neoplasm of lymph node,Cancer
CX3CL1,PARKINSON DISEASE 2,Neurological Diseases
CXCL1,Non-Small Cell Lung Carcinoma,Cancer
CXCL1,Autoimmune Diseases,Rare Diseases
CXCL1,Ovarian Carcinoma,Cancer
CXCL1,Malignant neoplasm of ovary,Cancer
CXCL1,Tumor Angiogenesis,Cancer
CXCL1,Neoplasm Metastasis,Cancer
CXCL1,Leukemia,Cancer
CXCL1,Kaposi Sarcoma,Cancer
CXCL1,Mammary Neoplasms,Cancer
CXCL1,Alzheimer's Disease,Neurological Diseases
CXCL1,Epithelial ovarian cancer,Cancer
CXCL1,Malignant neoplasm of lung,Cancer
CXCL1,Tumor Progression,Cancer
CXCL1,Malignant neoplasm of breast,Cancer
CXCL1,Bladder Neoplasm,Cancer
CXCL1,Liver carcinoma,Cancer
CXCL1,Carcinoma of lung,Cancer
CXCL1,Stomach Carcinoma,Cancer
CXCL1,Colon Carcinoma,Cancer
CXCL1,Malignant neoplasm of stomach,Cancer
CXCL1,melanoma,Cancer
CXCL1,Primary malignant neoplasm of lung,Cancer
CXCL1,Breast Carcinoma,Cancer
CXCL1,Thyroid carcinoma,Cancer
CXCL1,Prostate carcinoma,Cancer
CXCL1,Malignant tumor of colon,Cancer
CXCL1,ovarian neoplasm,Cancer
CXCL1,Malignant neoplasm of endometrium,Cancer
CXCL1,Uterine Corpus Cancer,Cancer
CXCL1,Squamous cell carcinoma,Cancer
CXCL1,Malignant neoplasm of prostate,Cancer
CXCL1,Autoimmune,Rare Diseases
CXCL1,Endometrial adenocarcinoma,Cancer
CXCL1,Malignant Head and Neck Neoplasm,Cancer
CXCL1,Endometrial Carcinoma,Cancer
CXCL1,Colorectal Carcinoma,Cancer
CXCL1,Esophageal Neoplasms,Cancer
CXCL1,Amyloidosis,Rare Diseases
CXCL1,Colorectal Cancer,Cancer
CXCL1,Carcinoma breast stage IV,Cancer
CXCL1,Secondary malignant neoplasm of liver,Cancer
CXCL1,Precancerous Conditions,Cancer
CXCL1,Malignant neoplasm of esophagus,Cancer
CXCL1,Carcinoma,Cancer
CXCL1,Esophageal carcinoma,Cancer
CXCL10,Lymphoma,Cancer
CXCL10,Non-Small Cell Lung Carcinoma,Cancer
CXCL10,Autoimmune Diseases,Rare Diseases
CXCL10,cervical cancer,Cancer
CXCL10,Tumor Angiogenesis,Cancer
CXCL10,Neoplasm Metastasis,Cancer
CXCL10,Glomerulonephritis,Rare Diseases
CXCL10,Kaposi Sarcoma,Cancer
CXCL10,Liver neoplasms,Cancer
CXCL10,Mammary Neoplasms,Cancer
CXCL10,leukemia,Cancer
CXCL10,Pancreatic carcinoma,Cancer
CXCL10,Malignant neoplasm of pancreas,Cancer
CXCL10,Acquired Immunodeficiency Syndrome,Rare Diseases
CXCL10,Chronic Lymphocytic Leukemia,Cancer
CXCL10,Tumor Progression,Cancer
CXCL10,Malignant neoplasm of breast,Cancer
CXCL10,Bladder Neoplasm,Cancer
CXCL10,Liver carcinoma,Cancer
CXCL10,Colonic Neoplasms,Cancer
CXCL10,Nasopharyngeal carcinoma,Cancer
CXCL10,Endometrial Neoplasms,Cancer
CXCL10,Stomach Carcinoma,Cancer
CXCL10,Colon Carcinoma,Cancer
CXCL10,Malignant neoplasm of stomach,Cancer
CXCL10,Lymphoma,Cancer
CXCL10,melanoma,Cancer
CXCL10,Breast Carcinoma,Cancer
CXCL10,Thyroid carcinoma,Cancer
CXCL10,Acute lymphocytic leukemia,Cancer
CXCL10,Colorectal Neoplasms,Cancer
CXCL10,Malignant tumor of colon,Cancer
CXCL10,Prostatic Neoplasms,Cancer
CXCL10,Squamous cell carcinoma,Cancer
CXCL10,Autoimmune,Rare Diseases
CXCL10,Malignant neoplasm of urinary bladder,Cancer
CXCL10,Autoimmune thyroiditis,Rare Diseases
CXCL10,Carcinoma of bladder,Cancer
CXCL10,Experimental Organism Basal Cell Carcinoma,Cancer
CXCL10,Hematologic Neoplasms,Cancer
CXCL10,Renal Cell Carcinoma,Cancer
CXCL10,Colorectal Carcinoma,Cancer
CXCL10,Uterine Cervical Neoplasm,Cancer
CXCL10,Pancreatic Ductal Adenocarcinoma,Cancer
CXCL10,Esophageal Neoplasms,Cancer
CXCL10,Neoplasms,Cancer
CXCL10,Colorectal Cancer,Cancer
CXCL10,Precursor Cell Lymphoblastic Leukemia Lymphoma,Cancer
CXCL10,Amyotrophic Lateral Sclerosis,Neurological Diseases
CXCL10,tumor vasculature,Cancer
CXCL10,Autoimmune thyroid disease,Rare Diseases
CXCL10,Thyroid Neoplasm,Cancer
CXCL10,Papillary thyroid carcinoma,Cancer
CXCL10,Asymptomatic human immunodeficiency virus infection,Rare Diseases
CXCL10,Malignant neoplasm of esophagus,Cancer
CXCL10,Promyelocytic leukemia,Cancer
CXCL10,Squamous cell carcinoma of esophagus,Cancer
CXCL10,Adrenocortical carcinoma,Cancer
CXCL10,Polyglandular Type I Autoimmune Syndrome,Rare Diseases
CXCL10,Esophageal carcinoma,Cancer
CXCL10,Hemangiosarcoma,Cancer
CXCL10,Membranous glomerulonephritis,Rare Diseases
CXCL10,Malignant neoplasm of skin,Cancer
CXCL10,Thyroid Neoplasm,Cancer
CXCL10,Thyroid Carcinoma,Cancer
CXCL10,Charcot-Marie-Tooth disease type 1D ORPHA:101084,Rare Diseases
CXCL10,Charcot-Marie-Tooth disease type 4E ORPHA:99951,Rare Diseases
CXCL8,Lymphoma,Cancer
CXCL8,Non-Small Cell Lung Carcinoma,Cancer
CXCL8,Autoimmune Diseases,Rare Diseases
CXCL8,Ovarian Carcinoma,Cancer
CXCL8,cervical cancer,Cancer
CXCL8,Malignant neoplasm of ovary,Cancer
CXCL8,Tumor Angiogenesis,Cancer
CXCL8,Malignant tumor of cervix,Cancer
CXCL8,Lung Neoplasms,Cancer
CXCL8,Neoplasm Metastasis,Cancer
CXCL8,Mammary Neoplasms,Cancer
CXCL8,Leukemia,Cancer
CXCL8,Glomerulonephritis,Rare Diseases
CXCL8,Cervix carcinoma,Cancer
CXCL8,Kaposi Sarcoma,Cancer
CXCL8,Liver neoplasms,Cancer
CXCL8,Mammary Neoplasms,Cancer
CXCL8,leukemia,Cancer
CXCL8,Pancreatic carcinoma,Cancer
CXCL8,Alzheimer's Disease,Neurological Diseases
CXCL8,Adenocarcinoma of pancreas,Cancer
CXCL8,Epithelial ovarian cancer,Cancer
CXCL8,Malignant neoplasm of pancreas,Cancer
CXCL8,Malignant neoplasm of mouth,Cancer
CXCL8,Adult T-Cell Lymphoma/Leukemia,Cancer
CXCL8,Brain Neoplasms,Cancer
CXCL8,Malignant neoplasm of lung,Cancer
CXCL8,Fibroid Tumor,Cancer
CXCL8,Leukemia,Cancer
CXCL8,Chronic Lymphocytic Leukemia,Cancer
CXCL8,Tumor Progression,Cancer
CXCL8,Malignant neoplasm of breast,Cancer
CXCL8,Bladder Neoplasm,Cancer
CXCL8,Liver carcinoma,Cancer
CXCL8,Colonic Neoplasms,Cancer
CXCL8,Nasopharyngeal carcinoma,Cancer
CXCL8,Endometrial Neoplasms,Cancer
CXCL8,Carcinoma of lung,Cancer
CXCL8,Stomach Carcinoma,Cancer
CXCL8,B-Cell Lymphomas,Cancer
CXCL8,Colon Carcinoma,Cancer
CXCL8,Fibrosarcoma,Cancer
CXCL8,Malignant neoplasm of stomach,Cancer
CXCL8,Osteosarcoma of bone,Cancer
CXCL8,Lip and Oral Cavity Carcinoma,Cancer
CXCL8,Lymphoma,Cancer
CXCL8,Stomach Neoplasms,Cancer
CXCL8,melanoma,Cancer
CXCL8,Primary malignant neoplasm of lung,Cancer
CXCL8,Breast Carcinoma,Cancer
CXCL8,Osteosarcoma,Cancer
CXCL8,Secondary malignant neoplasm of bone,Cancer
CXCL8,Thyroid carcinoma,Cancer
CXCL8,M5b Acute differentiated monocytic leukemia,Cancer
CXCL8,Small cell carcinoma of lung,Cancer
CXCL8,Acute Promyelocytic Leukemia,Cancer
CXCL8,Acute lymphocytic leukemia,Cancer
CXCL8,Colorectal Neoplasms,Cancer
CXCL8,Acute monocytic leukemia,Cancer
CXCL8,Prostate carcinoma,Cancer
CXCL8,Adenocarcinoma,Cancer
CXCL8,Malignant tumor of colon,Cancer
CXCL8,ovarian neoplasm,Cancer
CXCL8,Prostatic Neoplasms,Cancer
CXCL8,Malignant neoplasm of endometrium,Cancer
CXCL8,Uterine Corpus Cancer,Cancer
CXCL8,Squamous cell carcinoma,Cancer
CXCL8,Malignant neoplasm of prostate,Cancer
CXCL8,Malignant neoplasm of urinary bladder,Cancer
CXCL8,Pancreatic Neoplasm,Cancer
CXCL8,Parkinson Disease,Neurological Diseases
CXCL8,Mouth Neoplasms,Cancer
CXCL8,precancerous lesions,Cancer
CXCL8,Carcinoma of bladder,Cancer
CXCL8,Experimental Organism Basal Cell Carcinoma,Cancer
CXCL8,Malignant Head and Neck Neoplasm,Cancer
CXCL8,Lymphoma,Cancer
CXCL8,IGA Glomerulonephritis,Rare Diseases
CXCL8,Carcinoma,Cancer
CXCL8,Malignant neoplasm of liver,Cancer
CXCL8,Renal Cell Carcinoma,Cancer
CXCL8,Solid Neoplasm,Cancer
CXCL8,Endometrial Carcinoma,Cancer
CXCL8,Adenocarcinoma of lung (disorder),Cancer
CXCL8,VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 (finding),Rare Diseases
CXCL8,Carcinoma,Cancer
CXCL8,Colorectal Carcinoma,Cancer
CXCL8,Pancreatic Ductal Adenocarcinoma,Cancer
CXCL8,Metastatic melanoma,Cancer
CXCL8,Myeloid Leukemia,Cancer
CXCL8,Neoplasms,Cancer
CXCL8,Chondrosarcoma,Cancer
CXCL8,Precursor B-cell lymphoblastic leukemia,Cancer
CXCL8,Secondary malignant neoplasm of lymph node,Cancer
CXCL8,Amyloidosis,Rare Diseases
CXCL8,Colorectal Cancer,Cancer
CXCL8,Skin Neoplasms,Cancer
CXCL8,Squamous cell carcinoma of the head and neck,Cancer
CXCL8,Secondary malignant neoplasm of lung,Cancer
CXCL8,Invasive carcinoma of breast,Cancer
CXCL8,Urothelial Carcinoma,Cancer
CXCL8,Primary malignant neoplasm,Cancer
CXCL8,Carcinoma breast stage IV,Cancer
CXCL8,Precursor Cell Lymphoblastic Leukemia Lymphoma,Cancer
CXCL8,Malignant Neoplasms,Cancer
CXCL8,Carcinoma,Cancer
CXCL8,Carcinoma,Cancer
CXCL8,Adenocarcinoma,Cancer
CXCL8,Malignant neoplasm of thyroid,Cancer
CXCL8,Adenocarcinoma,Cancer
CXCL8,Secondary malignant neoplasm of liver,Cancer
CXCL8,Carcinoma of larynx,Cancer
CXCL8,Adenocarcinoma,Cancer
CXCL8,Adenocarcinoma Of Esophagus,Cancer
CXCL8,Malignant neoplasm of larynx,Cancer
CXCL8,Metastatic Neoplasm,Cancer
CXCL8,Disseminated Malignant Neoplasm,Cancer
CXCL8,Thyroid Neoplasm,Cancer
CXCL8,Papillary thyroid carcinoma,Cancer
CXCL8,Hairy Cell Leukemia,Cancer
CXCL8,androgen independent prostate cancer,Cancer
CXCL8,Childhood Acute Lymphoblastic Leukemia,Cancer
CXCL8,Liver and Intrahepatic Biliary Tract Carcinoma,Cancer
CXCL8,Follicular thyroid carcinoma,Cancer
CXCL8,Choriocarcinoma,Cancer
CXCL8,Hereditary Diffuse Gastric Cancer,Cancer
CXCL8,Promyelocytic leukemia,Cancer
CXCL8,Uveal melanoma,Cancer
CXCL8,Anaplastic thyroid carcinoma,Cancer
CXCL8,Stromal Neoplasm,Cancer
CXCL8,Nephrotic Syndrome,Rare Diseases
CXCL8,Squamous cell carcinoma of esophagus,Cancer
CXCL8,Adrenocortical carcinoma,Cancer
CXCL8,Bipolar Disorder,Neurological Diseases
CXCL8,Recurrent tumor,Cancer
CXCL8,Schizophrenia,Neurological Diseases
CXCL8,Childhood Osteosarcoma,Cancer
CXCL8,Lymphoid leukemia,Cancer
CXCL8,Conventional (Clear Cell) Renal Cell Carcinoma,Cancer
CXCL8,Steroid-sensitive nephrotic syndrome,Rare Diseases
CXCL8,Metastatic malignant neoplasm to brain,Cancer
CXCL8,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,Cancer
CXCL8,Mammary Tumorigenesis,Cancer
CXCL8,Oropharyngeal Carcinoma,Cancer
CXCL8,Leukemia,Cancer
CXCL8,Malignant neoplasm of gastrointestinal tract,Cancer
CXCL8,Adenocarcinoma of colon,Cancer
CXCL8,Superficial spreading malignant melanoma of skin,Cancer
CXCL8,Triple Negative Breast Neoplasms,Cancer
CXCL8,Cholangiocarcinoma,Cancer
CXCL8,Gastric Adenocarcinoma,Cancer
CXCL8,Adenocarcinoma of large intestine,Cancer
CXCL8,Cutaneous Melanoma,Cancer
CXCL8,Glycogen Storage Disease,Rare Diseases
CXCL8,Rhabdomyosarcoma,Cancer
CXCL8,Squamous cell carcinoma of tongue,Cancer
CXCL8,Ductal Carcinoma,Cancer
CXCL8,Mammary Neoplasms,Cancer
CXCL8,Glomerulonephritis,Rare Diseases
CXCL8,Breast Carcinoma,Cancer
CXCL8,Thyroid Neoplasm,Cancer
CXCL8,Thyroid Carcinoma,Cancer
CXCL8,Breast Cancer,Cancer
CXCL8,Pancreatic Cancer,Cancer
CXCL8,Pancreatic Neoplasm,Cancer
CXCL8,Carcinoma,Cancer
CXCL8,Stomach Neoplasms,Cancer
CXCL8,Gastric Cancer,Cancer
CXCL8,Bladder Neoplasm,Cancer
CXCL8,Adenocarcinoma,Cancer
CXCL8,Urinary Bladder Cancer,Cancer
CXCL8,Charcot-Marie-Tooth disease type 1D ORPHA:101084,Rare Diseases
CXCL8,Charcot-Marie-Tooth disease type 4E ORPHA:99951,Rare Diseases
CXCL8,Nasopharyngeal carcinoma ORPHA:150,Cancer
CYP1A1,Lymphoma,Cancer
CYP1A1,Non-Small Cell Lung Carcinoma,Cancer
CYP1A1,Ovarian Carcinoma,Cancer
CYP1A1,cervical cancer,Cancer
CYP1A1,Malignant neoplasm of ovary,Cancer
CYP1A1,Malignant tumor of cervix,Cancer
CYP1A1,Lung Neoplasms,Cancer
CYP1A1,Neoplasm Metastasis,Cancer
CYP1A1,Mammary Neoplasms,Cancer
CYP1A1,Leukemia,Cancer
CYP1A1,Cervix carcinoma,Cancer
CYP1A1,Liver neoplasms,Cancer
CYP1A1,Mammary Neoplasms,Cancer
CYP1A1,leukemia,Cancer
CYP1A1,Pancreatic carcinoma,Cancer
CYP1A1,Adenocarcinoma of pancreas,Cancer
CYP1A1,Epithelial ovarian cancer,Cancer
CYP1A1,Malignant neoplasm of pancreas,Cancer
CYP1A1,Malignant neoplasm of mouth,Cancer
CYP1A1,Adult T-Cell Lymphoma/Leukemia,Cancer
CYP1A1,Diffuse Large B-Cell Lymphoma,Cancer
CYP1A1,Brain Neoplasms,Cancer
CYP1A1,Malignant neoplasm of lung,Cancer
CYP1A1,Fibroid Tumor,Cancer
CYP1A1,Chronic Lymphocytic Leukemia,Cancer
CYP1A1,Malignant neoplasm of breast,Cancer
CYP1A1,Bladder Neoplasm,Cancer
CYP1A1,Liver carcinoma,Cancer
CYP1A1,Colonic Neoplasms,Cancer
CYP1A1,Endometrial Neoplasms,Cancer
CYP1A1,Carcinoma of lung,Cancer
CYP1A1,Stomach Carcinoma,Cancer
CYP1A1,Colon Carcinoma,Cancer
CYP1A1,Malignant neoplasm of stomach,Cancer
CYP1A1,Lip and Oral Cavity Carcinoma,Cancer
CYP1A1,Primary malignant neoplasm of lung,Cancer
CYP1A1,Breast Carcinoma,Cancer
CYP1A1,Thyroid carcinoma,Cancer
CYP1A1,Tumor Promotion,Cancer
CYP1A1,Small cell carcinoma of lung,Cancer
CYP1A1,Acute lymphocytic leukemia,Cancer
CYP1A1,Colorectal Neoplasms,Cancer
CYP1A1,Prostate carcinoma,Cancer
CYP1A1,Adenocarcinoma,Cancer
CYP1A1,Malignant tumor of colon,Cancer
CYP1A1,ovarian neoplasm,Cancer
CYP1A1,Prostatic Neoplasms,Cancer
CYP1A1,Malignant neoplasm of endometrium,Cancer
CYP1A1,Uterine Corpus Cancer,Cancer
CYP1A1,Squamous cell carcinoma,Cancer
CYP1A1,Malignant neoplasm of prostate,Cancer
CYP1A1,Malignant neoplasm of urinary bladder,Cancer
CYP1A1,Parkinson Disease,Neurological Diseases
CYP1A1,precancerous lesions,Cancer
CYP1A1,Carcinoma of bladder,Cancer
CYP1A1,Experimental Organism Basal Cell Carcinoma,Cancer
CYP1A1,Malignant Head and Neck Neoplasm,Cancer
CYP1A1,Lymphoma,Cancer
CYP1A1,Renal Cell Carcinoma,Cancer
CYP1A1,Infiltrating Cervical Carcinoma,Cancer
CYP1A1,Solid Neoplasm,Cancer
CYP1A1,Endometrial Carcinoma,Cancer
CYP1A1,Adenocarcinoma of lung (disorder),Cancer
CYP1A1,Colorectal Carcinoma,Cancer
CYP1A1,Uterine Cervical Neoplasm,Cancer
CYP1A1,Esophageal Neoplasms,Cancer
CYP1A1,Neoplasms,Cancer
CYP1A1,Precursor B-cell lymphoblastic leukemia,Cancer
CYP1A1,Colorectal Cancer,Cancer
CYP1A1,Squamous cell carcinoma of the head and neck,Cancer
CYP1A1,Invasive carcinoma of breast,Cancer
CYP1A1,Primary malignant neoplasm,Cancer
CYP1A1,Precursor Cell Lymphoblastic Leukemia Lymphoma,Cancer
CYP1A1,Malignant Neoplasms,Cancer
CYP1A1,Malignant neoplasm of thyroid,Cancer
CYP1A1,Tumor Initiation,Cancer
CYP1A1,Carcinoma of larynx,Cancer
CYP1A1,Malignant neoplasm of larynx,Cancer
CYP1A1,Kidney Neoplasm,Cancer
CYP1A1,Skin carcinoma,Cancer
CYP1A1,Oral Cavity Carcinoma,Cancer
CYP1A1,Renal carcinoma,Cancer
CYP1A1,Malignant neoplasm of esophagus,Cancer
CYP1A1,Head and Neck Neoplasms,Cancer
CYP1A1,GASTRIC CANCER,Cancer
CYP1A1,Childhood Acute Lymphoblastic Leukemia,Cancer
CYP1A1,Squamous cell carcinoma of esophagus,Cancer
CYP1A1,Acute leukemia,Cancer
CYP1A1,Esophageal carcinoma,Cancer
CYP1A1,gallbladder neoplasm,Cancer
CYP1A1,Malignant melanoma,Cancer
CYP1A1,Childhood Leukemia,Cancer
CYP1A1,T-Cell Lymphoma,Cancer
