Id,Type
Vaccinia virus Ankara viral chemokine binding protein,Pathogen
Chemical Carcinogenesis,Disease
Chronic Periodontitis,Disease
Non-alcoholic Fatty Liver Disease,Disease
Reactive Hypoglycemia,Disease
CXCL5,Gene
Hyperalgesia,Disease
Urothelial Carcinoma,Disease
CXCL11,Gene
Leishmaniasis Cutaneous,Disease
DNAJB1,Gene
Diabetes Mellitus,Disease
Post MI,Disease
Cutaneous hypersensitivity,Disease
Hyperalgesia Thermal,Disease
Nervous System Organic Arsenic Poisoning,Disease
Aseptic Meningitis,Disease
Cytomegalovirus Infections,Disease
Skin Neoplasms,Disease
Chronic skin ulcer,Disease
Still Disease,Disease
Heart Diseases,Disease
Latent Tuberculosis,Disease
Ataxia Telangiectasia,Disease
Thyroid Diseases,Disease
Malignant mesothelioma,Disease
IRF1,Gene
Systemic-onset juvenile idiopathic arthritis ORPHA:85414,Disease
Hypoxia-Ischemia Brain,Disease
Coinfection,Disease
Arthritis Psoriatic,Disease
Respiratory Distress Syndrome Adult,Disease
Vascular lesions,Disease
Reticulosarcoma,Disease
Malignant Neoplasms,Disease
Adenocarcinoma Tubular,Disease
MASP2,Gene
Carcinoma breast stage IV,Disease
Secondary malignant neoplasm of lung,Disease
Burning Mouth Syndrome,Disease
Periapical Granuloma,Disease
Hyaline Membrane Disease,Disease
Cervical Squamous Intraepithelial Neoplasia,Disease
Coronavirus Infections,Disease
Congenital arteriovenous malformation,Disease
Anemia,Disease
Carcinogenesis,Disease
Senile Plaques,Disease
Variola virus chemokine binding protein (gene: G5R),Pathogen
Acute Coronary Syndrome,Disease
Malignant neoplasm of mouth,Disease
Gastrointestinal mucositis,Disease
Machado-Joseph Disease,Disease
PLK2,Gene
CXCL8,Gene
Malignant Glioma,Disease
Non-Small Cell Lung Carcinoma,Disease
Lyme Disease,Disease
Acquired Immunodeficiency Syndrome,Disease
Eczema,Disease
Dermatomyositis,Disease
Vitiligo,Disease
Left ventricular dilatation,Disease
Hepatitis A,Disease
Hemorrhage,Disease
Myeloproliferative disease,Disease
Agranulocytosis,Disease
Periapical Periodontitis,Disease
Infiltrating Cervical Carcinoma,Disease
Guillain-Barre Syndrome,Disease
Chronic idiopathic neutropenia,Disease
Inflammatory dermatosis,Disease
B-Cell Lymphomas,Disease
Uveitis,Disease
Gingival Recession,Disease
Monkeypox virus TNF-alpha-receptor-like protein,Pathogen
pathologic fistula,Disease
Squamous cell carcinoma,Disease
Sicca Syndrome,Disease
Leg Ulcer,Disease
Stomach Carcinoma,Disease
Fetid chronic bronchitis,Disease
Appendicitis,Disease
Myocardial Diseases Secondary,Disease
Chronic cough,Disease
Invasive Pulmonary Aspergillosis,Disease
Peritonsillar Abscess,Disease
Venous retinal branch occlusion,Disease
Miscarriage,Disease
CHAC1,Gene
TNFSF14,Gene
Chronic Lung Injury,Disease
Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site,Disease
Aortic Aneurysm Abdominal,Disease
Immune System Diseases,Disease
Infarction Middle Cerebral Artery,Disease
Cerebral abscess,Disease
Trachoma,Disease
Spinal Cord Diseases,Disease
Arsenic Induced Polyneuropathy,Disease
Idiopathic crescentic glomerulonephritis,Disease
Adenocarcinoma of lung (disorder),Disease
Lymphohistiocytosis Hemophagocytic,Disease
Autosomal dominant hyper-IgE syndrome ORPHA:2314,Disease
HIV encephalitis,Disease
Avellino corneal dystrophy,Disease
Fatty Liver,Disease
Familial cold urticaria,Disease
Chemical and Drug Induced Liver Injury,Disease
Breast Carcinoma,Disease
IGA Glomerulonephritis,Disease
Brain Injuries,Disease
Juvenile-Onset Still Disease,Disease
Thrombocytopenia,Disease
Secondary malignant neoplasm of lymph node,Disease
Pancreatic Neoplasm,Disease
Stromal Neoplasm,Disease
Esophagitis,Disease
Follicular thyroid carcinoma,Disease
Raynaud Disease,Disease
STAT3-related early-onset multisystem autoimmune disease ORPHA:438159,Disease
Granulocytosis,Disease
Chronic Alcoholic Hepatitis,Disease
Delirium,Disease
Alzheimer Disease Late Onset,Disease
Cervix carcinoma,Disease
Chronic small plaque psoriasis,Disease
Complicated pneumoconiosis,Disease
Pleocytosis,Disease
Melioidosis,Disease
AMYOTROPHIC LATERAL SCLEROSIS 1,Disease
HTLV-I Infections,Disease
Corneal infection,Disease
Periodontal Diseases,Disease
CSF1,Gene
Destructive Arthritis,Disease
Lymphohistiocytosis,Disease
Chemically-Induced Liver Toxicity,Disease
Charcot-Marie-Tooth disease type 4E ORPHA:99951,Disease
Constitutional Symptom,Disease
Quebec platelet disorder,Disease
Carcinoma Granular Cell,Disease
Adult-Onset Still Disease,Disease
Immune Reconstitution Inflammatory Syndrome,Disease
Pulmonary Edema,Disease
Leptospirosis,Disease
Eczema Infantile,Disease
Juvenile Arthritis,Disease
Familial cavitary optic disc anomaly ORPHA:464760,Disease
Polyglandular Type I Autoimmune Syndrome,Disease
Cerebral Aneurysm,Disease
Staphylococcal toxic shock syndrome,Disease
Cytosolic phospholipase-A2 alpha deficiency associated bleeding disorder ORPHA:477787,Disease
Chronic graft-versus-host disease,Disease
Lung Diseases Interstitial,Disease
Acute lymphocytic leukemia,Disease
Brain Ischemia,Disease
Bipolar Disorder,Disease
Periodontitis Juvenile,Disease
Pseudohyperkalemia Cardiff,Disease
Retinoic acid syndrome,Disease
Reperfusion Injury,Disease
Juvenile arthritis,Disease
Arthritis by pattern of joint involvement,Disease
Stress Psychological,Disease
Vasogenic Cerebral Edema,Disease
Hypotension,Disease
Malignant Fibrous Histiocytoma,Disease
Autoimmune thyroiditis,Disease
Acne Vulgaris,Disease
Keratoconjunctivitis Sicca,Disease
Small cell carcinoma of lung,Disease
CXCL10,Gene
RGS2,Gene
Premature Birth,Disease
WAKMAR2,Gene
Carcinoma Transitional Cell,Disease
Proliferative vitreoretinopathy,Disease
Endometrioma,Disease
Peptic Esophagitis,Disease
Uterine Corpus Cancer,Disease
Hepatitis C,Disease
Keratitis,Disease
Cerebral Ischemia,Disease
Malignant neoplasm of lung,Disease
Polymyositis Idiopathic,Disease
Luft Disease,Disease
S100A3,Gene
Pleoconial Myopathy,Disease
Sarcoma,Disease
Severe Acute Respiratory Syndrome,Disease
Atherogenesis,Disease
CXCL2,Gene
Major Depressive Disorder,Disease
Multiple Sclerosis,Disease
Recurrent respiratory papillomatosis,Disease
Stromal keratitis,Disease
Pulmonary Hypertension,Disease
West Nile viral infection,Disease
Lipoid nephrosis,Disease
Contact Dermatitis,Disease
Fibrosis Liver,Disease
Multiple Sclerosis Acute Fulminating,Disease
Hemorrhagic Fever Ebola,Disease
Focal glomerulosclerosis,Disease
Hashimoto Disease,Disease
Pneumonia Viral,Disease
Community acquired pneumonia,Disease
Pseudorabies,Disease
Esophageal carcinoma,Disease
Colitis,Disease
Auricular swelling,Disease
Anterior uveitis,Disease
Malignant neoplasm of ovary,Disease
Hemorrhagic cystitis,Disease
Uterine Cervical Neoplasm,Disease
Pyemia,Disease
Malignant neoplasm of prostate,Disease
Ureteral obstruction,Disease
Multiple Myeloma,Disease
Malignant tumor of colon,Disease
TMEM88,Gene
Coronary Artery Disease,Disease
NONAKA MYOPATHY,Disease
Research-Related Injuries,Disease
Asbestosis,Disease
Van der Woude syndrome,Disease
Acquired aplastic anemia,Disease
Malignant neoplasm of thyroid,Disease
Hypercholesterolemia,Disease
IMMUNE SUPPRESSION,Disease
Kidney Failure,Disease
Renal Insufficiency,Disease
Hepatitis B Chronic,Disease
LTB,Gene
CSF2,Gene
Human betaherpesvirus 5 chemokine vCXCL2 (gene: UL147),Pathogen
Anemia Sickle Cell,Disease
Leishmaniasis,Disease
Muckle-Wells Syndrome,Disease
Respiratory Syncytial Virus Infections,Disease
Vasogenic Brain Edema,Disease
Encephalitis St. Louis,Disease
Graft-vs-Host Disease,Disease
Eosinophilia,Disease
FKBPL,Gene
Nasopharyngeal carcinoma ORPHA:150,Disease
Respiratory Distress Syndrome Newborn,Disease
Cholangitis Sclerosing,Disease
Congenital laryngeal adductor palsy,Disease
Recurrent tumor,Disease
Bullous pemphigoid,Disease
Reactive hypoglycemia,Disease
Ulcerative Colitis,Disease
Thyroid associated opthalmopathies,Disease
Polycythemia Vera,Disease
Canavan Disease,Disease
DKK1,Gene
Inclusion Body Myopathy Sporadic,Disease
Breast Cancer,Disease
Anti-Basement Membrane Glomerulonephritis,Disease
Human T-cell lymphotrophic virus type I [HTLV-I],Disease
STX11,Gene
Lupus Erythematosus Systemic,Disease
Arthus Reaction,Disease
Progressive Neoplastic Disease,Disease
Retinoblastoma,Disease
Dermatitis Allergic Contact,Disease
Meningitis Bacterial,Disease
Severe Sepsis,Disease
Hepatic Veno-Occlusive Disease,Disease
MYELODYSPLASTIC SYNDROME,Disease
CFB,Gene
Skin Carcinogenesis,Disease
Pediatric Crohn's disease,Disease
Sarcoidosis Pulmonary,Disease
Iron deficiency,Disease
Arteriosclerosis,Disease
Nephritis,Disease
Adrenocortical carcinoma,Disease
Malignant lymphoma lymphocytic intermediate differentiation diffuse,Disease
Marginal Zone B-Cell Lymphoma,Disease
Pancreatic Ductal Adenocarcinoma,Disease
Invasive Streptococcus pneumoniae disease,Disease
Myocardial Failure,Disease
Empyema,Disease
Vaso-Occlusive Crisis,Disease
NCOA7,Gene
Collagen-vascular disease,Disease
Pain Splitting,Disease
Periodontitis,Disease
Lymphopenia,Disease
Hyperlipidemia,Disease
Injury wounds,Disease
CYP1A1,Gene
Promyelocytic leukemia,Disease
Paranoid Schizophrenia,Disease
Chronic granulomatous disease,Disease
Status Epilepticus,Disease
Brain Abscess,Disease
Osteosarcoma,Disease
Squamous cell carcinoma of esophagus,Disease
androgen independent prostate cancer,Disease
Adenocarcinoma of pancreas,Disease
Mycosis Fungoides,Disease
Plaque Amyloid,Disease
Allergic disposition,Disease
Acute Lung Injury,Disease
Squamous cell carcinoma of the head and neck,Disease
Human gammaherpesvirus 8 K4.1 (gene: K4.1),Pathogen
Hematopoietic Neoplasms,Disease
Corneal Ulcer,Disease
Lymphoproliferative Disorders,Disease
Peripheral T-Cell Lymphoma,Disease
Amebic colitis,Disease
Transient Ischemic Attack,Disease
Endometrial adenocarcinoma,Disease
TNFAIP2,Gene
Endometrial Carcinoma,Disease
Lupus Erythematosus,Disease
Asthma attack,Disease
GAPDHS,Gene
Renal interstitial fibrosis,Disease
Adenoma of large intestine,Disease
Rhegmatogenous retinal detachment,Disease
Adenoma,Disease
DNAJB4,Gene
Systemic Scleroderma,Disease
Cardiomyopathies Primary,Disease
Herpes NOS,Disease
Mycoplasma Infections,Disease
Diabetes Mellitus Insulin-Dependent,Disease
Secondary malignant neoplasm of liver,Disease
difficile (disorder),Disease
Dermatologic disorders,Disease
Rickettsia Infections,Disease
Embolic Infarction Middle Cerebral Artery,Disease
Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,Disease
Chronic Infantile Neurological Cutaneous and Articular Syndrome,Disease
Dermatitis Irritant,Disease
Glossitis Benign Migratory,Disease
Spondylarthritis,Disease
Adult Hodgkin Lymphoma,Disease
Leukoplakia Oral,Disease
Otitis Media,Disease
Variola virus hypothetical protein (gene: G4R),Pathogen
Osteitis Deformans,Disease
Severe Combined Immunodeficiency,Disease
Experimental Organism Basal Cell Carcinoma,Disease
Female Genital Diseases,Disease
Lymphoma T-Cell Cutaneous,Disease
Synovitis,Disease
Group B Streptococcal Infection,Disease
Clostridium,Disease
Chronic kidney disease stage 5,Disease
GASTRIC CANCER INTESTINAL,Disease
Small Fiber Neuropathy,Disease
Herpes encephalitis,Disease
Congestive Heart Failure,Disease
Male infertility,Disease
Myasthenia Gravis Ocular,Disease
Pigmented villonodular synovitis,Disease
TOR4A,Gene
Anthracosis,Disease
Adenocarcinoma Basal Cell,Disease
Chronic liver disease,Disease
Carcinoma Cribriform,Disease
Acute pancreatitis,Disease
Bronchiolitis Obliterans Organizing Pneumonia,Disease
Tuberculosis Meningeal,Disease
Bronchiolitis Obliterans,Disease
Arthropathy,Disease
Tauopathies,Disease
Adult T-Cell Lymphoma/Leukemia,Disease
Anaplastic carcinoma,Disease
Dermatomyositis Childhood Type,Disease
Urban cutaneous leishmaniasis,Disease
Bronchiectasis,Disease
Aggressive periodontitis generalized,Disease
Diffuse cutaneous leishmaniasis,Disease
Hemorrhagic Fever with Renal Syndrome,Disease
HIV Infections,Disease
Leukemia Myelocytic Acute,Disease
Bone Marrow Diseases,Disease
inflammatory joint disease,Disease
Schizophrenia,Disease
Peri-Implantitis,Disease
STAT5A,Gene
Retinopathy of Prematurity,Disease
Lobar Pneumonia,Disease
Chronic interstitial cystitis,Disease
Pneumococcal Infections,Disease
Majeed syndrome,Disease
