Id,Type
Alopecia,Disease
MYOTONIC DYSTROPHY 1,Disease
NON RARE IN EUROPE: Brachydactyly type D ORPHA:93385,Disease
Farber disease ORPHA:333,Disease
Variola virus hypothetical protein (gene: I1L),Pathogen
Non-specific early-onset epileptic encephalopathy ORPHA:442835,Disease
Left ventricular noncompaction ORPHA:54260,Disease
Liver enzymes abnormal,Disease
Global developmental delay,Disease
AXIN2-related attenuated familial adenomatous polyposis ORPHA:401911,Disease
Functional Gastrointestinal Disorders,Disease
Hydroxyprolinuria,Disease
Agenesis,Disease
Chronic otitis media,Disease
Common Variable Immunodeficiency,Disease
Monkeypox virus Zaire-96-I-16 Tumor necrosis Factor-receptor like protein (gene: K1R),Pathogen
Retrusion of lower jaw,Disease
Classical-like Ehlers-Danlos syndrome type 1 ORPHA:230839,Disease
Eye Diseases Hereditary,Disease
Tremor-ataxia-central hypomyelination syndrome ORPHA:447896,Disease
Hereditary motor and sensory neuropathy type 5 ORPHA:64751,Disease
Dystrophic tooth enamel,Disease
Adrenal gland hypofunction,Disease
Vein of Galen aneurysmal malformation ORPHA:1053,Disease
Thyroid Carcinoma,Disease
Papiine alphaherpesvirus 2 envelope glycoprotein C (gene: UL44),Pathogen
Autosomal recessive generalized epidermolysis bullosa simplex ORPHA:89838,Disease
NSA2,Gene
Enterovirus B genome polyportein,Pathogen
Death in early childhood,Disease
Degenerative disorder,Disease
Arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome ORPHA:1154,Disease
Obstructive Azoospermia,Disease
Infantile myofibromatosis ORPHA:2591,Disease
5p13 microduplication syndrome ORPHA:329802,Disease
Angioimmunoblastic Lymphadenopathy,Disease
Human poliovirus 1 enterovirus precursor polypeptide,Pathogen
Congenital cataracts-facial dysmorphism-neuropathy syndrome ORPHA:48431,Disease
Acrokeratosis verruciformis of Hopf ORPHA:79151,Disease
Carcinoma of larynx,Disease
Speech impairment,Disease
KCTD12,Gene
Human adenovirus D10 19KDa protein (gene: E3),Pathogen
ALG9-CDG ORPHA:79328,Disease
Norovirus Hu/GII.g-GII.12/Gunnedah/NSW895P/2010/AU VP1,Pathogen
Pertussis,Disease
Malignant Meningioma,Disease
Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons ORPHA:401964,Disease
HBV recombinant C/G HBeAg (gene: preC/C),Pathogen
Familial spontaneous pneumothorax ORPHA:2903,Disease
Distal monosomy 15q ORPHA:1596,Disease
Adenocarcinoma of ovary ORPHA:213504,Disease
Torsades De Pointes,Disease
Poor head control,Disease
Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome ORPHA:457485,Disease
Renal dysplasia bilateral ORPHA:93173,Disease
Fatal infantile hypertonic myofibrillar myopathy ORPHA:280553,Disease
Severe Dengue,Disease
Spastic Ataxia,Disease
Human immunodeficiency virus 1 p66 subunit (gene: gag-pol),Pathogen
Psoriatic Arthritis,Disease
Microcephaly-corpus callosum and cerebellar vermis hypoplasia-facial dysmorphism-intellectual disability syndrom ORPHA:500159,Disease
MTHFS,Gene
Dysgerminoma,Disease
Congenital myopathy with internal nuclei and atypical cores ORPHA:319160,Disease
Oculoauricular syndrome Schorderet type ORPHA:157962,Disease
Follicular thyroid carcinoma,Disease
Bacteremia,Disease
Anaplastic carcinoma,Disease
TCR-alpha-beta-positive T-cell deficiency ORPHA:397959,Disease
Respiratory Tract Diseases,Disease
Polycythemia Vera,Disease
Blastic plasmacytoid dendritic cell neoplasm,Disease
Combined oxidative phosphorylation defect type 2 ORPHA:254920,Disease
Pancreatic Diseases,Disease
Cerebral Astrocytoma,Disease
Brachydactyly-elbow wrist dysplasia syndrome ORPHA:1275,Disease
Fungal keratitis,Disease
Sideroblastic anemia,Disease
Common wart,Disease
Congenital high-molecular-weight kininogen deficiency ORPHA:483,Disease
Pleomorphic Xanthoastrocytoma,Disease
Lipoma,Disease
CLN10 disease ORPHA:228337,Disease
Congenital Epicanthus,Disease
Nonverbal,Disease
Agammaglobulinemia,Disease
Hepatocarcinogenesis,Disease
Orf virus ORF035 virion core protease,Pathogen
Recurrent upper respiratory tract infection,Disease
Molluscum contagiosum virus subtype 1 MC148R (gene: MC148R),Pathogen
Osteochondrodysplasia,Disease
Clear cell renal carcinoma ORPHA:319276,Disease
Aggressive systemic mastocytosis ORPHA:98850,Disease
Congenital insensitivity to pain with severe intellectual disability ORPHA:453510,Disease
CLN4A disease ORPHA:228340,Disease
Diarrheal disorder,Disease
Central neuroblastoma,Disease
Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome ORPHA:436174,Disease
Malignant neoplasm of endometrium,Disease
Cone rod dystrophy ORPHA:1872,Disease
Acute promyelocytic leukemia ORPHA:520,Disease
Malignant tumor of lesser curve of stomach,Disease
Mitochondrial DNA depletion syndrome encephalomyopathic form with methylmalonic aciduria ORPHA:1933,Disease
Chronic neutrophilic leukemia ORPHA:86829,Disease
Adrenomyeloneuropathy ORPHA:139399,Disease
WARS2-related combined oxidative phosphorylation defect ORPHA:572798,Disease
HSD10 disease atypical type ORPHA:85295,Disease
HELLP syndrome ORPHA:244242,Disease
Peroxisomal Disorders,Disease
T-cell immunodeficiency with epidermodysplasia verruciformis ORPHA:324294,Disease
Alpha-mannosidosis adult form ORPHA:309288,Disease
Progressive external ophthalmoplegia-myopathy-emaciation syndrome ORPHA:352447,Disease
Norovirus Hu/Norwalk/20139/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Benign scapuloperoneal muscular dystrophy with early contractures [Emery-Dreifuss],Disease
CLCN4-related X-linked intellectual disability syndrome ORPHA:485350,Disease
Albinism Oculocutaneous,Disease
Maffucci syndrome ORPHA:163634,Disease
Lenz-Majewski hyperostotic dwarfism ORPHA:2658,Disease
Familial lipase maturation factor 1 deficiency ORPHA:535453,Disease
GCNT3,Gene
Autosomal recessive spastic paraplegia type 70 ORPHA:401835,Disease
Hemangioma,Disease
Abnormality of amino acid metabolism,Disease
Diminished ovarian reserve,Disease
Mohr-Tranebjaerg syndrome ORPHA:52368,Disease
Refractory Hodgkin Lymphoma,Disease
Orf virus ORF130 putative serine/threonine protein kinase,Pathogen
Hamartomatous polyp,Disease
Glycogen storage disease due to muscle and heart glycogen synthase deficiency ORPHA:137625,Disease
Ectromelia virus ERPV hydroxysteroid dehydrogenase,Pathogen
Familial cold urticaria ORPHA:47045,Disease
Splenomegaly,Disease
Embolic Infarction Middle Cerebral Artery,Disease
Adult Fibrosarcoma,Disease
Exercise-induced malignant hyperthermia ORPHA:466650,Disease
Von Hippel-Lindau disease ORPHA:892,Disease
Human herpesvirus 4 type 2 BPLF1,Pathogen
Autism,Disease
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome ORPHA:477993,Disease
Human adenovirus 54 fiber,Pathogen
Thrombocytosis Autosomal Dominant,Disease
Anteverted nostril,Disease
Cranial Nerve Paralysis,Disease
Combined immunodeficiency due to OX40 deficiency ORPHA:431149,Disease
Arterial thrombosis,Disease
Postural orthostatic tachycardia syndrome due to NET deficiency ORPHA:443236,Disease
Orf virus ORF095 DNA helicase,Pathogen
Hantavirus Infections,Disease
Arterial tortuosity syndrome ORPHA:3342,Disease
Zebra body myopathy ORPHA:97240,Disease
Oculodentodigital dysplasia ORPHA:2710,Disease
Hyperinsulinism due to UCP2 deficiency ORPHA:276556,Disease
Human T-lymphotropic virus 2 hypothetical protein (env propeptide),Pathogen
OTOFACIOCERVICAL SYNDROME 1,Disease
Muscular Dystrophy,Disease
Dengue virus 1 RNA-dependent RNA polymerase NS5 (gene: flavivirus polyprotein),Pathogen
Moyamoya disease 1,Disease
Ovarian Adenocarcinoma,Disease
Human rhinovirus A89 2C,Pathogen
Sensory neuropathy,Disease
Tubular aggregate myopathy ORPHA:2593,Disease
Lytic lesion,Disease
Paranasal Sinus Diseases,Disease
Betacoronavirus England 1 ORF1a protein (gene: orf1ab),Pathogen
Human adenovirus 61 pIVa2,Pathogen
Gray platelet syndrome ORPHA:721,Disease
Diarrhea,Disease
Mental disorders,Disease
Hyaline body myopathy ORPHA:53698,Disease
Stage IV Skin Melanoma,Disease
Self-improving dystrophic epidermolysis bullosa ORPHA:79411,Disease
Adenocarcinoma Of Esophagus,Disease
Cowpox virus CPXV123 protein (gene: CPXV123 CDS),Pathogen
Influenza A virus (A/California/04/2009(H1N1)) matrix protein 1 (gene: M1),Pathogen
Inherited acute myeloid leukemia ORPHA:319465,Disease
RPUSD1,Gene
CRADD,Gene
Kostmann syndrome ORPHA:99749,Disease
Pleomorphic salivary gland adenoma ORPHA:454821,Disease
Autosomal recessive spastic paraplegia type 75 ORPHA:459056,Disease
Asthenozoospermia,Disease
Hallucinations,Disease
Decreased circulating cortisol level,Disease
Defect Of Skull Ossification,Disease
Finding of body mass index,Disease
Liver Cirrhosis,Disease
Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome ORPHA:2072,Disease
Hypotrichosis simplex of the scalp ORPHA:90368,Disease
Horsepox virus HSPV005c (Ankyrin repeats),Pathogen
Hepatoblastoma,Disease
Paroxysmal Nonkinesigenic Dyskinesia,Disease
Stapes ankylosis with broad thumbs and toes ORPHA:140917,Disease
X-linked dominant chondrodysplasia punctata ORPHA:35173,Disease
CCNB2,Gene
Glucose-galactose malabsorption ORPHA:35710,Disease
Acute Erythroblastic Leukemia,Disease
Aortic Aneurysm Ruptured,Disease
Human adenovirus 21 DNA polymerase (gene: E2B),Pathogen
Elevated creatine kinase,Disease
HIV Coinfection,Disease
Mean corpuscular hemoglobin concentration determination,Disease
Gastric lymphoma,Disease
Microcephalic primordial dwarfism Dauber type ORPHA:319675,Disease
Variola virus palmytilated EEV membrane glycoprotein (gene: C17L),Pathogen
Polymicrogyria,Disease
Bronchiolitis Obliterans Organizing Pneumonia,Disease
Acquired scoliosis,Disease
Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum,Disease
Familial hypofibrinogenemia ORPHA:101041,Disease
Pfeiffer syndrome type 2 ORPHA:93259,Disease
Corneal infection,Disease
Cholestasis Extrahepatic,Disease
Long QT Syndrome,Disease
Isodicentric Chromosome 15 Syndrome,Disease
SH2B2,Gene
ACOT7,Gene
Cardiac Arrhythmia,Disease
Charcot-Marie-Tooth disease type 2B2 ORPHA:101101,Disease
Niemann-Pick disease type C adult neurologic onset ORPHA:216986,Disease
Psychomotor regression-oculomotor apraxia-movement disorder-nephropathy syndrome ORPHA:505242,Disease
Refractory anaemia with excess blasts,Disease
DOCK2 deficiency ORPHA:447737,Disease
Cicatrix Hypertrophic,Disease
Congenital Coloboma Of Iris,Disease
Squamous cell carcinoma of the hypopharynx ORPHA:494547,Disease
Adenosquamous carcinoma,Disease
Mucinous Adenocarcinoma,Disease
Chondrodysplasia-disorder of sex development syndrome ORPHA:1422,Disease
Cystinuria type B ORPHA:93613,Disease
Severe combined immunodeficiency due to CORO1A deficiency ORPHA:228003,Disease
Juvenile Paget disease ORPHA:2801,Disease
CLK3,Gene
Gliosarcoma ORPHA:251576,Disease
Aarskog-Scott syndrome ORPHA:915,Disease
Secondary pulmonary hypertension,Disease
Pyruvate carboxylase deficiency infantile type ORPHA:353308,Disease
Melanoma of soft tissue ORPHA:97338,Disease
LEOPARD Syndrome,Disease
Hypopharyngeal Carcinoma,Disease
Variola virus hypothetical protein (gene: N1L),Pathogen
Keratoderma hereditarium mutilans ORPHA:494,Disease
Ornithine transcarbamylase deficiency ORPHA:664,Disease
Hereditary sensory and autonomic neuropathy type 5 ORPHA:64752,Disease
CLN4B disease ORPHA:228343,Disease
Axenfeld anomaly ORPHA:98978,Disease
Neuromyelitis Optica,Disease
Facial Paresis,Disease
Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome ORPHA:397744,Disease
Hyperactive deep tendon reflexes,Disease
Pharyngeal Carcinoma,Disease
Axenfeld-Rieger syndrome ORPHA:782,Disease
Familial Alzheimer Disease (FAD),Disease
TADA1,Gene
Tropical pancreatitis ORPHA:103918,Disease
Norovirus Hu/GII-4/CGMH24/2010/TW major viral capsid protein (gene: VP1),Pathogen
Mitochondrial DNA-associated Leigh syndrome ORPHA:255210,Disease
COG6-CGD ORPHA:464443,Disease
Pathologic Neovascularization,Disease
Immunodeficiency due to MASP-2 deficiency ORPHA:331187,Disease
Cerebral Hemorrhage,Disease
Alkaline phosphatase raised,Disease
Molluscum contagiosum virus subtype 1 MC100R (gene: MC100L),Pathogen
Human adenovirus 65 E3 gp19K,Pathogen
Antiphospholipid Syndrome,Disease
Congenital chronic diarrhea with protein-losing enteropathy ORPHA:329242,Disease
Roussy-Levy syndrome ORPHA:3115,Disease
Distal monosomy 1q ORPHA:36367,Disease
Congenital hypoplasia of ovary,Disease
Adrenocortical carcinoma ORPHA:1501,Disease
Impulsive character (finding),Disease
Rotavirus A NSP4,Pathogen
CAD-CDG ORPHA:448010,Disease
Acute myeloid leukemia with inv(3)(q21q26.2) or t(3,Disease
Short rib-polydactyly syndrome type 5 ORPHA:498497,Disease
AURAL ATRESIA CONGENITAL,Disease
FKRP-related  limb-girdle muscular dystrophy R9 ORPHA:34515,Disease
Williams syndrome ORPHA:904,Disease
Lymphomatoid Papulosis,Disease
Dystonic disease,Disease
Convex nasal bridge,Disease
Neurofibrillary degeneration (morphologic abnormality),Disease
Microduplication Xp11.22p11.23 syndrome ORPHA:217377,Disease
Skin blisters,Disease
Human betaherpesvirus 6A DNA replication origin-binding helicase (gene: U73),Pathogen
Retinopathy of prematurity ORPHA:90050,Disease
Blepharophimosis-ptosis-epicanthus inversus syndrome type 1 ORPHA:572354,Disease
Pulpitis,Disease
Human immunodeficiency virus gag protein (gene: gag),Pathogen
Autosomal dominant focal dystonia DYT25 type ORPHA:329466,Disease
Metaphyseal chondrodysplasia,Disease
Breast Hypoplasia,Disease
Human adenovirus 54 DNA binding protein,Pathogen
Combined immunodeficiency due to GINS1 deficiency ORPHA:505227,Disease
ALG8-CDG ORPHA:79325,Disease
Beta-2-microglobulin measurement,Disease
Ferro-cerebro-cutaneous syndrome ORPHA:397922,Disease
Musculocontractural Ehlers-Danlos syndrome ORPHA:2953,Disease
Condyloma,Disease
T-Cell Prolymphocytic Leukemia,Disease
Vici syndrome ORPHA:1493,Disease
Human adenovirus 56 fiber protein (gene: L5),Pathogen
Ectodermal dysplasia-skin fragility syndrome ORPHA:158668,Disease
Capsular Cataract,Disease
Medium chain acyl-CoA dehydrogenase deficiency ORPHA:42,Disease
Schimke immuno-osseous dysplasia ORPHA:1830,Disease
Leukemogenesis,Disease
Stomach Neoplasms,Disease
17p13.3 microduplication syndrome ORPHA:217385,Disease
Diaphyseal medullary stenosis-bone malignancy syndrome ORPHA:85182,Disease
Chronic myeloid leukemia ORPHA:521,Disease
Krukenberg Tumor,Disease
Familial medullary thyroid carcinoma ORPHA:99361,Disease
Skin callus,Disease
Childhood-onset progressive contractures-limb-girdle weakness-muscle dystrophy syndrome ORPHA:466921,Disease
Alcoholic Intoxication Chronic,Disease
Mycoses,Disease
SARS coronavirus RNA-dependent RNA polymerase (gene: orf1ab),Pathogen
Non-Small Cell Lung Carcinoma,Disease
Human adenovirus D37 DNA-binding protein (gene: E2A),Pathogen
Hereditary hypophosphatemic rickets with hypercalciuria ORPHA:157215,Disease
Unilateral multicystic dysplastic kidney ORPHA:97363,Disease
Pregnancy Complications,Disease
Human papillomavirus type 39 E7 (gene: E7),Pathogen
Bietti crystalline dystrophy ORPHA:41751,Disease
Hereditary Paraganglioma-Pheochromocytoma Syndromes,Disease
Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency ORPHA:319595,Disease
15q11q13 microduplication syndrome ORPHA:238446,Disease
Hirschsprung Disease,Disease
Adult Lymphoma,Disease
Joint stiffness,Disease
LPCAT3,Gene
Monkeypox virus Zaire-96-I-16 RNA polymerase subunit (gene: F4L),Pathogen
Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A ORPHA:308386,Disease
Norovirus Hu/Norwalk/10328/2010/VNM protein p48 (gene: POL),Pathogen
Familial Chilblain lupus ORPHA:481662,Disease
Hypermelanotic macule,Disease
SERPINA6,Gene
Epilepsy Temporal Lobe,Disease
Yaba-like disease virus 88L protein (gene: 88L),Pathogen
Disturbance of consciousness,Disease
RBM7,Gene
Autosomal recessive spastic paraplegia type 46 ORPHA:320391,Disease
Influenza A virus (A/Hong Kong/1073/99(H9N2)) Hemagglutinin (gene: ha),Pathogen
Mucosa-Associated Lymphoid Tissue Lymphoma,Disease
Cleft palate with cleft lip,Disease
Nephroblastoma,Disease
45X/46XY mixed gonadal dysgenesis ORPHA:1772,Disease
Colobomatous macrophthalmia-microcornea syndrome ORPHA:468672,Disease
Achromatopsia ORPHA:49382,Disease
Parasitemia,Disease
Neuromuscular Diseases,Disease
Becker nevus syndrome ORPHA:64755,Disease
Stage III Colon Cancer AJCC v7,Disease
Hepatitis C,Disease
Carnitine-acylcarnitine translocase deficiency ORPHA:159,Disease
Monosomy 9q22.3 ORPHA:77301,Disease
ABetaA21G amyloidosis ORPHA:324718,Disease
Cerebral Cortical Atrophy,Disease
Finding of Mean Corpuscular Hemoglobin,Disease
Failure to gain weight,Disease
Cercopithecine betaherpesvirus 5 chemokine vCXCL2 (gene: UL147),Pathogen
Hypodontia-dysplasia of nails syndrome ORPHA:2228,Disease
Lumbosacral spina bifida cystica ORPHA:268758,Disease
Microcephaly-short stature-limb abnormalities syndrome ORPHA:572773,Disease
Hyperactive behavior,Disease
Congenital Arteriovenous Malformation,Disease
Peyronie Disease,Disease
Norovirus Hu/Norwalk/10285/2010/VNM capsid protein VP1 (gene: VP1),Pathogen
Toxoplasmosis,Disease
Congenital small ears,Disease
Severe combined immunodeficiency due to LCK deficiency ORPHA:280142,Disease
Charcot-Marie-Tooth disease type 1D ORPHA:101084,Disease
Lupus Nephritis,Disease
Clear-cell metastatic renal cell carcinoma,Disease
Human herpesvirus 3 strain Dumas serine-threonine protein kinase,Pathogen
FANCONI ANEMIA COMPLEMENTATION GROUP A (disorder),Disease
Paroxysmal kinesigenic dyskinesia ORPHA:98809,Disease
Chronic myeloproliferative disorder,Disease
Sickle Cell Dactylitis,Disease
Foveal hypoplasia-optic nerve decussation defect-anterior segment dysgenesis syndrome ORPHA:397618,Disease
Testicular Hypogonadism,Disease
Polyvalvular heart disease syndrome ORPHA:228410,Disease
Autoinflammatory syndrome with pyogenic bacterial infection and amylopectinosis ORPHA:329173,Disease
Arsenic Poisoning Inorganic,Disease
Monkeypox virus Zaire-96-I-16 Ser/Thr kinase (gene: C16L),Pathogen
Influenza A virus (A/Northern Territory/60/1968(H3N2)) HA1 (gene: HA),Pathogen
Spinal muscular atrophy with respiratory distress type 2 ORPHA:404521,Disease
Transient Ischemic Attack,Disease
ATP8A1,Gene
Spasmodic movement,Disease
Human papillomavirus type 69 E2,Pathogen
Autosomal recessive spastic paraplegia type 71 ORPHA:401840,Disease
Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome ORPHA:447893,Disease
Cleft Lip with or without Cleft Palate,Disease
Klippel-Feil anomaly-myopathy-facial dysmorphism syndrome ORPHA:447974,Disease
Urogenital Abnormalities,Disease
Progressive scapulohumeroperoneal distal myopathy ORPHA:447977,Disease
Kidney Failure,Disease
NON RARE IN EUROPE: Non rare obesity ORPHA:521399,Disease
Hepatitis C virus genotype 3 E1 protein,Pathogen
Human adenovirus D37 18.6 kDa (gene: E3),Pathogen
Extraskeletal myxoid chondrosarcoma ORPHA:209916,Disease
Claw hand,Disease
Hypotonia-cystinuria syndrome ORPHA:163690,Disease
Rhabdomyosarcoma,Disease
Norovirus Hu/Norwalk/10075/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Left Ventricular Hypertrophy,Disease
melanoma,Disease
Middle East respiratory syndrome-related coronavirus nsp16 protein (gene: orf1ab),Pathogen
Albinism Ocular,Disease
Familial platelet disorder with associated myeloid malignancy ORPHA:71290,Disease
Monkeypox virus ankyrin-like protein,Pathogen
Erythema Nodosum,Disease
Desmoplastic small round cell tumor ORPHA:83469,Disease
Development Disorder,Disease
Human adenovirus 43 CR1-beta protein (gene: E3),Pathogen
Progressive autosomal recessive ataxia-deafness syndrome ORPHA:448251,Disease
Autosomal dominant non-syndromic sensorineural deafness type DFNA ORPHA:90635,Disease
Human betacoronavirus 2c England-Qatar/2012 ORF4a,Pathogen
Squamous cell carcinoma of tongue,Disease
Palmoplantar keratoderma-esophageal carcinoma syndrome ORPHA:2198,Disease
Familial isolated congenital asplenia ORPHA:101351,Disease
Cognitive changes,Disease
Matthew-Wood syndrome ORPHA:2470,Disease
Leishmaniasis New World,Disease
Erythrocytosis,Disease
2p21 microdeletion syndrome ORPHA:163693,Disease
Rotor syndrome ORPHA:3111,Disease
EIF4A3,Gene
Argininosuccinic aciduria ORPHA:23,Disease
Multiple paragangliomas associated with polycythemia ORPHA:324299,Disease
Familial gastric type 1 neuroendocrine tumor ORPHA:464756,Disease
Renal Dysplasia,Disease
Congenital myasthenic syndromes with glycosylation defect ORPHA:353327,Disease
2q32q33 microdeletion syndrome ORPHA:251019,Disease
GAPO syndrome ORPHA:2067,Disease
Infrequent generalized seizures,Disease
Native American myopathy ORPHA:168572,Disease
Chronic Infantile Neurological Cutaneous and Articular Syndrome,Disease
MLLT11,Gene
Central Visual Impairment,Disease
RELA fusion-positive ependymoma ORPHA:530792,Disease
Olfactory Neuroblastoma,Disease
Liver Neoplasms Experimental,Disease
Alpha-thalassemia-intellectual disability syndrome linked to chromosome 16 ORPHA:98791,Disease
Hematopoietic Neoplasms,Disease
Pyruvate dehydrogenase E3 deficiency ORPHA:2394,Disease
Darier disease ORPHA:218,Disease
Lethal brain and heart developmental defects ORPHA:580933,Disease
Apparent mineralocorticoid excess ORPHA:320,Disease
Paroxysmal nonkinesigenic dyskinesia,Disease
periodic paralysis (finding),Disease
Pontine autosomal dominant microangiopathy with leukoencephalopathy ORPHA:477749,Disease
Odontochondrodysplasia ORPHA:166272,Disease
Familial porphyria cutanea tarda ORPHA:443062,Disease
Vertical Talus,Disease
Lupus Erythematosus Systemic,Disease
Limb-mammary syndrome ORPHA:69085,Disease
Diastasis recti,Disease
Restenosis,Disease
Dystonia-parkinsonism-hypermanganesemia syndrome ORPHA:521406,Disease
Melanoderma (disorder),Disease
Human adenovirus 28 fiber,Pathogen
AKR1C4,Gene
Human betaherpesvirus 5 tegument serine/threonine protein kinase (gene: UL97),Pathogen
Hyperpigmentation,Disease
Norovirus Hu/GII-4/CGMH19/2009/TW major viral capsid protein (gene: VP1),Pathogen
Hypocalcified amelogenesis imperfecta ORPHA:100032,Disease
Vaccinia virus IL-beta-binding protein (gene: VACWR-B15R),Pathogen
Melanoma,Disease
Poor school performance,Disease
Coronary artery atheroma,Disease
NTHL1-related attenuated familial adenomatous polyposis ORPHA:454840,Disease
Cerebellar Diseases,Disease
Color vision defect,Disease
DEND syndrome ORPHA:79134,Disease
Delayed closure of the soft spot on the skull,Disease
Diabetic foot ulcer,Disease
Human adenovirus 71 maturation protein (gene: IVa2),Pathogen
Acquired aplastic anemia,Disease
Isolated sedoheptulokinase deficiency ORPHA:440713,Disease
Hemianopsia,Disease
Hypogonadism Isolated Hypogonadotropic,Disease
Prematurely aged appearance,Disease
Germinoma of the central nervous system ORPHA:91352,Disease
Eclampsia,Disease
ovarian neoplasm,Disease
Histiocytoid cardiomyopathy ORPHA:137675,Disease
Split hand foot deformity 1,Disease
Exfoliative Dermatitis,Disease
Very poor growth,Disease
Chagas Disease,Disease
Malignant melanoma of choroid,Disease
Juvenile polyp,Disease
Human alphaherpesvirus 3 serine/threonine protein kinase US3 (gene: ORF66),Pathogen
Benign neoplasm of adrenal gland,Disease
Bicuspid aortic valve,Disease
Glycogen storage disease due to LAMP-2 deficiency ORPHA:34587,Disease
Hypoplasia of teeth,Disease
Hemoglobin E disease ORPHA:2133,Disease
SLC19A2,Gene
Gelatinous drop-like corneal dystrophy ORPHA:98957,Disease
NON RARE IN EUROPE: Primary ovarian failure ORPHA:619,Disease
Familial dilated cardiomyopathy,Disease
Tufted angioma ORPHA:1063,Disease
Eiken syndrome ORPHA:79106,Disease
Epidermolytic palmoplantar keratoderma ORPHA:2199,Disease
Mycoplasma Infections,Disease
Coloboma of choroid and retina ORPHA:98942,Disease
Brain Neoplasms,Disease
Radial ray hypoplasia,Disease
Variola virus hypothetical protein (gene: B19R),Pathogen
Orf virus ORF123 ankyrin repeat protein,Pathogen
ALDH18A1-related De Barsy syndrome ORPHA:35664,Disease
Familial Periodic Paralysis,Disease
Stage III Colon Cancer,Disease
Vaccinia virus Ankara IMV chondroitin-binding membrane protein,Pathogen
Disease Exacerbation,Disease
Combined immunodeficiency with granulomatosis ORPHA:157949,Disease
Sacrococcygeal Teratoma,Disease
Hemorrhagic Fever Crimean,Disease
Reactive systemic amyloidosis,Disease
Autosomal recessive Emery-Dreifuss muscular dystrophy ORPHA:98855,Disease
Rash and Dermatitis Adverse Event Associated with Chemoradiation,Disease
Transient Cerebral Ischemia,Disease
Shigella Infections,Disease
Autosomal dominant rhegmatogenous retinal detachment ORPHA:209867,Disease
Cerebrovascular accident,Disease
Norovirus Hu/GII.12/CGMH40/2010/TW VP1,Pathogen
Severe intellectual disability-short stature-behavioral abnormalities-facial dysmorphism syndrome ORPHA:391307,Disease
MRAP2,Gene
Neoplasm of skeletal system,Disease
Duane Retraction Syndrome,Disease
Signs and Symptoms Respiratory,Disease
Adult-onset myasthenia gravis ORPHA:391490,Disease
Psychomotor regression progressive,Disease
Enlarged parietal foramina ORPHA:60015,Disease
Retinal dystrophy with inner retinal dysfunction and ganglion cell anomalies ORPHA:397758,Disease
Skin Carcinoma,Disease
Norovirus Hu/GII.4/Doonside/NSW536I/2011/AU VP1,Pathogen
Increased tendency to bruise,Disease
Benign neoplasm of breast,Disease
Yaba monkey tumor virus 60R,Pathogen
Isolated osteopoikilosis ORPHA:166119,Disease
Glomerulonephritis,Disease
Posterior subcapsular cataract,Disease
Cutis marmorata telangiectatica congenita ORPHA:1556,Disease
Charcot-Marie-Tooth disease type 4E ORPHA:99951,Disease
Exfoliation Syndrome,Disease
Decreased projection of lower jaw,Disease
Idiopathic hypogonadotropic hypogonadism,Disease
Dermatitis Irritant,Disease
Propionic acidemia ORPHA:35,Disease
CIDEC-related familial partial lipodystrophy ORPHA:435651,Disease
Human adenovirus 6 DBP 59 kDa protein (gene: E2A),Pathogen
Secretory meningioma,Disease
Human adenovirus E4 DNA polymerase,Pathogen
NON RARE IN EUROPE: Hereditary essential tremor ORPHA:862,Disease
Pseudo-TORCH syndrome,Disease
Sensorineural deafness with dilated cardiomyopathy ORPHA:217622,Disease
Cowpox virus CPXV212 protein (gene: CPXV212 CDS),Pathogen
SNX18,Gene
Norovirus Hu/GII-4/CGMH13/2007/TW major viral capsid protein (gene: VP1),Pathogen
Human papillomavirus 15 early protein (gene: E2),Pathogen
Adenocarcinoma intestinal type,Disease
Distal sensory impairment,Disease
Congenital clinodactyly,Disease
Saethre-Chotzen syndrome ORPHA:794,Disease
Prostate Cancer,Disease
Neonatal glycine encephalopathy ORPHA:289857,Disease
Human immunodeficiency virus 2 vpx protein,Pathogen
CKB,Gene
Distal 22q11.2 microdeletion syndrome ORPHA:261330,Disease
Lobar Pneumonia,Disease
Keratolytic winter erythema ORPHA:50943,Disease
Proptosis,Disease
Human mastadenovirus B single-stranded DNA-binding protein (gene: E2A),Pathogen
Triple Negative Breast Neoplasms,Disease
Metachondromatosis ORPHA:2499,Disease
Distal monosomy 12p ORPHA:280325,Disease
Multifocal pattern dystrophy simulating fundus flavimaculatus ORPHA:99003,Disease
Melancholia,Disease
Acute inflammatory demyelinating polyradiculoneuropathy ORPHA:98916,Disease
Neoplastic Cell Transformation,Disease
Prominent eyes,Disease
