Id,Type
Norovirus Hu/Norwalk/20044/2009/VNM protein p48 (gene: POL),Pathogen
Familial sick sinus syndrome ORPHA:166282,Disease
Peutz-Jeghers syndrome ORPHA:2869,Disease
Hepatomegaly,Disease
Variola virus hypothetical protein (gene: B6R),Pathogen
Ellis Van Creveld syndrome ORPHA:289,Disease
HYPERTRICHOSIS CONGENITAL GENERALIZED,Disease
Lipoid nephrosis,Disease
Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome ORPHA:391376,Disease
Salivirus FHB full_polyprotein 1..2365,Pathogen
Congenital scar,Disease
Cerebral abscess,Disease
Minimal pigment oculocutaneous albinism type 1 ORPHA:352734,Disease
RESTING HEART RATE,Disease
Gastrointestinal Hemorrhage,Disease
Influenza A virus (A/Korea/426/1968(H2N2)) HA2 (gene: HA),Pathogen
Narcolepsy type 2 ORPHA:83465,Disease
Rectal Polyp,Disease
Spinal rigidity,Disease
Lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome ORPHA:478049,Disease
Jawad syndrome ORPHA:313795,Disease
Human adenovirus 1 DBP,Pathogen
Human papillomavirus type 153 E2 protein (gene: E2),Pathogen
Keratitis,Disease
Mutilating hereditary sensory neuropathy with spastic paraplegia ORPHA:139578,Disease
Boomerang dysplasia ORPHA:1263,Disease
Lymphocytic Leukemia,Disease
Crimean-Congo hemorrhagic fever virus full_polyprotein 1..3945 (gene: RdRp),Pathogen
Germ Cell Cancer,Disease
Conjunctival Telangiectasis,Disease
Curvature of spine,Disease
Human adenovirus 52 IVa2 (gene: IVa2),Pathogen
Situs inversus totalis ORPHA:101063,Disease
Squamous cell carcinoma of vulva,Disease
CLN10 disease ORPHA:228337,Disease
Photophobia,Disease
Long philtrum,Disease
hearing impairment,Disease
Cowpox virus CPXV190 protein (gene: CPXV190 CDS),Pathogen
Thanatophoric dysplasia type 1 ORPHA:1860,Disease
Premature coronary artery disease,Disease
NOLC1,Gene
Lymphoblastic leukemia in children,Disease
Contact hypersensitivity,Disease
Lymphoma AIDS-Related,Disease
Phototoxicity,Disease
Gelatinous drop-like corneal dystrophy ORPHA:98957,Disease
GPR137C,Gene
Hydrolethalus ORPHA:2189,Disease
Norovirus Hu/Norwalk/10179/2009/VNM protein p48 (gene: POL),Pathogen
Miscarriage,Disease
Desmoplastic,Disease
Angiocentric glioma ORPHA:251671,Disease
Clubbing,Disease
Mammary Tumorigenesis,Disease
Intestinal Volvulus,Disease
Dyssegmental dysplasia Silverman-Handmaker type ORPHA:1865,Disease
Norovirus Hu/GII.4/NIHIC17.6/2012/USA capsid protein VP1 (gene: VP1),Pathogen
Hurler-Scheie syndrome ORPHA:93476,Disease
Ulcerative Colitis,Disease
Temperature-sensitive oculocutaneous albinism type 1 ORPHA:352737,Disease
Adult Rickets,Disease
Intracranial Arteriovenous Malformation,Disease
Common acute lymphoblastic leukemia,Disease
Human immunodeficiency virus type 2 [HIV-2] infection in conditions classified elsewhere and of unspecified site,Disease
Human papillomavirus type 92 E2,Pathogen
Mosaic variegated aneuploidy syndrome ORPHA:1052,Disease
Pouchitis,Disease
Norovirus GII/Hu/TW/2012/GII.Pe_GII.4_Sydney2012/Taipei/105 full_polyprotein 1..1699,Pathogen
Ulnar deviation of the fingers,Disease
Malignant Head and Neck Neoplasm,Disease
Familial primary gastric lymphoma,Disease
Papillary Cystadenoma Of The Epididymis,Disease
Familial isolated arrhythmogenic ventricular dysplasia biventricular form ORPHA:293899,Disease
Anemia severe,Disease
Hamartoma Syndrome Multiple,Disease
Steatohepatitis,Disease
Norovirus Hu/GII.4/JB-15/KOR/2008 full_polyprotein 1..1699,Pathogen
NON RARE IN EUROPE: Isolated keratoconus ORPHA:2335,Disease
Human alphaherpesvirus 2 tegument serine/threonine protein kinase (gene: UL13),Pathogen
Lordsdale virus capsid protein (gene: orf2),Pathogen
Banna virus strain JKT-6423 vp12,Pathogen
CPEB4,Gene
Human herpesvirus 3 strain Dumas nuclear matrix protein,Pathogen
Prominent joints,Disease
Carcinoma Transitional Cell,Disease
Split foot,Disease
Vascular anomaly,Disease
Immunodeficiency with factor H anomaly ORPHA:200421,Disease
Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,Disease
Autoimmune Lymphoproliferative Disorder,Disease
Arsenic Induced Polyneuropathy,Disease
Palmoplantar keratoderma-deafness syndrome ORPHA:2202,Disease
FRMD8,Gene
P3H2,Gene
ABeta amyloidosis Dutch type ORPHA:100006,Disease
Charcot-Marie-Tooth disease type 2S ORPHA:443073,Disease
Pyle disease ORPHA:3005,Disease
Prominent globes,Disease
POLYDACTYLY POSTAXIAL,Disease
Hypercholesterolemia Familial,Disease
Keipert syndrome ORPHA:2662,Disease
Mild hemophilia A ORPHA:169808,Disease
Spinocerebellar ataxia type 4 ORPHA:98765,Disease
Hypochondroplasia (disorder),Disease
Microphthalmos,Disease
Gastrointestinal mucositis,Disease
Classic maple syrup urine disease ORPHA:268145,Disease
Influenza A virus (A/California/04/2009(H1N1)) HA2 (gene: HA),Pathogen
Febrile Convulsions,Disease
Ectromelia virus ERPV RNA polymerase 30 subunit,Pathogen
Limbic Encephalitis,Disease
Norovirus Hu/Norwalk/10285/2010/VNM capsid protein VP1 (gene: VP1),Pathogen
Alopecia-intellectual disability syndrome ORPHA:2850,Disease
Cercopithecine betaherpesvirus 5 large tegument protein (gene: UL48),Pathogen
Physical Activity Measurement,Disease
Anteverted nostril,Disease
Viral meningitis,Disease
Influenza A virus (A/Northern Territory/60/1968(H3N2)) polymerase PB1 (gene: PB1),Pathogen
Blindness,Disease
Oculocutaneous albinism type 1B ORPHA:79434,Disease
Suffering Physical,Disease
Cleft palate with cleft lip,Disease
Ankyloglossia,Disease
Human rhinovirus A88 1D (VP1),Pathogen
Lung Cancer,Disease
Lip and Oral Cavity Carcinoma,Disease
Gallbladder Carcinoma,Disease
Hypercalcemia,Disease
Radial ray hypoplasia,Disease
Keppen-Lubinsky syndrome ORPHA:435628,Disease
Horseshoe Kidney,Disease
Cernunnos-XLF deficiency ORPHA:169079,Disease
Vaccinia virus Ankara CP77 host range protein f4,Pathogen
Nevus comedonicus syndrome ORPHA:64754,Disease
Congenital hereditary facial paralysis-variable hearing loss syndrome ORPHA:306530,Disease
Pfaundler-Hurler Syndrome,Disease
Dysarthria,Disease
Familial (FPAH),Disease
Dopa-responsive dystonia due to sepiapterin reductase deficiency ORPHA:70594,Disease
Molluscoid pseudotumors,Disease
Autosomal recessive intermediate Charcot-Marie-Tooth disease type C ORPHA:369867,Disease
Isolated scaphocephaly ORPHA:35093,Disease
Dryness of eye,Disease
Reston ebolavirus - Reston virion spike glycoprotein precursor (gene: GP),Pathogen
Osteoporosis with pseudoglioma,Disease
Frontometaphyseal dysplasia ORPHA:1826,Disease
Femoral bowing,Disease
Medullomyoblastoma,Disease
NON RARE IN EUROPE: Hemochromatosis type 1 ORPHA:139498,Disease
Angioimmunoblastic Lymphadenopathy,Disease
Polymyositis,Disease
Childhood-onset basal ganglia degeneration syndrome ORPHA:497906,Disease
Norovirus Hu/GII-4/CGMH17/2007/TW full_polyprotein 1..1699,Pathogen
Human adenovirus 54 17.6 kDa protein,Pathogen
Autosomal recessive spastic paraplegia type 9B ORPHA:447760,Disease
Amyloidosis,Disease
Pleural Diseases,Disease
Human enterovirus C118 3D,Pathogen
Acromesomelic dysplasia Grebe type ORPHA:2098,Disease
Metachromatic leukodystrophy juvenile form ORPHA:309263,Disease
SLC22A18,Gene
Norovirus Hu/Norwalk/10235/2009/VNM protein p48 (gene: POL),Pathogen
Human adenovirus 63 CR1 beta protein (gene: E3),Pathogen
Metaphyseal sclerosis,Disease
KI polyomavirus large T antigen,Pathogen
Oxoglutaric aciduria ORPHA:31,Disease
Craniofacial dysostosis type 1,Disease
TMSB15A,Gene
Human papillomavirus 141 regulatory protein (gene: E2),Pathogen
Brachydactyly-syndactyly Zhao type ORPHA:93409,Disease
Norovirus Hu/GII-4/CGMH13/2007/TW full_polyprotein 1..1699,Pathogen
SARS coronavirus Tor2 nucleocapsid protein,Pathogen
Norovirus Hu/GII-4/CGMH06/2006/TW major viral capsid protein,Pathogen
Laryngo-onycho-cutaneous syndrome ORPHA:2407,Disease
Neurofibrillary degeneration (morphologic abnormality),Disease
Acute Promyelocytic Leukemia,Disease
Allergic asthma,Disease
Hypertensive heart disease,Disease
Thymic Carcinoma,Disease
Iron Overload,Disease
Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome ORPHA:423454,Disease
Prominent antihelix,Disease
Pituitary Diseases,Disease
Duchenne muscular dystrophy ORPHA:98896,Disease
Parasitic infection,Disease
Human gammaherpesvirus 4 hypothetical BALF1 protein (gene: BALF1),Pathogen
Rhinovirus B14 3D,Pathogen
Severe Combined Immunodeficiency Disease,Disease
Obesity due to leptin receptor gene deficiency ORPHA:179494,Disease
Cutaneous hypersensitivity,Disease
NDE1-related microhydranencephaly ORPHA:443162,Disease
Spinocerebellar ataxia type 29 ORPHA:208513,Disease
Spondyloepiphyseal dysplasia congenita ORPHA:94068,Disease
Yaba-like disease virus 35L protein (gene: 35L),Pathogen
Cerebral Infarction,Disease
Acid reflux,Disease
Human TMEV-like cardiovirus capsid protein VP1,Pathogen
Human papillomavirus type 18 E2 protein (gene: E2),Pathogen
Rheumatic Heart Disease,Disease
Petit mal status,Disease
Keratolytic winter erythema ORPHA:50943,Disease
Ovarian Cancer,Disease
Cold-induced sweating syndrome ORPHA:157820,Disease
Neonatal intrahepatic cholestasis due to citrin deficiency ORPHA:247598,Disease
Spondylometaphyseal dysplasia Schmidt type ORPHA:93316,Disease
Osteitis Deformans,Disease
Cenani-Lenz syndrome ORPHA:3258,Disease
Protruding eyes,Disease
Pain Splitting,Disease
Human parechovirus RNA-dependent RNA polymerase 3D (gene: polyprotein),Pathogen
Cowpox virus CPXV048 (gene: CPXV048 CDS),Pathogen
Colonic Polyps,Disease
Ataxia Spinocerebellar,Disease
Norovirus Hu/GII-4/CGMH09/2006/TW major viral capsid protein (gene: VP1),Pathogen
Large nose,Disease
Human alphaherpesvirus 1 serine/threonine protein kinase US3 (gene: US3),Pathogen
Abnormality of metabolism/homeostasis,Disease
Norovirus Hu/GII/10037/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Silent pituitary adenoma ORPHA:314786,Disease
De novo thrombotic microangiopathy after kidney transplantation ORPHA:244275,Disease
Human adenovirus 64 E3 48.9 kDa protein,Pathogen
Systemic Scleroderma,Disease
CNTNAP2,Gene
Vaccinia virus Ankara 65.4k Ankyrin repeat protein,Pathogen
Human parainfluenza virus 1 strain Washington/1964 C protein (gene: C),Pathogen
Malignant neoplasm of kidney,Disease
Large forehead,Disease
Lipodystrophy,Disease
Desminopathy ORPHA:98909,Disease
Septicemia,Disease
Human papillomavirus 134 E2 (gene: E2),Pathogen
NEU1,Gene
Cerebellar ataxia Cayman type ORPHA:94122,Disease
Mucopolysaccharidosis type 7 ORPHA:584,Disease
Meckel syndrome ORPHA:564,Disease
Mitral Valve Prolapse,Disease
COL4A1-related familial vascular leukoencephalopathy ORPHA:36383,Disease
Conjugated hyperbilirubinemia,Disease
Shwachman-Diamond syndrome ORPHA:811,Disease
Lens Opacities,Disease
Norovirus Hu/Norwalk/10173/2009/VNM protein p48 (gene: POL),Pathogen
CLN4B disease ORPHA:228343,Disease
Atypical polypoid adenomyoma,Disease
Autosomal recessive proximal renal tubular acidosis ORPHA:93607,Disease
Fragile skin,Disease
Exfoliation Syndrome,Disease
Fetal Death,Disease
Norovirus GI/Hu/JP/2007/GI.P8_GI.8/Nagoya/KY531 full_polyprotein 1..1799,Pathogen
Dermatitis Atopic,Disease
Hemoglobin low,Disease
Combined immunodeficiency due to ZAP70 deficiency ORPHA:911,Disease
Krukenberg Tumor,Disease
Hyperglycemia,Disease
Rubella,Disease
Familial thoracic aortic aneurysm and aortic dissection ORPHA:91387,Disease
GPNMB,Gene
Agenesis,Disease
Aggressive natural killer-cell leukemia,Disease
Vulvar Lichen Sclerosus,Disease
NON RARE IN EUROPE: Patent arterial duct ORPHA:706,Disease
Hyperplastic Polyp,Disease
Norovirus Hu/GII.4/NIHIC1.16/2012/USA protein p48 (gene: POL),Pathogen
Periorbital edema,Disease
Primary sclerosing cholangitis ORPHA:171,Disease
MUC1-related autosomal dominant tubulointerstitial kidney disease ORPHA:88949,Disease
Esophageal atresia with or without tracheoesophageal fistula,Disease
Spectrin-associated autosomal recessive cerebellar ataxia ORPHA:352403,Disease
Choroid Plexus Carcinoma,Disease
Late-onset junctional epidermolysis bullosa ORPHA:79406,Disease
H2AX,Gene
Cerebral Atrophy,Disease
Epilepsy Generalized,Disease
Autosomal dominant primary microcephaly ORPHA:2514,Disease
Insulin-resistance syndrome type A ORPHA:2297,Disease
Cerebral Amyloid Angiopathy Hereditary,Disease
Aortic Aneurysm Thoracic,Disease
Squamous cell carcinoma of tongue,Disease
Monkeypox virus Zaire-96-I-16 ankyrin-like protein (gene: D9L),Pathogen
Multiple benign circumferential skin creases on limbs ORPHA:2505,Disease
ALKBH6,Gene
Intermediate Grade Ductal Breast Carcinoma In Situ,Disease
Malonic aciduria ORPHA:943,Disease
Subcutaneous nodule,Disease
Proteinuria,Disease
Ankylosing spondylitis,Disease
Meningioma ORPHA:2495,Disease
Birdshot chorioretinopathy ORPHA:179,Disease
Ondine syndrome ORPHA:661,Disease
Involutional paraphrenia,Disease
HBV recombinant B/C HBc protein (gene: C),Pathogen
Chordoma,Disease
APOBEC3B,Gene
Ichthyosis-hypotrichosis syndrome ORPHA:91132,Disease
Embryonal Carcinoma,Disease
Congenital Malrotation Of Intestine,Disease
Yaba monkey tumor virus 142R,Pathogen
Anaplastic thyroid carcinoma,Disease
Tay-Sachs disease B variant infantile form ORPHA:309178,Disease
Hepatitis C virus subtype 4a full_polyprotein 1..3008 (gene: HCV G4),Pathogen
GM1 gangliosidosis type 1 ORPHA:79255,Disease
M5b Acute differentiated monocytic leukemia,Disease
Secondary malignant neoplasm of axilla,Disease
Pleural effusion disorder,Disease
Monkeypox virus profilin-like protein,Pathogen
Acute Confusional Senile Dementia,Disease
Splenic Marginal Zone B-Cell Lymphoma,Disease
Human adenovirus 31 cr1 beta protein (gene: E3 cr1 beta),Pathogen
TLR6,Gene
X-linked intellectual disability Najm type ORPHA:163937,Disease
Tactile Allodynia,Disease
Echovirus E20 VP1,Pathogen
Congenital Microcephaly,Disease
Norovirus Hu/Norwalk/10054/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Combined immunodeficiency due to Moesin deficiency ORPHA:504530,Disease
Neoplasms Intracranial,Disease
RPSAP52,Gene
Renal cyst,Disease
Juvenile-Onset Still Disease,Disease
Urologic Neoplasms,Disease
Norovirus Hu/GII.4/Jiangsu1/2011/CHN full_polyprotein 1..1699,Pathogen
Gardner Syndrome,Disease
Human papillomavirus type 62 putative regulatory protein E2 (gene: E2),Pathogen
Cutaneous Fibrous Histiocytoma,Disease
Human mastadenovirus D single-stranded DNA-binding protein (gene: E2A),Pathogen
Disseminated neuroblastoma,Disease
Microcalcification,Disease
Anorexia,Disease
Pre B-cell acute lymphoblastic leukemia,Disease
Iron-Refractory Iron Deficiency Anemia,Disease
Echovirus E25 VP1,Pathogen
Human adenovirus 46 423R,Pathogen
Secondary Parkinson Disease,Disease
McCune-Albright syndrome ORPHA:562,Disease
Butterfly-shaped pigment dystrophy ORPHA:99001,Disease
Hypothyroidism,Disease
Hypertrophy of nose,Disease
46XY complete gonadal dysgenesis ORPHA:242,Disease
Norwalk-like virus full_polyprotein 1..1697,Pathogen
Adrenocortical Carcinoma,Disease
Heterochromia iridis,Disease
Koolen-De Vries syndrome due to a point mutation ORPHA:363965,Disease
Norovirus Hu/GII.4/NIHIC1.13/2012/USA protein p48 (gene: POL),Pathogen
Hot water reflex epilepsy ORPHA:166412,Disease
Monocytopenia with susceptibility to infections ORPHA:228423,Disease
Craniofacial Abnormalities,Disease
Multiple Chronic Conditions,Disease
Hydronephrosis,Disease
Trichohepatoenteric Syndrome,Disease
Liver Cirrhosis Experimental,Disease
Adult Hepatocellular Carcinoma,Disease
Spinocerebellar ataxia type 6 ORPHA:98758,Disease
Perry syndrome ORPHA:178509,Disease
Non-medullary thyroid carcinoma,Disease
Human adenovirus Chiba_E086/2012 Orf1 (gene: E4),Pathogen
Drug abuse,Disease
Intrahepatic Cholestasis,Disease
Norovirus Hu/Norwalk/20093/2009/VNM protein p48 (gene: POL),Pathogen
Apraxia Verbal,Disease
Pulmonary Stenosis,Disease
Synovial Sarcoma,Disease
Chronic mucocutaneous candidiasis ORPHA:1334,Disease
Cerebellar Atrophy,Disease
Generalized pustular psoriasis ORPHA:247353,Disease
Post MI,Disease
Human rhinovirus A77 1D,Pathogen
Tetraamelia-multiple malformations syndrome ORPHA:3301,Disease
Human herpesvirus 3 strain Dumas helicase,Pathogen
Infant Premature,Disease
Human papillomavirus type 112 E2 protein (gene: E2),Pathogen
Familial Mediterranean Fever,Disease
Teratocarcinoma,Disease
Norovirus GII/Hu/JP/2012/GII.Pe_GII.4_Sydney2012/Fukuyama/5 VP1 (gene: VP1),Pathogen
Bell Palsy,Disease
Smith-Lemli-Opitz Syndrome,Disease
Cachexia,Disease
Absence Seizures,Disease
Reticulocyte count (procedure),Disease
Nephrogenic syndrome of inappropriate antidiuresis ORPHA:93606,Disease
Hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia ORPHA:313808,Disease
Norovirus Hu/GII-4/CGMH08/2006/TW major viral capsid protein (gene: VP1),Pathogen
Spastic paraplegia-severe developmental delay-epilepsy syndrome ORPHA:464282,Disease
Cercopithecine betaherpesvirus 5 regulatory protein IE2 (gene: UL122),Pathogen
Low density lipoprotein cholesterol measurement,Disease
Pseudopseudohypoparathyroidism ORPHA:79445,Disease
Asbestosis,Disease
Microcornea-myopic chorioretinal atrophy-telecanthus syndrome ORPHA:369970,Disease
Ectromelia virus ERPV hemagglutinin,Pathogen
Heritable Pulmonary Arterial Hypertension,Disease
Retinal defect,Disease
Ovarian Neoplasm,Disease
Adenocarcinoma Clear Cell,Disease
Seizures,Disease
SKAP1,Gene
Cowpox virus CPXV211 protein (gene: CPXV211 CDS),Pathogen
Brain Abscess,Disease
Neuropathy,Disease
Glutamate-cysteine ligase deficiency ORPHA:33574,Disease
Connective tissue disorder due to lysyl hydroxylase-3 deficiency ORPHA:300284,Disease
Autosomal recessive Charcot-Marie-Tooth disease with hoarseness ORPHA:101097,Disease
Steel syndrome ORPHA:438117,Disease
Hepatitis B Chronic,Disease
Congenital localized absence of skin,Disease
Variola virus hypothetical protein (gene: B1R),Pathogen
Congenital contractural arachnodactyly ORPHA:115,Disease
Paget Disease,Disease
Venous Insufficiency,Disease
Norovirus Hu/GII.4/Caringbah/NSW409G/2011/AU VP1,Pathogen
Disproportionate short-limb short stature,Disease
Hypotrophic malar bone,Disease
Caffey disease ORPHA:1310,Disease
Kidney Neoplasm,Disease
Autosomal dominant Charcot-Marie-Tooth disease type 2D ORPHA:99938,Disease
Adiponectin Measurement,Disease
Typical nemaline myopathy ORPHA:171436,Disease
Class I glucose-6-phosphate dehydrogenase deficiency ORPHA:466026,Disease
Branchiootic syndrome ORPHA:52429,Disease
Autosomal recessive spastic paraplegia type 35 ORPHA:171629,Disease
Multiple Sclerosis,Disease
Dolichocephaly,Disease
Elbow Flexion Contracture,Disease
Addison's disease due to autoimmunity,Disease
Human rhinovirus A34 1D,Pathogen
Human rhinovirus A55 1B (VP2),Pathogen
Juvenile nephronophthisis ORPHA:93592,Disease
TNFSF9,Gene
Squamous cell carcinoma,Disease
T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency ORPHA:169154,Disease
Alopecia universalis ORPHA:701,Disease
3M syndrome ORPHA:2616,Disease
Adrenal incidentaloma,Disease
Dementia,Disease
Peripheral Vascular Diseases,Disease
Vaccinia virus IFN-alpha/beta-receptor-like secreted glycoprotein (gene: B19R),Pathogen
Phocomelia Schinzel type ORPHA:2879,Disease
Norovirus GII/Hu/HKG/2013/GII.4/CUHK-NS-141 ORF1,Pathogen
Diagnosis Psychiatric,Disease
Carnitine-acylcarnitine translocase deficiency ORPHA:159,Disease
Echovirus E3 VP1,Pathogen
Ring dermoid of cornea ORPHA:91481,Disease
Confusion,Disease
Ectopic Kidney,Disease
Infantile nephronophthisis ORPHA:93591,Disease
Alkhumra hemorrhagic fever virus non-structural protein NS3,Pathogen
Titi monkey adenovirus ECC-2011 DBP,Pathogen
Childhood Pre-B Acute Lymphoblastic Leukemia,Disease
Hyperhomocysteinemia,Disease
Norovirus Hu/Norwalk/20069/2009/VNM protein p48 (gene: POL),Pathogen
Periorbital swelling,Disease
PDE4D haploinsufficiency syndrome ORPHA:439822,Disease
Eastern equine encephalitis virus NS4,Pathogen
Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy ORPHA:136,Disease
Resting Tremor,Disease
Microlissencephaly,Disease
Acrodysostosis with multiple hormone resistance ORPHA:280651,Disease
Adenocarcinoma of ovary ORPHA:213504,Disease
Drug Use Disorders,Disease
Human papillomavirus 100 E2 protein (gene: E2),Pathogen
Fanconi Anemia,Disease
BNAR syndrome ORPHA:217266,Disease
Norovirus GII/Hu/JP/2000/GII.P12_GII.12/Saitama/KU16 full_polyprotein 1..1699,Pathogen
Atrial Septal Defects,Disease
Single transverse palmar crease,Disease
Malignant peripheral nerve sheath tumor ORPHA:3148,Disease
Psychomotor regression in infants,Disease
Autosomal dominant spastic ataxia type 1 ORPHA:251282,Disease
Stormorken-Sjaastad-Langslet syndrome ORPHA:3204,Disease
Merkel cell carcinoma,Disease
Mandibulofacial dysostosis with alopecia ORPHA:443995,Disease
Hydroa Vacciniforme,Disease
ABeta amyloidosis Arctic type ORPHA:324723,Disease
Nephropathic cystinosis,Disease
Monkeypox virus ser/thr kinase,Pathogen
Larsen syndrome ORPHA:503,Disease
Monkeypox virus Zaire-96-I-16 B2R (gene: B2R),Pathogen
Influenza A virus (A/Korea/426/1968(H2N2)) PB1 polymerase subunit (gene: PB1),Pathogen
Severe combined immunodeficiency due to CARMIL2 deficiency ORPHA:542301,Disease
LAMA5-related multisystemic syndrome ORPHA:521450,Disease
Norovirus Hu/Norwalk/20044/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Toeing-in,Disease
Human adenovirus 2 IVa2,Pathogen
B3GALT6-related spondylodysplastic Ehlers-Danlos syndrome ORPHA:536467,Disease
Hypoplasia of columella,Disease
Congenital factor V deficiency ORPHA:326,Disease
Cholesterol-ester transfer protein deficiency ORPHA:79506,Disease
Tachycardia Ventricular,Disease
Human rhinovirus A22 1D,Pathogen
Vaccinia virus Ankara apoptosis inhibitor,Pathogen
Mechanical Allodynia,Disease
Exophthalmos,Disease
Hartnup disease ORPHA:2116,Disease
Autoinflammatory syndrome with pyogenic bacterial infection and amylopectinosis ORPHA:329173,Disease
Abortion Tubal,Disease
Substance abuse problem,Disease
Hereditary retinoblastoma ORPHA:357027,Disease
Hemolytic anemia due to adenylate kinase deficiency ORPHA:86817,Disease
Cerebral atrophy,Disease
Experimental Hepatoma,Disease
Blue sclera,Disease
Malignant Bone Neoplasm,Disease
Metastatic malignant neoplasm to brain,Disease
FZD1,Gene
Influenza A virus (A/Northern Territory/60/1968(H3N2)) matrix protein 1 (gene: M1),Pathogen
Coxsackievirus A5 full_polyprotein 1..2191,Pathogen
Microcephaly-micromelia syndrome ORPHA:572768,Disease
Childhood Glioblastoma,Disease
Endometriosis of uterus,Disease
Junctional Epidermolysis Bullosa Gravis Of Herlitz,Disease
Neoplasm Metastasis,Disease
Hypogammaglobulinemia,Disease
Breast Carcinoma,Disease
Monkeypox virus Zaire-96-I-16 B1R (gene: B1R),Pathogen
Short stature,Disease
Mycoses,Disease
SCG2,Gene
T-cell large granular lymphocyte leukemia ORPHA:86872,Disease
Norovirus Hu/GII.4/HS288/2012/USA capsid protein VP1 (gene: VP1),Pathogen
Short stature-advanced bone age-early-onset osteoarthritis syndrome ORPHA:435804,Disease
Localized scleroderma,Disease
Hypertrophy of kidney,Disease
Glomerulosclerosis (disorder),Disease
Scaphocephaly,Disease
Isolated focal cortical dysplasia type Ia ORPHA:268973,Disease
Inherited Creutzfeldt-Jakob disease ORPHA:282166,Disease
Ventricular arrhythmia,Disease
GAPO syndrome ORPHA:2067,Disease
Amish nemaline myopathy ORPHA:98902,Disease
Amyotrophic lateral sclerosis ORPHA:803,Disease
Tuberculosis extrapulmonary,Disease
Pregnancy associated hypertension,Disease
Norovirus Hu/Norwalk/20010/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Post-Traumatic Osteoporosis,Disease
Inclusion-Body Disease,Disease
Uveal melanoma,Disease
Horsepox virus HSPV020e (ankyrin repeats),Pathogen
Hypoplasia of thumb,Disease
Multiple Endocrine Neoplasia,Disease
FAM43A,Gene
Norovirus Hu/GII-4/CGMH07/2006/TW full_polyprotein 1..1699,Pathogen
Norovirus Hu/GII-4/CGMH05/2006/TW full_polyprotein 1..1699,Pathogen
CIDEC-related familial partial lipodystrophy ORPHA:435651,Disease
Bulimia,Disease
Norovirus Hu/Norwalk/20047/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Hay fever,Disease
Acrodysostosis ORPHA:950,Disease
Variola virus hypothetical protein (gene: D9L),Pathogen
Infantile-onset ascending hereditary spastic paralysis ORPHA:293168,Disease
Classical-Like Ehlers-Danlos Syndrome,Disease
Hyperopia,Disease
Congenital bile acid synthesis defect type 3 ORPHA:79302,Disease
Familial atrial fibrillation ORPHA:334,Disease
Chronic Liver Failure,Disease
Giant Cell Glioblastoma,Disease
Traumatic injury,Disease
Human rhinovirus A11 full_polyprotein 1..2153,Pathogen
Human herpesvirus 4 type 2 BLLF1,Pathogen
Membranous glomerulonephritis,Disease
Saffold virus protein 2B*,Pathogen
Ductal Breast Carcinoma,Disease
Kuskokwim syndrome ORPHA:1149,Disease
Autosomal dominant neovascular inflammatory vitreoretinopathy ORPHA:329211,Disease
Hyperandrogenism,Disease
Clinodactyly of the 5th finger,Disease
Human rhinovirus A10 1D,Pathogen
Sanfilippo syndrome type C ORPHA:79271,Disease
Hereditary mixed polyposis syndrome ORPHA:157794,Disease
Abnormal form of the vertebral bodies,Disease
20p12.3 microdeletion syndrome ORPHA:261295,Disease
Vaccinia virus Ankara Kelch-like protein modulator of inflammation,Pathogen
Norovirus Hu/GII.2/HS255/2011/USA viral genome-linked protein (gene: POL),Pathogen
Human papillomavirus type 150 putative E2 product (gene: E2),Pathogen
Vaccinia virus hypothetical protein,Pathogen
Cutaneous Mastocytosis,Disease
Kidney damage,Disease
OGFR,Gene
Acute periodontitis,Disease
Hypoplasia Of Vagina,Disease
Increased sweating,Disease
Human papillomavirus 145 transforming protein (gene: E7),Pathogen
Isolated brachycephaly ORPHA:35099,Disease
Aortic aneurysm and dissection,Disease
Epistaxis,Disease
Deglutition Disorders,Disease
SLC26A7,Gene
Protein C antigen measurement,Disease
Norovirus Hu/Norwalk/10386/2010/VNM protein p48 (gene: POL),Pathogen
Klatskin Tumor,Disease
Human papillomavirus 117 E2,Pathogen
Bulbo-Spinal Atrophy X-Linked,Disease
Okihiro syndrome due to 20q13 microdeletion ORPHA:261638,Disease
Macacine alphaherpesvirus 1 helicase-primase helicase subunit (gene: UL5),Pathogen
Muscular dystrophy Selcen type ORPHA:199340,Disease
Peroxisome Biogenesis Disorder Complementation Group D,Disease
Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome ORPHA:137898,Disease
Aortic valve calcification,Disease
Osteopetrosis-hypogammaglobulinemia syndrome ORPHA:178389,Disease
OIP5,Gene
androgen independent prostate cancer,Disease
Malignant neoplasm of vulva,Disease
