Interactor A Genes,Interactor B Genes,Combined Score,Taxid interactor A,Taxid interactor B,Genes,Log2FoldChange,FoldChange,Regulation
CXCL8,CXCL2,0.982,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CXCL2,CXCL8,0.982,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CXCL5,CXCL2,0.998,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CXCL2,CCL5,0.999,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CXCL2,TNF,0.928,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CXCL2,CCL2,0.929,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CXCL2,CCL20,0.951,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CXCL2,CXCL11,0.999,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CXCL3,CXCL2,0.995,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CXCL3,CCL20,0.951,Homo sapiens,Homo sapiens,CXCL3,2.94988269379775,7.72686233109902,UpRegulated
CCL20,CXCL3,0.951,Homo sapiens,Homo sapiens,CXCL3,2.94988269379775,7.72686233109902,UpRegulated
CXCL3,CXCL5,0.999,Homo sapiens,Homo sapiens,CXCL3,2.94988269379775,7.72686233109902,UpRegulated
CXCL3,CXCL1,0.996,Homo sapiens,Homo sapiens,CXCL3,2.94988269379775,7.72686233109902,UpRegulated
CXCL2,CXCL3,0.995,Homo sapiens,Homo sapiens,CXCL3,2.94988269379775,7.72686233109902,UpRegulated
CXCL3,CXCL10,0.971,Homo sapiens,Homo sapiens,CXCL3,2.94988269379775,7.72686233109902,UpRegulated
CXCL3,CXCL11,0.966,Homo sapiens,Homo sapiens,CXCL3,2.94988269379775,7.72686233109902,UpRegulated
CXCL3,CXCL2,0.995,Homo sapiens,Homo sapiens,CXCL3,2.94988269379775,7.72686233109902,UpRegulated
CXCL1,CXCL3,0.996,Homo sapiens,Homo sapiens,CXCL3,2.94988269379775,7.72686233109902,UpRegulated
CXCL10,CXCL3,0.971,Homo sapiens,Homo sapiens,CXCL3,2.94988269379775,7.72686233109902,UpRegulated
CXCL5,CXCL3,0.999,Homo sapiens,Homo sapiens,CXCL3,2.94988269379775,7.72686233109902,UpRegulated
CXCL11,CXCL3,0.966,Homo sapiens,Homo sapiens,CXCL3,2.94988269379775,7.72686233109902,UpRegulated
CXCL2,CXCL5,0.998,Homo sapiens,Homo sapiens,CXCL5,2.91962297098245,7.56648351631896,UpRegulated
CXCL11,CXCL5,0.978,Homo sapiens,Homo sapiens,CXCL5,2.91962297098245,7.56648351631896,UpRegulated
CXCL5,CXCL11,0.978,Homo sapiens,Homo sapiens,CXCL5,2.91962297098245,7.56648351631896,UpRegulated
CXCL5,CXCL2,0.998,Homo sapiens,Homo sapiens,CXCL5,2.91962297098245,7.56648351631896,UpRegulated
CXCL5,CCL20,0.999,Homo sapiens,Homo sapiens,CXCL5,2.91962297098245,7.56648351631896,UpRegulated
CXCL5,CXCL10,0.974,Homo sapiens,Homo sapiens,CXCL5,2.91962297098245,7.56648351631896,UpRegulated
CXCL5,CXCL8,0.951,Homo sapiens,Homo sapiens,CXCL5,2.91962297098245,7.56648351631896,UpRegulated
CXCL8,CXCL5,0.951,Homo sapiens,Homo sapiens,CXCL5,2.91962297098245,7.56648351631896,UpRegulated
CXCL5,CCL5,0.924,Homo sapiens,Homo sapiens,CXCL5,2.91962297098245,7.56648351631896,UpRegulated
CXCL5,CXCL3,0.999,Homo sapiens,Homo sapiens,CXCL5,2.91962297098245,7.56648351631896,UpRegulated
CXCL3,CXCL5,0.999,Homo sapiens,Homo sapiens,CXCL5,2.91962297098245,7.56648351631896,UpRegulated
CCL5,CXCL5,0.924,Homo sapiens,Homo sapiens,CXCL5,2.91962297098245,7.56648351631896,UpRegulated
CCL20,CXCL5,0.999,Homo sapiens,Homo sapiens,CXCL5,2.91962297098245,7.56648351631896,UpRegulated
CXCL1,CXCL5,0.999,Homo sapiens,Homo sapiens,CXCL5,2.91962297098245,7.56648351631896,UpRegulated
CXCL10,CXCL5,0.974,Homo sapiens,Homo sapiens,CXCL5,2.91962297098245,7.56648351631896,UpRegulated
CXCL5,CXCL1,0.999,Homo sapiens,Homo sapiens,CXCL5,2.91962297098245,7.56648351631896,UpRegulated
CSF1,CSF3,0.933,Homo sapiens,Homo sapiens,CSF1,2.82996705515294,7.11057907294105,UpRegulated
CSF1,CSF2,0.964,Homo sapiens,Homo sapiens,CSF1,2.82996705515294,7.11057907294105,UpRegulated
CSF3,CSF1,0.933,Homo sapiens,Homo sapiens,CSF1,2.82996705515294,7.11057907294105,UpRegulated
CSF2,CSF1,0.964,Homo sapiens,Homo sapiens,CSF1,2.82996705515294,7.11057907294105,UpRegulated
CCL4,CXCL11,0.917,Homo sapiens,Homo sapiens,CXCL11,2.82128417103167,7.06791245807213,UpRegulated
CCL5,CXCL11,0.999,Homo sapiens,Homo sapiens,CXCL11,2.82128417103167,7.06791245807213,UpRegulated
CXCL10,CXCL11,0.999,Homo sapiens,Homo sapiens,CXCL11,2.82128417103167,7.06791245807213,UpRegulated
CXCL1,CXCL11,0.928,Homo sapiens,Homo sapiens,CXCL11,2.82128417103167,7.06791245807213,UpRegulated
CCL20,CXCL11,0.999,Homo sapiens,Homo sapiens,CXCL11,2.82128417103167,7.06791245807213,UpRegulated
CXCL11,CXCL2,0.999,Homo sapiens,Homo sapiens,CXCL11,2.82128417103167,7.06791245807213,UpRegulated
CXCL11,CCL5,0.999,Homo sapiens,Homo sapiens,CXCL11,2.82128417103167,7.06791245807213,UpRegulated
CXCL11,CCL20,0.999,Homo sapiens,Homo sapiens,CXCL11,2.82128417103167,7.06791245807213,UpRegulated
CXCL11,CXCL1,0.928,Homo sapiens,Homo sapiens,CXCL11,2.82128417103167,7.06791245807213,UpRegulated
CXCL11,CCL4,0.917,Homo sapiens,Homo sapiens,CXCL11,2.82128417103167,7.06791245807213,UpRegulated
CXCL2,CXCL11,0.999,Homo sapiens,Homo sapiens,CXCL11,2.82128417103167,7.06791245807213,UpRegulated
CXCL11,CXCL8,0.946,Homo sapiens,Homo sapiens,CXCL11,2.82128417103167,7.06791245807213,UpRegulated
CXCL3,CXCL11,0.966,Homo sapiens,Homo sapiens,CXCL11,2.82128417103167,7.06791245807213,UpRegulated
CXCL11,CXCL10,0.999,Homo sapiens,Homo sapiens,CXCL11,2.82128417103167,7.06791245807213,UpRegulated
CXCL5,CXCL11,0.978,Homo sapiens,Homo sapiens,CXCL11,2.82128417103167,7.06791245807213,UpRegulated
CXCL11,CXCL5,0.978,Homo sapiens,Homo sapiens,CXCL11,2.82128417103167,7.06791245807213,UpRegulated
CXCL11,CXCL3,0.966,Homo sapiens,Homo sapiens,CXCL11,2.82128417103167,7.06791245807213,UpRegulated
CXCL8,CXCL11,0.946,Homo sapiens,Homo sapiens,CXCL11,2.82128417103167,7.06791245807213,UpRegulated
CXCL1,CXCL2,0.996,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CCL5,CXCL1,0.958,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL1,CCL5,0.958,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL1,IL1A,0.962,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
IL1A,CXCL1,0.962,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL1,TNF,0.955,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL1,CCL4,0.941,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL1,CCL20,0.981,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL1,CXCL11,0.928,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CSF2,CXCL1,0.931,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL1,CXCL8,0.957,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL1,CXCL10,0.992,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL1,CSF2,0.931,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL1,CXCL5,0.999,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL1,CCL2,0.98,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL1,CXCL3,0.996,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL8,CXCL1,0.957,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CCL22,CXCL1,0.92,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL2,CXCL1,0.996,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL3,CXCL1,0.996,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL5,CXCL1,0.999,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
IL1B,CXCL1,0.978,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL1,IL1B,0.978,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL10,CXCL1,0.992,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CCL4,CXCL1,0.941,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL1,CX3CL1,0.939,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CX3CL1,CXCL1,0.939,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL11,CXCL1,0.928,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CCL2,CXCL1,0.98,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CSF3,CXCL1,0.966,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL1,CCL22,0.92,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CXCL1,CSF3,0.966,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
CCL20,CXCL1,0.981,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
TNF,CXCL1,0.955,Homo sapiens,Homo sapiens,CXCL1,2.80678584844439,6.99723938210739,UpRegulated
HSPA6,DNAJB1,0.984,Homo sapiens,Homo sapiens,HSPA6,-2.72298202801727,6.60236102046475,DownRegulated
DNAJB1,HSPA6,0.984,Homo sapiens,Homo sapiens,HSPA6,-2.72298202801727,6.60236102046475,DownRegulated
DNAJB4,HSPA6,0.947,Homo sapiens,Homo sapiens,HSPA6,-2.72298202801727,6.60236102046475,DownRegulated
HSPA1B,HSPA6,0.959,Homo sapiens,Homo sapiens,HSPA6,-2.72298202801727,6.60236102046475,DownRegulated
HSPA6,HSPA1B,0.959,Homo sapiens,Homo sapiens,HSPA6,-2.72298202801727,6.60236102046475,DownRegulated
HSPA6,DNAJB4,0.947,Homo sapiens,Homo sapiens,HSPA6,-2.72298202801727,6.60236102046475,DownRegulated
CYP1B1,CYP1A1,0.937,Homo sapiens,Homo sapiens,CYP1B1,2.60648585086941,6.09018414597829,UpRegulated
CYP1A1,CYP1B1,0.937,Homo sapiens,Homo sapiens,CYP1B1,2.60648585086941,6.09018414597829,UpRegulated
CCL20,CCL2,0.979,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CCL2,CCL5,0.999,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CCL2,CCL22,0.914,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CCL2,CSF3,0.93,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CCL2,ICAM1,0.928,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CCL2,CXCL2,0.929,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CCL2,CSF2,0.931,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CCL2,IL1A,0.934,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CCL2,CXCL10,0.965,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CXCL1,CCL2,0.98,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CCL2,IL1B,0.97,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CCL2,TNF,0.978,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CCL2,CCL20,0.979,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CCL2,CXCL1,0.98,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CCL2,CXCL8,0.999,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CSF3,CCL2,0.93,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CCL22,CCL2,0.914,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CXCL2,CCL2,0.929,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
TNF,CCL2,0.978,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CXCL8,CCL2,0.999,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CXCL10,CCL2,0.965,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
ICAM1,CCL2,0.928,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CCL5,CCL2,0.999,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
IL1A,CCL2,0.934,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
IL1B,CCL2,0.97,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
CSF2,CCL2,0.931,Homo sapiens,Homo sapiens,CCL2,2.54628042579618,5.84126333572391,UpRegulated
TNFAIP3,BIRC3,0.916,Homo sapiens,Homo sapiens,BIRC3,2.51056629770384,5.69843713762084,UpRegulated
TNF,BIRC3,0.964,Homo sapiens,Homo sapiens,BIRC3,2.51056629770384,5.69843713762084,UpRegulated
BIRC3,TNFAIP3,0.916,Homo sapiens,Homo sapiens,BIRC3,2.51056629770384,5.69843713762084,UpRegulated
BIRC3,TNF,0.964,Homo sapiens,Homo sapiens,BIRC3,2.51056629770384,5.69843713762084,UpRegulated
CCL22,CCL5,0.926,Homo sapiens,Homo sapiens,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CCL5,CCL22,0.926,Homo sapiens,Homo sapiens,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CCL22,CXCL8,0.901,Homo sapiens,Homo sapiens,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CCL22,CCL2,0.914,Homo sapiens,Homo sapiens,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CCL2,CCL22,0.914,Homo sapiens,Homo sapiens,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CXCL8,CCL22,0.901,Homo sapiens,Homo sapiens,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CCL22,CXCL1,0.92,Homo sapiens,Homo sapiens,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CCL22,CXCL10,0.959,Homo sapiens,Homo sapiens,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CXCL10,CCL22,0.959,Homo sapiens,Homo sapiens,CCL22,2.50832489515489,5.6895907948465,UpRegulated
CXCL1,CCL22,0.92,Homo sapiens,Homo sapiens,CCL22,2.50832489515489,5.6895907948465,UpRegulated
TNF,TNFAIP3,0.999,Homo sapiens,Homo sapiens,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,BIRC3,0.916,Homo sapiens,Homo sapiens,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
TNFAIP3,TNF,0.999,Homo sapiens,Homo sapiens,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
BIRC3,TNFAIP3,0.916,Homo sapiens,Homo sapiens,TNFAIP3,2.31160510592693,4.96435093940054,UpRegulated
FOS,MAFB,0.983,Homo sapiens,Homo sapiens,FOS,-1.84272770160375,3.58687557757967,DownRegulated
MAFB,FOS,0.983,Homo sapiens,Homo sapiens,FOS,-1.84272770160375,3.58687557757967,DownRegulated
CSF2,STAT5A,0.937,Homo sapiens,Homo sapiens,STAT5A,1.82304952145319,3.53828319313219,UpRegulated
STAT5A,CSF2,0.937,Homo sapiens,Homo sapiens,STAT5A,1.82304952145319,3.53828319313219,UpRegulated
SDC4,THBS1,0.977,Homo sapiens,Homo sapiens,THBS1,1.7764927668638,3.42592309653274,UpRegulated
ID1,THBS1,0.957,Homo sapiens,Homo sapiens,THBS1,1.7764927668638,3.42592309653274,UpRegulated
THBS1,ID1,0.957,Homo sapiens,Homo sapiens,THBS1,1.7764927668638,3.42592309653274,UpRegulated
THBS1,SDC4,0.977,Homo sapiens,Homo sapiens,THBS1,1.7764927668638,3.42592309653274,UpRegulated
CCL2,IL1B,0.97,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
IL1B,IL1A,0.999,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
IL1B,CXCL1,0.978,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
IL1B,CXCL2,0.968,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
IL1B,CXCL10,0.962,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
IL1B,CCL20,0.958,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
IL1B,CCL4,0.94,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
IL1B,CCL5,0.938,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
IL1B,ICAM1,0.912,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
IL1B,CCL2,0.97,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
IL1B,TNF,0.998,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
CSF2,IL1B,0.998,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
IL1B,CSF3,0.996,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
CXCL10,IL1B,0.962,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
IL1B,NFKBIA,0.945,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
CXCL8,IL1B,0.994,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
IL1A,IL1B,0.999,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
CSF3,IL1B,0.996,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
TNF,IL1B,0.998,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
IL1B,CXCL8,0.994,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
ICAM1,IL1B,0.912,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
NFKBIA,IL1B,0.945,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
CCL5,IL1B,0.938,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
CXCL1,IL1B,0.978,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
CXCL2,IL1B,0.968,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
IL1B,CSF2,0.998,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
CCL4,IL1B,0.94,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
CCL20,IL1B,0.958,Homo sapiens,Homo sapiens,IL1B,1.74670715733247,3.35591728489506,UpRegulated
CCL20,IL1B,0.958,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CCL20,CX3CL1,0.92,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CCL20,CCL4,0.94,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CCL20,TNF,0.931,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
IL1B,CCL20,0.958,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CCL20,CXCL2,0.951,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CCL20,CCL2,0.979,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CCL20,CXCL3,0.951,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CCL20,CXCL11,0.999,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CCL20,CXCL8,0.941,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CCL20,CXCL10,0.936,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CCL20,CCL5,0.999,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
TNF,CCL20,0.931,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CCL20,CXCL5,0.999,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CCL20,CXCL1,0.981,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CXCL1,CCL20,0.981,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CCL2,CCL20,0.979,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CX3CL1,CCL20,0.92,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CXCL8,CCL20,0.941,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CCL4,CCL20,0.94,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CCL5,CCL20,0.999,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CXCL11,CCL20,0.999,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CXCL10,CCL20,0.936,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CXCL2,CCL20,0.951,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CXCL3,CCL20,0.951,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
CXCL5,CCL20,0.999,Homo sapiens,Homo sapiens,CCL20,1.73411669246489,3.32675746757163,UpRegulated
ID1,THBS1,0.957,Homo sapiens,Homo sapiens,ID1,-1.69131120700481,3.22950086581108,DownRegulated
THBS1,ID1,0.957,Homo sapiens,Homo sapiens,ID1,-1.69131120700481,3.22950086581108,DownRegulated
CCL2,IL1A,0.934,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
CXCL2,IL1A,0.943,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
IL1A,TNF,0.994,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
IL1A,IL1B,0.999,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
CXCL8,IL1A,0.974,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
IL1A,CXCL8,0.974,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
IL1A,CSF2,0.997,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
IL1A,CXCL2,0.943,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
TNF,IL1A,0.994,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
IL1A,CXCL10,0.958,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
IL1B,IL1A,0.999,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
CXCL10,IL1A,0.958,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
IL1A,CCL4,0.921,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
IL1A,CCL5,0.9,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
IL1A,CCL2,0.934,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
IL1A,CSF3,0.991,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
IL1A,CXCL1,0.962,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
CXCL1,IL1A,0.962,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
CSF3,IL1A,0.991,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
CSF2,IL1A,0.997,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
CCL5,IL1A,0.9,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
CCL4,IL1A,0.921,Homo sapiens,Homo sapiens,IL1A,1.6784696096585,3.20088225851045,UpRegulated
TNF,ICAM1,0.944,Homo sapiens,Homo sapiens,ICAM1,1.66923465166507,3.18045825734968,UpRegulated
ICAM1,TNF,0.944,Homo sapiens,Homo sapiens,ICAM1,1.66923465166507,3.18045825734968,UpRegulated
ICAM1,CXCL8,0.943,Homo sapiens,Homo sapiens,ICAM1,1.66923465166507,3.18045825734968,UpRegulated
