#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CSF2	IL1A	9606.ENSP00000296871	9606.ENSP00000263339	0	0	0	0	0.523	0	0.400	0.992	0.997
CSF2	IL1B	9606.ENSP00000296871	9606.ENSP00000263341	0	0	0	0	0.310	0	0.400	0.996	0.998
CSF2	ICAM1	9606.ENSP00000296871	9606.ENSP00000264832	0	0	0	0	0.110	0	0	0.722	0.742
CSF2	CXCL3	9606.ENSP00000296871	9606.ENSP00000296026	0	0	0	0	0.196	0	0	0.678	0.730
CSF2	CXCL5	9606.ENSP00000296871	9606.ENSP00000296027	0	0	0	0	0.268	0	0	0.765	0.821
CSF2	TNFAIP3	9606.ENSP00000296871	9606.ENSP00000481570	0	0	0	0	0.149	0	0	0.358	0.430
CSF2	PLAU	9606.ENSP00000296871	9606.ENSP00000361850	0	0	0	0	0.148	0	0	0.376	0.446
CSF2	POTEF	9606.ENSP00000296871	9606.ENSP00000386786	0	0	0	0	0	0	0	0.543	0.543
CSF2	CXCL11	9606.ENSP00000296871	9606.ENSP00000306884	0	0	0	0	0.091	0	0	0.598	0.619
CSF2	FOS	9606.ENSP00000296871	9606.ENSP00000306245	0	0	0	0	0.098	0	0	0.658	0.678
CSF2	CD83	9606.ENSP00000296871	9606.ENSP00000368450	0	0	0	0	0.099	0	0	0.787	0.800
CSF2	CXCL2	9606.ENSP00000296871	9606.ENSP00000427279	0	0	0	0	0.204	0	0.400	0.660	0.823
CSF2	CCL20	9606.ENSP00000296871	9606.ENSP00000351671	0	0	0	0	0.291	0	0.400	0.717	0.869
CSF2	CXCL10	9606.ENSP00000296871	9606.ENSP00000305651	0	0	0	0	0.089	0	0.400	0.850	0.911
CSF2	CCL5	9606.ENSP00000296871	9606.ENSP00000474412	0	0	0	0	0.076	0	0.400	0.871	0.922
CSF2	CCL4	9606.ENSP00000296871	9606.ENSP00000482259	0	0	0	0	0.100	0	0.400	0.871	0.924
CSF2	CXCL1	9606.ENSP00000296871	9606.ENSP00000379110	0	0	0	0	0.184	0	0.400	0.870	0.931
CSF2	STAT5A	9606.ENSP00000296871	9606.ENSP00000341208	0	0	0	0	0.054	0	0.500	0.878	0.937
CSF2	CSF1	9606.ENSP00000296871	9606.ENSP00000327513	0	0	0	0	0.081	0	0	0.963	0.964
CSF2	TNF	9606.ENSP00000296871	9606.ENSP00000398698	0	0	0	0	0.369	0	0.400	0.929	0.970
CSF2	CXCL8	9606.ENSP00000296871	9606.ENSP00000306512	0	0	0	0	0.277	0	0.400	0.942	0.972
CSF3	CX3CL1	9606.ENSP00000225474	9606.ENSP00000006053	0	0	0	0	0.049	0	0	0.942	0.942
CSF3	NFKBIA	9606.ENSP00000225474	9606.ENSP00000216797	0	0	0	0	0.083	0.111	0	0.401	0.469
CSF3	CCL22	9606.ENSP00000225474	9606.ENSP00000219235	0	0	0	0	0.044	0	0.400	0.572	0.733
CSF3	FOS	9606.ENSP00000225474	9606.ENSP00000306245	0	0	0	0	0.087	0	0	0.387	0.416
CSF3	CXCL11	9606.ENSP00000225474	9606.ENSP00000306884	0	0	0	0	0.099	0	0	0.524	0.552
CSF3	NFKBIZ	9606.ENSP00000225474	9606.ENSP00000325663	0	0	0	0	0.133	0.111	0	0.469	0.555
CSF3	IL23A	9606.ENSP00000225474	9606.ENSP00000228534	0	0	0	0	0.064	0	0	0.562	0.572
CSF3	CXCL3	9606.ENSP00000225474	9606.ENSP00000296026	0	0	0	0	0.292	0	0	0.504	0.634
CSF3	STAT5A	9606.ENSP00000225474	9606.ENSP00000341208	0	0	0	0	0.045	0	0.500	0.511	0.746
CSF3	ICAM1	9606.ENSP00000225474	9606.ENSP00000264832	0	0	0.201	0	0.086	0	0	0.719	0.776
CSF3	LIF	9606.ENSP00000225474	9606.ENSP00000249075	0	0	0	0	0.220	0	0.400	0.588	0.790
CSF3	CCL20	9606.ENSP00000225474	9606.ENSP00000351671	0	0	0	0	0.217	0	0.400	0.607	0.799
CSF3	CXCL5	9606.ENSP00000225474	9606.ENSP00000296027	0	0	0	0	0.196	0	0	0.789	0.823
CSF3	CXCL2	9606.ENSP00000225474	9606.ENSP00000427279	0	0	0	0	0.222	0	0.400	0.797	0.897
CSF3	CXCL10	9606.ENSP00000225474	9606.ENSP00000305651	0	0	0	0	0.099	0	0.400	0.845	0.908
CSF3	CCL4	9606.ENSP00000225474	9606.ENSP00000482259	0	0	0	0	0.083	0	0.400	0.848	0.909
CSF3	CCL2	9606.ENSP00000225474	9606.ENSP00000225831	0	0	0	0	0.146	0	0.400	0.875	0.930
CSF3	CSF1	9606.ENSP00000225474	9606.ENSP00000327513	0	0	0	0	0.063	0	0	0.932	0.933
CSF3	CCL5	9606.ENSP00000225474	9606.ENSP00000474412	0	0	0	0	0.047	0	0.400	0.894	0.934
CSF3	TNF	9606.ENSP00000225474	9606.ENSP00000398698	0	0	0	0	0.167	0	0.400	0.907	0.949
CSF3	CXCL1	9606.ENSP00000225474	9606.ENSP00000379110	0	0	0	0	0.208	0	0.400	0.934	0.966
CSF3	CXCL8	9606.ENSP00000225474	9606.ENSP00000306512	0	0	0	0	0.201	0	0.400	0.945	0.971
CSF3	IL1A	9606.ENSP00000225474	9606.ENSP00000263339	0	0	0	0	0.255	0	0.400	0.983	0.991
CSF3	IL1B	9606.ENSP00000225474	9606.ENSP00000263341	0	0	0	0	0.239	0	0.400	0.993	0.996
CSF3	CSF2	9606.ENSP00000225474	9606.ENSP00000296871	0	0	0	0	0.400	0	0.400	0.998	0.999
CX3CL1	TNFAIP3	9606.ENSP00000006053	9606.ENSP00000481570	0	0	0	0	0.083	0	0	0.394	0.420
CX3CL1	CSF1	9606.ENSP00000006053	9606.ENSP00000327513	0	0	0	0	0.054	0	0	0.599	0.605
CX3CL1	ICAM1	9606.ENSP00000006053	9606.ENSP00000264832	0	0	0	0	0.113	0	0	0.703	0.725
CX3CL1	CXCL3	9606.ENSP00000006053	9606.ENSP00000296026	0	0	0	0	0.050	0	0.500	0.603	0.795
CX3CL1	CXCL2	9606.ENSP00000006053	9606.ENSP00000427279	0	0	0	0	0.067	0	0.500	0.603	0.798
CX3CL1	CXCL5	9606.ENSP00000006053	9606.ENSP00000296027	0	0	0	0	0	0	0.500	0.619	0.801
CX3CL1	TNF	9606.ENSP00000006053	9606.ENSP00000398698	0	0	0	0	0.075	0.065	0	0.803	0.814
CX3CL1	IL1A	9606.ENSP00000006053	9606.ENSP00000263339	0	0	0	0	0.042	0	0	0.829	0.829
CX3CL1	CCL2	9606.ENSP00000006053	9606.ENSP00000225831	0	0	0	0	0.096	0	0	0.821	0.831
CX3CL1	IL1B	9606.ENSP00000006053	9606.ENSP00000263341	0	0	0	0	0.049	0	0	0.838	0.839
CX3CL1	CXCL8	9606.ENSP00000006053	9606.ENSP00000306512	0	0	0	0	0.067	0	0.500	0.696	0.845
CX3CL1	CXCL11	9606.ENSP00000006053	9606.ENSP00000306884	0	0	0	0	0.099	0	0.500	0.714	0.859
CX3CL1	CCL22	9606.ENSP00000006053	9606.ENSP00000219235	0	0	0	0	0.057	0	0	0.876	0.878
CX3CL1	CCL4	9606.ENSP00000006053	9606.ENSP00000482259	0	0	0	0	0.062	0	0.500	0.812	0.904
CX3CL1	CCL20	9606.ENSP00000006053	9606.ENSP00000351671	0	0	0	0	0.060	0	0.500	0.844	0.920
CX3CL1	CXCL1	9606.ENSP00000006053	9606.ENSP00000379110	0	0	0	0	0.056	0	0.500	0.881	0.939
CX3CL1	CSF3	9606.ENSP00000006053	9606.ENSP00000225474	0	0	0	0	0.049	0	0	0.942	0.942
CX3CL1	CXCL10	9606.ENSP00000006053	9606.ENSP00000305651	0	0	0	0	0.145	0	0.500	0.890	0.948
CX3CL1	CSF2	9606.ENSP00000006053	9606.ENSP00000296871	0	0	0	0	0.106	0	0	0.950	0.953
CX3CL1	CCL5	9606.ENSP00000006053	9606.ENSP00000474412	0	0	0	0	0.073	0	0.500	0.942	0.971
CXCL1	CX3CL1	9606.ENSP00000379110	9606.ENSP00000006053	0	0	0	0	0.056	0	0.500	0.881	0.939
CXCL1	NFKBIA	9606.ENSP00000379110	9606.ENSP00000216797	0	0	0	0	0.228	0	0	0.583	0.665
CXCL1	CCL22	9606.ENSP00000379110	9606.ENSP00000219235	0	0	0	0	0.074	0	0.400	0.867	0.920
CXCL1	CSF3	9606.ENSP00000379110	9606.ENSP00000225474	0	0	0	0	0.208	0	0.400	0.934	0.966
CXCL1	CCL2	9606.ENSP00000379110	9606.ENSP00000225831	0	0	0	0	0.427	0	0.400	0.948	0.980
CXCL1	IL23A	9606.ENSP00000379110	9606.ENSP00000228534	0	0	0	0	0.110	0	0	0.480	0.517
CXCL1	IRF1	9606.ENSP00000379110	9606.ENSP00000245414	0	0	0	0	0.140	0	0	0.413	0.474
CXCL1	LIF	9606.ENSP00000379110	9606.ENSP00000249075	0	0	0	0	0.177	0	0.400	0.445	0.702
CXCL1	THBS1	9606.ENSP00000379110	9606.ENSP00000260356	0	0	0	0	0.108	0	0	0.578	0.607
CXCL1	IL1A	9606.ENSP00000379110	9606.ENSP00000263339	0	0	0	0	0.301	0	0.400	0.917	0.962
CXCL1	IL1B	9606.ENSP00000379110	9606.ENSP00000263341	0	0	0	0	0.557	0	0.400	0.926	0.978
CXCL1	BIRC3	9606.ENSP00000379110	9606.ENSP00000263464	0	0	0	0	0.220	0	0	0.325	0.451
CXCL1	ICAM1	9606.ENSP00000379110	9606.ENSP00000264832	0	0	0	0	0.304	0	0	0.787	0.845
CXCL1	CXCL3	9606.ENSP00000379110	9606.ENSP00000296026	0	0	0.051	0.978	0.770	0.610	0.900	0.687	0.996
CXCL1	CXCL5	9606.ENSP00000379110	9606.ENSP00000296027	0	0	0.073	0.904	0.416	0.994	0.400	0.736	0.999
CXCL1	CSF2	9606.ENSP00000379110	9606.ENSP00000296871	0	0	0	0	0.184	0	0.400	0.870	0.931
CXCL1	CXCL10	9606.ENSP00000379110	9606.ENSP00000305651	0	0	0	0	0.170	0	0.500	0.983	0.992
CXCL1	FOS	9606.ENSP00000379110	9606.ENSP00000306245	0	0	0	0	0.086	0	0	0.430	0.457
CXCL1	CXCL8	9606.ENSP00000379110	9606.ENSP00000306512	0	0	0	0.873	0.804	0	0.400	0.669	0.957
CXCL1	CXCL11	9606.ENSP00000379110	9606.ENSP00000306884	0	0	0	0	0.110	0	0.500	0.853	0.928
CXCL1	NFKBIZ	9606.ENSP00000379110	9606.ENSP00000325663	0	0	0	0	0.378	0	0	0.447	0.641
CXCL1	CSF1	9606.ENSP00000379110	9606.ENSP00000327513	0	0	0	0	0.103	0	0	0.682	0.703
CXCL1	CCL20	9606.ENSP00000379110	9606.ENSP00000351671	0	0	0	0	0.521	0	0.500	0.929	0.981
CXCL1	PLAU	9606.ENSP00000379110	9606.ENSP00000361850	0	0	0	0	0.186	0	0	0.398	0.489
CXCL1	SOD2	9606.ENSP00000379110	9606.ENSP00000446252	0	0	0	0	0.255	0	0	0.310	0.463
CXCL1	TNFAIP3	9606.ENSP00000379110	9606.ENSP00000481570	0	0	0	0	0.362	0	0	0.433	0.622
CXCL1	CCL4	9606.ENSP00000379110	9606.ENSP00000482259	0	0	0	0	0.133	0	0.500	0.875	0.941
CXCL1	TNF	9606.ENSP00000379110	9606.ENSP00000398698	0	0	0	0	0.223	0	0.400	0.911	0.955
CXCL1	CCL5	9606.ENSP00000379110	9606.ENSP00000474412	0	0	0	0	0.087	0	0.500	0.915	0.958
CXCL1	CXCL2	9606.ENSP00000379110	9606.ENSP00000427279	0	0	0.051	0.979	0.779	0.610	0.900	0.616	0.996
CXCL10	CX3CL1	9606.ENSP00000305651	9606.ENSP00000006053	0	0	0	0	0.145	0	0.500	0.890	0.948
CXCL10	NFKBIA	9606.ENSP00000305651	9606.ENSP00000216797	0	0	0	0	0.145	0	0	0.722	0.752
CXCL10	CCL22	9606.ENSP00000305651	9606.ENSP00000219235	0	0	0	0	0.195	0	0.400	0.923	0.959
CXCL10	CSF3	9606.ENSP00000305651	9606.ENSP00000225474	0	0	0	0	0.099	0	0.400	0.845	0.908
CXCL10	CCL2	9606.ENSP00000305651	9606.ENSP00000225831	0	0	0	0	0.373	0	0.400	0.915	0.965
CXCL10	IL23A	9606.ENSP00000305651	9606.ENSP00000228534	0	0	0	0	0.072	0	0	0.626	0.638
CXCL10	IRF1	9606.ENSP00000305651	9606.ENSP00000245414	0	0	0	0	0.457	0	0	0.780	0.875
CXCL10	LIF	9606.ENSP00000305651	9606.ENSP00000249075	0	0	0	0	0.047	0	0.400	0.446	0.655
CXCL10	IL1A	9606.ENSP00000305651	9606.ENSP00000263339	0	0	0	0	0.146	0	0.400	0.925	0.958
CXCL10	IL1B	9606.ENSP00000305651	9606.ENSP00000263341	0	0	0	0	0.229	0	0.400	0.925	0.962
CXCL10	ICAM1	9606.ENSP00000305651	9606.ENSP00000264832	0	0	0	0	0.257	0	0	0.817	0.858
CXCL10	CXCL3	9606.ENSP00000305651	9606.ENSP00000296026	0	0	0	0	0.156	0	0.500	0.938	0.971
CXCL10	CXCL5	9606.ENSP00000305651	9606.ENSP00000296027	0	0	0	0	0.104	0	0.500	0.947	0.974
CXCL10	CSF2	9606.ENSP00000305651	9606.ENSP00000296871	0	0	0	0	0.089	0	0.400	0.850	0.911
CXCL10	CFB	9606.ENSP00000305651	9606.ENSP00000416561	0	0	0	0	0.215	0	0	0.271	0.403
CXCL10	FOS	9606.ENSP00000305651	9606.ENSP00000306245	0	0	0	0	0.055	0	0	0.398	0.406
CXCL10	LTB	9606.ENSP00000305651	9606.ENSP00000410481	0	0	0	0	0.111	0	0	0.367	0.413
CXCL10	STAT5A	9606.ENSP00000305651	9606.ENSP00000341208	0	0	0	0	0.091	0	0	0.389	0.421
CXCL10	CD83	9606.ENSP00000305651	9606.ENSP00000368450	0	0	0	0	0.138	0	0	0.483	0.536
CXCL10	TNFAIP3	9606.ENSP00000305651	9606.ENSP00000481570	0	0	0	0	0.219	0	0	0.445	0.548
CXCL10	SDC4	9606.ENSP00000305651	9606.ENSP00000361818	0	0	0	0	0.058	0	0	0.678	0.684
CXCL10	CSF1	9606.ENSP00000305651	9606.ENSP00000327513	0	0	0	0	0.110	0	0	0.706	0.728
CXCL10	CCL20	9606.ENSP00000305651	9606.ENSP00000351671	0	0	0	0	0.159	0	0.500	0.860	0.936
CXCL10	CCL4	9606.ENSP00000305651	9606.ENSP00000482259	0	0	0	0	0.328	0	0.500	0.889	0.959
CXCL10	CXCL2	9606.ENSP00000305651	9606.ENSP00000427279	0	0	0	0	0.172	0	0.500	0.922	0.965
CXCL10	TNF	9606.ENSP00000305651	9606.ENSP00000398698	0	0	0	0	0.265	0	0.400	0.930	0.966
CXCL10	CXCL8	9606.ENSP00000305651	9606.ENSP00000306512	0	0	0	0	0.124	0	0.500	0.948	0.975
CXCL10	CXCL1	9606.ENSP00000305651	9606.ENSP00000379110	0	0	0	0	0.170	0	0.500	0.983	0.992
CXCL10	CCL5	9606.ENSP00000305651	9606.ENSP00000474412	0	0	0	0	0.362	0.994	0.500	0.950	0.999
CXCL10	CXCL11	9606.ENSP00000305651	9606.ENSP00000306884	0	0	0	0.811	0.824	0.994	0.900	0.467	0.999
CXCL11	CX3CL1	9606.ENSP00000306884	9606.ENSP00000006053	0	0	0	0	0.099	0	0.500	0.714	0.859
CXCL11	CCL22	9606.ENSP00000306884	9606.ENSP00000219235	0	0	0	0	0.189	0	0	0.686	0.735
CXCL11	CSF3	9606.ENSP00000306884	9606.ENSP00000225474	0	0	0	0	0.099	0	0	0.524	0.552
CXCL11	CCL2	9606.ENSP00000306884	9606.ENSP00000225831	0	0	0	0	0.257	0	0	0.736	0.796
CXCL11	IRF1	9606.ENSP00000306884	9606.ENSP00000245414	0	0	0	0	0.266	0	0	0.496	0.615
CXCL11	IL1A	9606.ENSP00000306884	9606.ENSP00000263339	0	0	0	0	0.108	0	0	0.588	0.617
CXCL11	IL1B	9606.ENSP00000306884	9606.ENSP00000263341	0	0	0	0	0.141	0	0	0.671	0.705
CXCL11	ICAM1	9606.ENSP00000306884	9606.ENSP00000264832	0	0	0	0	0.168	0	0	0.541	0.602
CXCL11	CXCL3	9606.ENSP00000306884	9606.ENSP00000296026	0	0	0	0	0.146	0	0.500	0.927	0.966
CXCL11	CXCL5	9606.ENSP00000306884	9606.ENSP00000296027	0	0	0	0	0.099	0	0.500	0.956	0.978
CXCL11	CSF2	9606.ENSP00000306884	9606.ENSP00000296871	0	0	0	0	0.091	0	0	0.598	0.619
CXCL11	CXCL10	9606.ENSP00000306884	9606.ENSP00000305651	0	0	0	0.811	0.824	0.994	0.900	0.467	0.999
CXCL11	CXCL8	9606.ENSP00000306884	9606.ENSP00000306512	0	0	0	0	0.083	0	0.500	0.893	0.946
CXCL11	CYP1A1	9606.ENSP00000306884	9606.ENSP00000378488	0	0	0	0	0.054	0	0	0.422	0.429
CXCL11	CSF1	9606.ENSP00000306884	9606.ENSP00000327513	0	0	0	0	0.088	0	0	0.482	0.508
CXCL11	TNF	9606.ENSP00000306884	9606.ENSP00000398698	0	0	0	0	0.143	0	0	0.670	0.705
CXCL11	CCL4	9606.ENSP00000306884	9606.ENSP00000482259	0	0	0	0	0.268	0	0.500	0.791	0.917
CXCL11	CXCL1	9606.ENSP00000306884	9606.ENSP00000379110	0	0	0	0	0.110	0	0.500	0.853	0.928
CXCL11	CCL20	9606.ENSP00000306884	9606.ENSP00000351671	0	0	0	0	0.100	0.994	0.500	0.720	0.999
CXCL11	CCL5	9606.ENSP00000306884	9606.ENSP00000474412	0	0	0	0	0.355	0.994	0.500	0.885	0.999
CXCL11	CXCL2	9606.ENSP00000306884	9606.ENSP00000427279	0	0	0	0	0.107	0.994	0.500	0.893	0.999
CXCL2	CX3CL1	9606.ENSP00000427279	9606.ENSP00000006053	0	0	0	0	0.067	0	0.500	0.603	0.798
CXCL2	NFKBIA	9606.ENSP00000427279	9606.ENSP00000216797	0	0	0	0	0.397	0	0	0.493	0.681
CXCL2	CCL22	9606.ENSP00000427279	9606.ENSP00000219235	0	0	0	0	0.067	0	0.400	0.751	0.849
CXCL2	CSF3	9606.ENSP00000427279	9606.ENSP00000225474	0	0	0	0	0.222	0	0.400	0.797	0.897
CXCL2	CCL2	9606.ENSP00000427279	9606.ENSP00000225831	0	0	0	0	0.451	0	0.400	0.803	0.929
CXCL2	IL23A	9606.ENSP00000427279	9606.ENSP00000228534	0	0	0	0	0.096	0	0	0.375	0.411
CXCL2	IRF1	9606.ENSP00000427279	9606.ENSP00000245414	0	0	0	0	0.167	0	0	0.376	0.459
CXCL2	LIF	9606.ENSP00000427279	9606.ENSP00000249075	0	0	0	0	0.139	0	0.400	0.279	0.595
CXCL2	IL1A	9606.ENSP00000427279	9606.ENSP00000263339	0	0	0	0	0.328	0	0.400	0.870	0.943
CXCL2	IL1B	9606.ENSP00000427279	9606.ENSP00000263341	0	0	0	0	0.522	0	0.400	0.898	0.968
CXCL2	BIRC3	9606.ENSP00000427279	9606.ENSP00000263464	0	0	0	0	0.255	0	0	0.308	0.463
CXCL2	ICAM1	9606.ENSP00000427279	9606.ENSP00000264832	0	0	0	0	0.303	0	0	0.593	0.704
CXCL2	CXCL3	9606.ENSP00000427279	9606.ENSP00000296026	0	0	0.051	0.979	0.781	0.610	0.900	0.555	0.995
CXCL2	CXCL5	9606.ENSP00000427279	9606.ENSP00000296027	0	0	0.074	0.895	0.275	0.994	0.400	0.441	0.998
CXCL2	CSF2	9606.ENSP00000427279	9606.ENSP00000296871	0	0	0	0	0.204	0	0.400	0.660	0.823
CXCL2	CXCL10	9606.ENSP00000427279	9606.ENSP00000305651	0	0	0	0	0.172	0	0.500	0.922	0.965
CXCL2	FOS	9606.ENSP00000427279	9606.ENSP00000306245	0	0	0	0	0.180	0	0	0.392	0.480
CXCL2	CXCL8	9606.ENSP00000427279	9606.ENSP00000306512	0	0	0.062	0.870	0.794	0	0.400	0.866	0.982
CXCL2	CXCL11	9606.ENSP00000427279	9606.ENSP00000306884	0	0	0	0	0.107	0.994	0.500	0.893	0.999
CXCL2	NFKBIZ	9606.ENSP00000427279	9606.ENSP00000325663	0	0	0	0	0.523	0	0	0.399	0.701
CXCL2	CSF1	9606.ENSP00000427279	9606.ENSP00000327513	0	0	0	0	0.099	0	0	0.693	0.711
CXCL2	CCL20	9606.ENSP00000427279	9606.ENSP00000351671	0	0	0	0	0.440	0	0.500	0.842	0.951
CXCL2	PLAU	9606.ENSP00000427279	9606.ENSP00000361850	0	0	0	0	0.126	0	0	0.553	0.593
CXCL2	CD83	9606.ENSP00000427279	9606.ENSP00000368450	0	0	0	0	0.246	0	0	0.269	0.425
CXCL2	CXCL1	9606.ENSP00000427279	9606.ENSP00000379110	0	0	0.051	0.979	0.779	0.610	0.900	0.616	0.996
CXCL2	TNF	9606.ENSP00000427279	9606.ENSP00000398698	0	0	0	0	0.292	0	0.400	0.844	0.928
CXCL2	SOD2	9606.ENSP00000427279	9606.ENSP00000446252	0	0	0	0	0.212	0	0	0.311	0.433
CXCL2	TNFAIP3	9606.ENSP00000427279	9606.ENSP00000481570	0	0	0	0	0.482	0	0	0.479	0.718
CXCL2	CCL4	9606.ENSP00000427279	9606.ENSP00000482259	0	0	0	0	0.164	0	0.500	0.723	0.874
CXCL2	CCL5	9606.ENSP00000427279	9606.ENSP00000474412	0	0	0	0	0.097	0.994	0.500	0.830	0.999
CXCL3	CX3CL1	9606.ENSP00000296026	9606.ENSP00000006053	0	0	0	0	0.050	0	0.500	0.603	0.795
CXCL3	NFKBIA	9606.ENSP00000296026	9606.ENSP00000216797	0	0	0	0	0.213	0	0	0.354	0.470
CXCL3	CCL22	9606.ENSP00000296026	9606.ENSP00000219235	0	0	0	0	0.069	0	0	0.704	0.713
CXCL3	CSF3	9606.ENSP00000296026	9606.ENSP00000225474	0	0	0	0	0.292	0	0	0.504	0.634
CXCL3	CCL2	9606.ENSP00000296026	9606.ENSP00000225831	0	0	0	0	0.383	0	0	0.776	0.856
CXCL3	THBS1	9606.ENSP00000296026	9606.ENSP00000260356	0	0	0	0	0.083	0	0	0.479	0.502
CXCL3	IL1A	9606.ENSP00000296026	9606.ENSP00000263339	0	0	0	0	0.289	0	0	0.820	0.866
CXCL3	IL1B	9606.ENSP00000296026	9606.ENSP00000263341	0	0	0	0	0.373	0	0	0.787	0.860
CXCL3	ICAM1	9606.ENSP00000296026	9606.ENSP00000264832	0	0	0	0	0.260	0	0	0.436	0.565
CXCL3	CSF1	9606.ENSP00000296026	9606.ENSP00000327513	0	0	0	0	0.091	0	0	0.374	0.407
CXCL3	NFKBIZ	9606.ENSP00000296026	9606.ENSP00000325663	0	0	0	0	0.369	0	0	0.326	0.557
CXCL3	TNFAIP3	9606.ENSP00000296026	9606.ENSP00000481570	0	0	0	0	0.360	0	0	0.399	0.599
CXCL3	TNF	9606.ENSP00000296026	9606.ENSP00000398698	0	0	0	0	0.235	0	0	0.605	0.685
CXCL3	CSF2	9606.ENSP00000296026	9606.ENSP00000296871	0	0	0	0	0.196	0	0	0.678	0.730
CXCL3	CCL5	9606.ENSP00000296026	9606.ENSP00000474412	0	0	0	0	0.092	0	0.500	0.618	0.811
CXCL3	CCL4	9606.ENSP00000296026	9606.ENSP00000482259	0	0	0	0	0.203	0	0.500	0.613	0.832
CXCL3	CXCL8	9606.ENSP00000296026	9606.ENSP00000306512	0	0	0	0.860	0.652	0	0.400	0.540	0.895
CXCL3	CCL20	9606.ENSP00000296026	9606.ENSP00000351671	0	0	0	0	0.546	0	0.500	0.802	0.951
CXCL3	CXCL11	9606.ENSP00000296026	9606.ENSP00000306884	0	0	0	0	0.146	0	0.500	0.927	0.966
CXCL3	CXCL10	9606.ENSP00000296026	9606.ENSP00000305651	0	0	0	0	0.156	0	0.500	0.938	0.971
CXCL3	CXCL2	9606.ENSP00000296026	9606.ENSP00000427279	0	0	0.051	0.979	0.781	0.610	0.900	0.555	0.995
CXCL3	CXCL1	9606.ENSP00000296026	9606.ENSP00000379110	0	0	0.051	0.978	0.770	0.610	0.900	0.687	0.996
CXCL3	CXCL5	9606.ENSP00000296026	9606.ENSP00000296027	0	0	0.075	0.899	0.368	0.994	0.400	0.744	0.999
CXCL5	CX3CL1	9606.ENSP00000296027	9606.ENSP00000006053	0	0	0	0	0	0	0.500	0.619	0.801
CXCL5	NFKBIA	9606.ENSP00000296027	9606.ENSP00000216797	0	0	0	0	0.105	0	0	0.378	0.420
CXCL5	CCL22	9606.ENSP00000296027	9606.ENSP00000219235	0	0	0	0	0.085	0	0	0.868	0.874
CXCL5	CSF3	9606.ENSP00000296027	9606.ENSP00000225474	0	0	0	0	0.196	0	0	0.789	0.823
CXCL5	CCL2	9606.ENSP00000296027	9606.ENSP00000225831	0	0	0	0	0.494	0	0	0.794	0.891
CXCL5	THBS1	9606.ENSP00000296027	9606.ENSP00000260356	0	0	0	0	0.083	0	0	0.580	0.598
CXCL5	IL1A	9606.ENSP00000296027	9606.ENSP00000263339	0	0	0	0	0.194	0	0	0.780	0.815
CXCL5	IL1B	9606.ENSP00000296027	9606.ENSP00000263341	0	0	0	0	0.198	0	0	0.726	0.771
CXCL5	ICAM1	9606.ENSP00000296027	9606.ENSP00000264832	0	0	0	0	0.126	0	0	0.652	0.683
CXCL5	CXCL3	9606.ENSP00000296027	9606.ENSP00000296026	0	0	0.075	0.899	0.368	0.994	0.400	0.744	0.999
CXCL5	FOS	9606.ENSP00000296027	9606.ENSP00000306245	0	0	0	0	0.301	0	0	0.250	0.453
CXCL5	CSF1	9606.ENSP00000296027	9606.ENSP00000327513	0	0	0	0	0.087	0	0	0.581	0.601
CXCL5	TNF	9606.ENSP00000296027	9606.ENSP00000398698	0	0	0	0	0.146	0	0	0.683	0.717
CXCL5	CSF2	9606.ENSP00000296027	9606.ENSP00000296871	0	0	0	0	0.268	0	0	0.765	0.821
CXCL5	CCL4	9606.ENSP00000296027	9606.ENSP00000482259	0	0	0	0	0.092	0	0.500	0.796	0.899
CXCL5	CCL5	9606.ENSP00000296027	9606.ENSP00000474412	0	0	0	0	0.083	0	0.500	0.848	0.924
CXCL5	CXCL8	9606.ENSP00000296027	9606.ENSP00000306512	0	0	0.068	0.844	0.855	0	0.400	0.463	0.951
CXCL5	CXCL10	9606.ENSP00000296027	9606.ENSP00000305651	0	0	0	0	0.104	0	0.500	0.947	0.974
CXCL5	CXCL11	9606.ENSP00000296027	9606.ENSP00000306884	0	0	0	0	0.099	0	0.500	0.956	0.978
CXCL5	CXCL2	9606.ENSP00000296027	9606.ENSP00000427279	0	0	0.074	0.895	0.275	0.994	0.400	0.441	0.998
CXCL5	CCL20	9606.ENSP00000296027	9606.ENSP00000351671	0	0	0	0	0.182	0.994	0.500	0.728	0.999
CXCL5	CXCL1	9606.ENSP00000296027	9606.ENSP00000379110	0	0	0.073	0.904	0.416	0.994	0.400	0.736	0.999
CXCL8	CX3CL1	9606.ENSP00000306512	9606.ENSP00000006053	0	0	0	0	0.067	0	0.500	0.696	0.845
CXCL8	NFKBIA	9606.ENSP00000306512	9606.ENSP00000216797	0	0	0	0	0.450	0	0	0.803	0.887
CXCL8	CCL22	9606.ENSP00000306512	9606.ENSP00000219235	0	0	0	0	0.184	0	0.400	0.815	0.901
CXCL8	CSF3	9606.ENSP00000306512	9606.ENSP00000225474	0	0	0	0	0.201	0	0.400	0.945	0.971
CXCL8	CCL2	9606.ENSP00000306512	9606.ENSP00000225831	0	0	0	0	0.487	0.994	0.400	0.948	0.999
CXCL8	IL23A	9606.ENSP00000306512	9606.ENSP00000228534	0	0	0	0	0.110	0	0	0.560	0.591
