Id,Type
Lung Diseases Interstitial,Disease
Alzheimer's Disease,Disease
Metabolic alkalosis,Disease
Stomach Neoplasms,Disease
Polycythemia Vera,Disease
Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site,Disease
Stage III Colon Cancer,Disease
Congestive Heart Failure,Disease
Metabolic Syndrome X,Disease
Congenital Hypothyroidism,Disease
Gastric Cardia Adenocarcinoma,Disease
Adult T-Cell Lymphoma/Leukemia,Disease
Glaucoma Primary Open Angle,Disease
Glomerulosclerosis,Disease
Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,Disease
Human papillomavirus type 34 early protein (gene: E7),Pathogen
Hepatitis C Chronic,Disease
Charcot-Marie-Tooth disease type 4E ORPHA:99951,Disease
Peripheral Arterial Diseases,Disease
Adenomatous Polyposis Coli,Disease
Postherpetic neuralgia,Disease
Hypercholesterolemia Familial,Disease
Cholangitis,Disease
Early gastric cancer,Disease
Hepatitis B Chronic,Disease
Thrombosis,Disease
Inflammatory Bowel Diseases,Disease
Carcinoma Transitional Cell,Disease
Mucocutaneous Lymph Node Syndrome,Disease
Hepatic methionine adenosyltransferase deficiency,Disease
Scleroderma,Disease
Impaired cognition,Disease
Familial benign pemphigus,Disease
Renal interstitial fibrosis,Disease
Neuroblastoma,Disease
Viral meningitis,Disease
Infectious disease of lung,Disease
Adenocarcinoma Basal Cell,Disease
Epstein-Barr Virus Infections,Disease
Colon Carcinoma,Disease
Juvenile psoriatic arthritis,Disease
Seronegative Polyarthritis,Disease
Human papillomavirus type 68a E7 protein,Pathogen
Multinodular goiter,Disease
Bladder Neoplasm,Disease
Reperfusion Injury,Disease
Prostatic Neoplasms,Disease
Colorectal Carcinoma,Disease
Bacterial Infections,Disease
Leukemia T-Cell,Disease
Absence Epilepsy,Disease
Juvenile-Onset Still Disease,Disease
Enthesitis-Related Arthritis,Disease
Carcinogenesis,Disease
Myeloid Leukemia,Disease
Pituitary Adenoma,Disease
Human gammaherpesvirus 8 K4.1 (gene: K4.1),Pathogen
Rash and Dermatitis Adverse Event Associated with Chemoradiation,Disease
Polyarthritis Rheumatoid Factor Positive,Disease
Hypotrichosis simplex,Disease
Anasarca,Disease
Cockayne Syndrome Type I,Disease
Malignant neoplasm of larynx,Disease
Charcot-Marie-Tooth disease type 1D ORPHA:101084,Disease
Exfoliative ichthyosis ORPHA:289586,Disease
Liver Carcinoma,Disease
MICROPHTHALMIA ISOLATED 1,Disease
Carcinoma Lewis Lung,Disease
Active tuberculosis,Disease
Depressive disorder,Disease
Metastatic Neoplasm,Disease
Bartter Syndrome,Disease
Gitelman Syndrome,Disease
Niemann-Pick disease type C juvenile neurologic onset ORPHA:216981,Disease
Chondrocalcinosis,Disease
Diabetes,Disease
Incontinence,Disease
Rectal Neoplasms,Disease
Hydronephrosis,Disease
Chronic Obstructive Airway Disease,Disease
Chronic interstitial cystitis,Disease
Neoplastic Cell Transformation,Disease
Spondylarthropathies,Disease
Follicular thyroid carcinoma,Disease
Respiratory Failure,Disease
Henoch-Schoenlein Purpura,Disease
Mammary Neoplasms,Disease
Escherichia coli Infections,Disease
Acute pancreatitis,Disease
Hypophosphatemia,Disease
Hereditary papillary renal cell carcinoma ORPHA:47044,Disease
Degenerative polyarthritis,Disease
Hypoplasia of the optic nerve,Disease
Aspergillosis Allergic Bronchopulmonary,Disease
Niemann-Pick disease type C severe perinatal form ORPHA:216972,Disease
Acute hepatitis,Disease
Lipodystrophy,Disease
Cervix carcinoma,Disease
Periodontitis,Disease
Human papillomavirus 19 early protein (gene: E7),Pathogen
Sleep Apnea Obstructive,Disease
Acquired aplastic anemia,Disease
Precursor B-cell lymphoblastic leukemia,Disease
Lymphoma Non-Hodgkin,Disease
Hypoxemia,Disease
FTH1-related iron overload ORPHA:247790,Disease
Esophageal Neoplasms,Disease
Hamman-Rich syndrome,Disease
Hashimoto Disease,Disease
Colorectal Cancer,Disease
Precursor Cell Lymphoblastic Leukemia Lymphoma,Disease
Nephrocalcinosis,Disease
Prostatic Hypertrophy,Disease
Recurrent tumor,Disease
Burkitt Lymphoma,Disease
Myeloproliferative disease,Disease
Pleural Tuberculosis,Disease
Hemorrhagic Fever with Renal Syndrome,Disease
Epithelial ovarian cancer,Disease
Cholestasis,Disease
Ductal Carcinoma,Disease
Polydipsia,Disease
Abnormally small eyeball,Disease
Liver and Intrahepatic Biliary Tract Carcinoma,Disease
Prostate carcinoma,Disease
HIV Infections,Disease
Inflammatory Breast Carcinoma,Disease
Nijmegen Breakage Syndrome,Disease
Malignant neoplasm of liver,Disease
Premature Obstetric Labor,Disease
Mammary Tumorigenesis,Disease
Malignant neoplasm of thyroid,Disease
Hyperplastic Polyp,Disease
Gastroesophageal reflux disease,Disease
Kidney Failure Acute,Disease
Anxiety Disorders,Disease
Keratitis,Disease
Diabetes Mellitus Non-Insulin-Dependent,Disease
Monocytosis,Disease
Increased circulating renin level,Disease
prostatitis,Disease
Adult Synovial Sarcoma,Disease
Peptic Ulcer,Disease
M5b Acute differentiated monocytic leukemia,Disease
Pulmonary Cystic Fibrosis,Disease
Monosomy,Disease
FANCONI ANEMIA COMPLEMENTATION GROUP A (disorder),Disease
Congestive heart failure,Disease
Acute Myeloid Leukemia Arising from Previous Myelodysplastic Syndrome,Disease
Enterovirus Infections,Disease
Rectal Carcinoma,Disease
Sleep Apnea Central,Disease
Angiogenic Switch,Disease
Liver diseases,Disease
Malignant Mesothelioma,Disease
Gingival Diseases,Disease
Anoxia,Disease
Secondary malignant neoplasm of pancreas,Disease
Otitis Media with Effusion,Disease
Alzheimer Disease Late Onset,Disease
Vasculitis of the skin,Disease
Variola virus chemokine binding protein (gene: G5R),Pathogen
Rhinosinusitis,Disease
Myocardial Infarction,Disease
Hyperlipidemia Familial Combined,Disease
Multiple Chronic Conditions,Disease
Myocardial Ischemia,Disease
Primary infection NOS,Disease
Lupus Nephritis,Disease
Cardiomyopathy Familial Idiopathic,Disease
Human papillomavirus type 166 E7 (gene: E7),Pathogen
Kindler epidermolysis bullosa ORPHA:2908,Disease
Hereditary gingival fibromatosis,Disease
Immune thrombocytopenic purpura,Disease
Myocarditis,Disease
Niemann-Pick disease type C severe early infantile neurologic onset ORPHA:216975,Disease
Breast Carcinoma,Disease
Lymphocytosis,Disease
Anemia Macrocytic,Disease
Inflammatory disorder,Disease
Steroid-sensitive nephrotic syndrome,Disease
