Id,Type
Vertex Headache,Disease
Congenital pes cavus,Disease
Cardiac Valvular Disease,Disease
TICAM1,Gene
Frontotemporal Lobar Degeneration,Disease
Thyroid Carcinoma,Disease
Human betaherpesvirus 7 membrane glycoprotein UL119 (gene: U85),Pathogen
Coxsackievirus Infections,Disease
Reticuloendotheliosis X-linked,Disease
Multiple tumors,Disease
Platelet Count measurement,Disease
Staphylococcal Infections,Disease
MME-related autosomal dominant Charcot Marie Tooth disease type 2 ORPHA:497757,Disease
Addison Disease,Disease
Acute hepatitis,Disease
Prominent supraorbital ridges,Disease
Epithelial ovarian cancer,Disease
Sarcomatoid Renal Cell Carcinoma,Disease
Spastic paraplegia type 7 ORPHA:99013,Disease
Immunodeficiency due to CD25 deficiency ORPHA:169100,Disease
Coxsackievirus A13 vp2,Pathogen
Spondylarthritis,Disease
Rhinovirus A capsid protein VP3,Pathogen
Peptic Esophagitis,Disease
Keratoconjunctivitis,Disease
Hypocholesterolemia,Disease
Idiopathic Membranous Glomerulonephritis,Disease
Inclusion Body Myopathy Sporadic,Disease
Primary malignant neoplasm of lung,Disease
PYCR1-related De Barsy syndrome ORPHA:293633,Disease
Human rhinovirus A41 1D (VP1),Pathogen
Cercopithecine betaherpesvirus 5 membrane glycoprotein UL144 (gene: UL144),Pathogen
Nonketotic Hyperglycinemia,Disease
Pain Burning,Disease
Learning Disabilities,Disease
Myoclonic-astatic epilepsy ORPHA:1942,Disease
Curvature of little finger,Disease
Hematochezia,Disease
Chronic sinusitis,Disease
Preleukemia,Disease
X-linked epilepsy-learning disabilities-behavior disorders syndrome ORPHA:85294,Disease
Multiple Lipomata,Disease
Stickler syndrome type 1 ORPHA:90653,Disease
Angina Pectoris,Disease
Inflammatory polyarthritis,Disease
Multiple malignancy,Disease
Echovirus E33 VP2,Pathogen
cancer angiogenesis,Disease
Colonic Polyps,Disease
Renal failure in adulthood,Disease
Epileptic Seizures,Disease
Human alphaherpesvirus 3 serine/threonine protein kinase US3 (gene: ORF66),Pathogen
Varicosity,Disease
Human adenovirus D37 fiber (gene: L5),Pathogen
Acute recurrent pancreatitis,Disease
Hypomyelination-congenital cataract syndrome ORPHA:85163,Disease
Angelman syndrome due to maternal 15q11q13 deletion ORPHA:98794,Disease
Severe combined immunodeficiency due to IKK2 deficiency ORPHA:397787,Disease
Subcapsular cataract,Disease
Paroxysmal kinesigenic choreoathetosis,Disease
C syndrome ORPHA:1308,Disease
Monkeypox virus Zaire-96-I-16 ankyrin-like protein (gene: D9L),Pathogen
Feeling powerless,Disease
Milk-Alkali Syndrome,Disease
Brucella melitensis infection,Disease
Chronic inflammatory disorder,Disease
Norovirus Hu/GII-4/CBNU2/2007/KR capsid protein,Pathogen
Congenital Anomaly Of Limb,Disease
Heme oxygenase-1 deficiency ORPHA:562509,Disease
Chronic Chagas' disease,Disease
Human rhinovirus A12 full_polyprotein 1..2155,Pathogen
Hypophosphatemia,Disease
Symptomatic form of hemochromatosis type 1 ORPHA:465508,Disease
Encephalomyocarditis virus hypothetical protein,Pathogen
Vascular inflammations,Disease
Holoprosencephaly,Disease
Lip and Oral Cavity Carcinoma,Disease
Farber disease ORPHA:333,Disease
Chronic granulomatous disease ORPHA:379,Disease
Familial Mediterranean Fever,Disease
Behcet disease ORPHA:117,Disease
Chronic idiopathic pulmonary fibrosis,Disease
Hepatitis Drug-Induced,Disease
Keratolytic winter erythema ORPHA:50943,Disease
Human mastadenovirus D fiber (gene: L5),Pathogen
Refractory anemia with ringed sideroblasts,Disease
Strabismus,Disease
Dry Eye Syndromes,Disease
Autosomal dominant Charcot-Marie-Tooth disease type 2U ORPHA:397735,Disease
Direct Contact Transmission Infection,Disease
Akinetic-Rigid Variant of Huntington Disease,Disease
Leukodystrophy Metachromatic,Disease
Posterior Fossa Hemorrhage,Disease
Coxsackievirus A17 VP3,Pathogen
Secondary Parkinson Disease,Disease
Berylliosis,Disease
Hepacivirus C NS5A protein,Pathogen
CONSTRICTING BANDS CONGENITAL,Disease
Immune System Diseases,Disease
Acidosis Lactic,Disease
Morbilliform Drug Reaction,Disease
Severe congenital neutropenia,Disease
Congenital Thrombotic Thrombocytopenic Purpura,Disease
Generalized hirsutism,Disease
Drug usage,Disease
Norovirus Hu/GII.4/NIHIC2.2/2010/USA capsid protein VP1 (gene: VP1),Pathogen
Disease due to Parvoviridae,Disease
Hypertrophic Cardiomyopathy,Disease
Phosphate Diabetes,Disease
Charcot-Marie-Tooth disease type 4H ORPHA:99954,Disease
Metastasis from malignant tumor of prostate,Disease
Sessile Serrated Adenoma/Polyp,Disease
Hepatitis Alcoholic,Disease
NON RARE IN EUROPE: Hyperlipoproteinemia type 4 ORPHA:413,Disease
Human betaherpesvirus 5 membrane glycoprotein UL144 (gene: UL144),Pathogen
GNE myopathy ORPHA:602,Disease
Chronic active hepatitis C,Disease
Early gastric cancer,Disease
Chiari malformation type II,Disease
Generalized Absence Seizures,Disease
Intolerant of heat,Disease
Anorexia Nervosa,Disease
Acromegaly,Disease
Congenital cystic kidney disease,Disease
Blau syndrome ORPHA:90340,Disease
Gustatory seizure,Disease
Hypochondrogenesis ORPHA:93297,Disease
Fetal Growth Retardation,Disease
Human rhinovirus B91 1B,Pathogen
Secondary Neoplasm,Disease
Craniodiaphyseal dysplasia ORPHA:1513,Disease
Norovirus Hu/Norwalk/10236/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
NON RARE IN EUROPE: Celiac disease ORPHA:555,Disease
Transient Cerebral Ischemia,Disease
Carcinoma Cribriform,Disease
Chromophobe Renal Cell Carcinoma,Disease
Pediatric systemic lupus erythematosus ORPHA:93552,Disease
Frontal bossing,Disease
Ovarian adenocarcinoma,Disease
Rheumatoid Vasculitis,Disease
Strawberry nevus of skin,Disease
Essential Hypertension,Disease
Female Breast Carcinoma,Disease
Myoclonic Seizures,Disease
Sleep Apnea,Disease
Familial cavitary optic disc anomaly ORPHA:464760,Disease
HIV Infections,Disease
Vascular Neoplasms,Disease
Sentinel node (disorder),Disease
Malignant Peripheral Nerve Sheath Tumor,Disease
Smallpox,Disease
Degenerative Diseases Spinal Cord,Disease
Human betaherpesvirus 5 membrane glycoprotein UL7 (gene: UL7),Pathogen
Limb ischemia,Disease
Squamous cell carcinoma of the oropharynx ORPHA:500478,Disease
Yaba-like disease virus 2L protein (gene: 2L),Pathogen
Adult Hepatocellular Carcinoma,Disease
Familial Intestinal Polyposis,Disease
Borna Disease,Disease
Niemann-Pick Disease Type C,Disease
Vaccinia virus Ankara serine protease inhibitor SPI-3,Pathogen
Adenocarcinoma Oxyphilic,Disease
Cerebrovascular accident,Disease
Candidiasis of vagina,Disease
Lens Opacities,Disease
Salivirus NG-J1 VP3,Pathogen
UNC13A,Gene
Chronic leukemia (category),Disease
Orf virus ORF128 ankyrin repeat protein,Pathogen
Spondyloepiphyseal dysplasia with metatarsal shortening ORPHA:137678,Disease
Amphetamine Addiction,Disease
Progressive supranuclear palsy,Disease
Mitochondrial Diseases,Disease
Gait abnormality,Disease
Hemorrhagic Fever Ebola,Disease
Myocardial Infarction,Disease
IgE-mediated allergic asthma,Disease
Glaucoma Open-Angle,Disease
Craniosynostosis Boston type ORPHA:1541,Disease
Human rhinovirus A94 1B,Pathogen
CFB,Gene
Saffold virus protein 2B*,Pathogen
Yaba monkey tumor virus ankyrin-like protein,Pathogen
Chronic liver disease,Disease
Echovirus E14 VP3,Pathogen
Echovirus E33 VP1,Pathogen
Pulmonary Alveolar Proteinosis,Disease
Norovirus Hu/GII/Seoul1282/KOR/2010 major capsid protein,Pathogen
Lymphangioleiomyomatosis,Disease
Eating Disorders,Disease
Complex partial seizures,Disease
Gastrointestinal inflammation,Disease
Cardiomyopathy Hypertrophic Familial,Disease
Familial partial lipodystrophy Kobberling type ORPHA:79084,Disease
Human adenovirus 63 fiber protein (gene: L5),Pathogen
Glioma,Disease
Respiratory Syncytial Virus Infections,Disease
Acute monocytic/monoblastic leukemia,Disease
Autosomal dominant congenital benign spinal muscular atrophy ORPHA:1216,Disease
Hyperinsulinism,Disease
Recurrent respiratory papillomatosis,Disease
Uveomeningoencephalitic Syndrome,Disease
Familial infantile myoclonic epilepsy ORPHA:352582,Disease
Neoplasm of uncertain or unknown behavior of stomach,Disease
Hypohidrotic ectodermal dysplasia with immunodeficiency ORPHA:98813,Disease
Iniencephaly,Disease
Hyperprolinemia type 1 ORPHA:419,Disease
Hepacivirus C NS3 protease/helicase,Pathogen
Human rhinovirus A46 1C (VP3),Pathogen
Dyskeratosis Congenita,Disease
Female sterility,Disease
Enterovirus C protease 3C,Pathogen
Vaccinia virus hypothetical protein,Pathogen
Chronic acquired lymphedema,Disease
Marijuana Abuse,Disease
Vaccinia virus ankyrin-like protein (gene: B18R),Pathogen
Eosinophilic leukemia,Disease
Murray Valley encephalitis virus ancC,Pathogen
Rectal Carcinoma,Disease
Mucocutaneous leishmaniasis,Disease
Pancreatic Cancer,Disease
Philadelphia chromosome-positive acute lymphoblastic leukemia,Disease
Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins ORPHA:217371,Disease
Secondary malignant neoplasm of lung,Disease
Charcot-Marie-Tooth disease type 4A ORPHA:99948,Disease
Mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis ORPHA:93279,Disease
Barrett Esophagus,Disease
Carcinoma Small Cell,Disease
Tardive Dyskinesia,Disease
Brain Tumor Primary,Disease
Carcinoid Tumor,Disease
Depression Neurotic,Disease
Complex Regional Pain Syndromes,Disease
Benign familial neonatal-infantile seizures ORPHA:140927,Disease
Zollinger-Ellison syndrome,Disease
Tobacco Use Disorder,Disease
Reticulocyte count (procedure),Disease
Subarachnoid Hemorrhage,Disease
Mesangial proliferative glomerulonephritis,Disease
Cancer of Urinary Tract,Disease
12p12.1 microdeletion syndrome ORPHA:313884,Disease
Anterior segment mesenchymal dysgenesis,Disease
Sleep disturbances,Disease
Renal tubular disorder,Disease
Squamous cell carcinoma of the esophagus ORPHA:99977,Disease
Endometriosis of uterus,Disease
Thrombosis,Disease
Congenital Abnormality,Disease
Sharp Headache,Disease
Diaphragmatic hernia-short bowel-asplenia syndrome ORPHA:527468,Disease
Overactive Bladder,Disease
Lupus Erythematosus,Disease
Spinal Diseases,Disease
Human rhinovirus B70 1C (VP3),Pathogen
Yaba monkey tumor virus ankyrin repeat protein,Pathogen
Null syndrome ORPHA:280234,Disease
Human rhinovirus A31 1C,Pathogen
Antibiotic-associated diarrhea,Disease
Cerebellar Ataxia,Disease
Human rhinovirus A53 1C (VP3),Pathogen
Intervertebral disc disorder,Disease
Polyradiculoneuropathy Chronic Inflammatory Demyelinating,Disease
Brain Stem Compression,Disease
Horsepox virus HSPV022 (ankyrin-like protein,Pathogen
Spondyloepiphyseal dysplasia Maroteaux type ORPHA:263482,Disease
PTEN Hamartoma Tumor Syndrome,Disease
Arthritis Infectious,Disease
Autoimmune Primary Adrenal Insufficiency,Disease
Posterior Circulation Transient Ischemic Attack,Disease
Lupus Vulgaris,Disease
Septicaemia due to gram-negative organism unspecified,Disease
Enterovirus C capsid protein VP2,Pathogen
Lymphocytosis,Disease
Xeroderma Pigmentosum Complementation Group D,Disease
Coxsackievirus A8 VP3 protein,Pathogen
Urothelial Carcinoma,Disease
Bilateral generalized polymicrogyria ORPHA:208447,Disease
Thyroid ectopia ORPHA:95712,Disease
Monkeypox virus Zaire-96-I-16 J2L (gene: J2L),Pathogen
Norovirus Hu/GII.4/NIHIC17.6/2012/USA NTPase (gene: POL),Pathogen
Autoimmune arthritis,Disease
Atypical Ductal Breast Hyperplasia,Disease
Hypoplastic Anemia,Disease
Renal interstitial fibrosis,Disease
Varying degree of multiple fractures,Disease
Well Differentiated Oligodendroglioma,Disease
Psychoses Substance-Induced,Disease
Canarypox (disorder),Disease
Anthracosis,Disease
Multiple Myeloma,Disease
Premature aging syndrome,Disease
Hyperreflexia,Disease
CHILD syndrome ORPHA:139,Disease
Human rhinovirus B97 2C,Pathogen
Nephrolithiasis,Disease
Amino Acid Metabolism Inborn Errors,Disease
Human adenovirus 22 fiber protein (gene: L5),Pathogen
Monoamine oxidase A deficiency ORPHA:3057,Disease
Oculootodental syndrome ORPHA:99806,Disease
Extramedullary Hematopoiesis (disorder),Disease
Recurrent Carcinoma,Disease
Norovirus GII/Hu/TW/2012/GII.Pe_GII.4_Sydney2012/Taipei/108 VP1 (gene: VP1),Pathogen
Clostridium difficile infection,Disease
Epilepsy Cryptogenic,Disease
Trachoma,Disease
Adenocarcinoma of ovary ORPHA:213504,Disease
Generalized glucocorticoid resistance syndrome ORPHA:786,Disease
Familial retinal arterial macroaneurysm ORPHA:284247,Disease
Echovirus E31 VP2,Pathogen
East Texas bleeding disorder ORPHA:391320,Disease
Headache,Disease
Human rhinovirus A9 1D,Pathogen
Mandibuloacral dysplasia with type A lipodystrophy ORPHA:90153,Disease
Morphea,Disease
Mucolipidosis type IV ORPHA:578,Disease
Sclerosing lymphocytic lobulitis,Disease
Human enterovirus C104 VP2,Pathogen
Endocrine Gland Neoplasms,Disease
Chronic mast cell leukemia ORPHA:566396,Disease
Huntington disease-like 1 ORPHA:157941,Disease
Thromboangiitis Obliterans,Disease
Endogenous depression,Disease
Human rhinovirus B35 1C,Pathogen
Yaba-like disease virus 11L protein (gene: 11L),Pathogen
Hemophagocytic Lymphohistiocytosis,Disease
Intermittent Explosive Disorder,Disease
Norovirus Hu/GII.4/HS292/2012/USA capsid protein VP1 (gene: VP1),Pathogen
Bacterial Infections,Disease
Osteitis Fibrosa Disseminata,Disease
Human enterovirus C117 VP2,Pathogen
Dermatitis Irritant,Disease
Generalized pustular psoriasis,Disease
Lewy Body Disease,Disease
Giant Cell Tumor of Bone,Disease
Anterior myocardial infarction,Disease
Yaba monkey tumor virus Ig domain OX-2-like protein,Pathogen
Xanthinuria type II ORPHA:93602,Disease
Multiple Acyl Coenzyme A Dehydrogenase Deficiency,Disease
Autosomal recessive nail dysplasia ORPHA:280654,Disease
SPINOCEREBELLAR ATAXIA 17,Disease
Macrothrombocytopenia,Disease
Clear cell sarcoma of kidney,Disease
Spondyloepimetaphyseal dysplasia PAPSS2 type ORPHA:93282,Disease
Gingival Recession,Disease
Purpura Thrombotic Thrombocytopenic,Disease
Extravasation of Contrast Media,Disease
Interstitial Cystitis,Disease
Gastro-esophageal reflux disease with esophagitis,Disease
Malignant neoplasm of nasopharynx,Disease
Ileal Pouches,Disease
Lipid Metabolism Disorders,Disease
Neutropenia severe chronic,Disease
Smoker's lung,Disease
Lobular Neoplasia,Disease
Lethargy,Disease
Childhood Leukemia,Disease
Glycogen storage disease due to glycogen branching enzyme deficiency fatal perinatal neuromuscular form ORPHA:308655,Disease
CNS disorder,Disease
Gastric Cardia Adenocarcinoma,Disease
Proliferative retinopathy,Disease
Atrophy Disuse,Disease
Hereditary Hemochromatosis,Disease
Dermatofibrosarcoma protuberans ORPHA:31112,Disease
THBS1,Gene
Brittle diabetes,Disease
Cardiovascular morbidity,Disease
Necrotizing enterocolitis in fetus OR newborn,Disease
Cerebellar Neoplasms,Disease
X-linked lymphoproliferative disease due to SH2D1A deficiency ORPHA:538931,Disease
Orf virus ORF129 ankyrin repeat protein,Pathogen
Norovirus Hu/GII.4/20199/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Hidradenitis Suppurativa,Disease
Norovirus Hu/GII-4/CGMH26/2010/TW major viral capsid protein (gene: VP1),Pathogen
CCL4,Gene
Pervasive Development Disorder,Disease
Juvenile psoriatic arthritis,Disease
Optic Atrophy Autosomal Dominant,Disease
Titi monkey adenovirus ECC-2011 fiber,Pathogen
Anaplastic Ependymoma,Disease
Somnolence,Disease
Becker Muscular Dystrophy,Disease
Tuberculous pleural effusion,Disease
Coxsackievirus B6 full_polyprotein 1..2184,Pathogen
Microcytic anemia with liver iron overload ORPHA:83642,Disease
Psychosis,Disease
Non-Alcoholic Fatty Liver Disease,Disease
Primary biliary cholangitis ORPHA:186,Disease
Human adenovirus 54 fiber,Pathogen
Cercopithecine betaherpesvirus 5 membrane protein RL11Q (gene: RL11Q),Pathogen
Acute lymphocytic leukemia,Disease
Ulcerative colitis in remission,Disease
Arteriovenous fistula,Disease
Hypogonadism,Disease
Thyroid associated opthalmopathies,Disease
Secondary malignant neoplasm of liver,Disease
Bacteriuria,Disease
Nasal voice,Disease
ITPRIP,Gene
Eczema Infantile,Disease
Monkeypox virus Zaire-96-I-16 IEV and EEV membrane glycoprotein (gene: A36R),Pathogen
Limbic Encephalitis,Disease
Autosomal dominant rhegmatogenous retinal detachment ORPHA:209867,Disease
Marie Unna hereditary hypotrichosis ORPHA:444,Disease
Synovitis,Disease
Ovarian Teratoma,Disease
Pain Splitting,Disease
Cleft upper lip,Disease
Non-epidermolytic palmoplantar keratoderma ORPHA:2337,Disease
Spastic syndrome,Disease
HIV-Associated Lipodystrophy Syndrome,Disease
Old myocardial infarction,Disease
Ovarian Failure,Disease
Experimental Organism Basal Cell Carcinoma,Disease
Ayme-Gripp syndrome ORPHA:1272,Disease
Coronary Stenosis,Disease
Arnold-Chiari Malformation,Disease
Neonatal inflammatory skin and bowel disease ORPHA:294023,Disease
Myocardial Stunning,Disease
Neuromyelitis Optica,Disease
Fulminant hepatitis,Disease
Age-related cognitive decline,Disease
Meningeal Neoplasms,Disease
Postnatal Asphyxia,Disease
Ethylmalonic encephalopathy,Disease
Legg-Calve-Perthes disease ORPHA:2380,Disease
Urban cutaneous leishmaniasis,Disease
Rhinovirus B14 1C (VP3),Pathogen
Chronic lymphoproliferative disorder of natural killer cells ORPHA:512017,Disease
Oral Ulcer,Disease
Malignant tumor of peritoneum,Disease
Gastric Adenocarcinoma,Disease
Yaba-like disease virus 10L protein (gene: 10L),Pathogen
invasive cancer,Disease
Peg-shaped teeth,Disease
Tactile Allodynia,Disease
Rhinovirus B14 3D,Pathogen
Metastatic melanoma,Disease
Human rhinovirus A29 1D,Pathogen
Hemoglobin low,Disease
Amenorrhea,Disease
Hyperparathyroidism Primary,Disease
Stage III Colon Cancer,Disease
Infectious Otitis Media,Disease
Early-Onset Glaucoma,Disease
Gastrointestinal infection,Disease
Enterovirus B 1B(VP2),Pathogen
Early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome ORPHA:439212,Disease
Human rhinovirus A15 1D (VP1),Pathogen
Neonatal acute respiratory distress due to SP-B deficiency ORPHA:217563,Disease
Horsepox virus HSPV162,Pathogen
Arthritis by pattern of joint involvement,Disease
Benign familial mesial temporal lobe epilepsy ORPHA:163717,Disease
Congenital vertebral-cardiac-renal anomalies syndrome ORPHA:521438,Disease
AIDS Dementia Complex,Disease
Stage IV Colorectal Cancer,Disease
Mediastinal Lymphadenopathy,Disease
Hereditary hemorrhagic telangiectasia ORPHA:774,Disease
Dopamine beta-hydroxylase deficiency ORPHA:230,Disease
Liver Failure,Disease
Specific Learning Disorder,Disease
Conjunctivochalasis,Disease
Pleural effusion disorder,Disease
Omsk hemorrhagic fever virus full_polyprotein 1..3414,Pathogen
MODY ORPHA:552,Disease
Myasthenia Gravis Generalized,Disease
Chronic stable plaque psoriasis,Disease
Lower limb hyperreflexia,Disease
Human mastadenovirus B fiber (gene: L5),Pathogen
Learning Disturbance,Disease
Pulmonary Thromboembolism,Disease
Solitary fibrous tumor,Disease
Human rhinovirus A7 1D,Pathogen
Neurogenic Inflammation,Disease
Acute respiratory infections,Disease
Parietal foramina with clavicular hypoplasia ORPHA:251290,Disease
Breast Cancer,Disease
Fibrodysplasia ossificans progressiva ORPHA:337,Disease
Human alphaherpesvirus 3 tegument serine/threonine protein kinase (gene: ORF47),Pathogen
Immune thrombocytopenic purpura,Disease
Heart failure,Disease
Fluid overload,Disease
Neuralgia Ilioinguinal,Disease
Hyperlipoproteinemia Type IIa,Disease
Oral candidiasis,Disease
Astrovirus SG nonstructural protein 1ab,Pathogen
Progressive External Ophthalmoplegia,Disease
PLG-related hereditary angioedema with normal C1Inh ORPHA:537072,Disease
Osteofibrous Dysplasia,Disease
Pancreatitis Acute Necrotizing,Disease
Human mastadenovirus D fiber,Pathogen
Raynaud Phenomenon,Disease
Malignant neoplasm of mouth,Disease
Variola virus serine protease inhibitor-like protein (gene: C2L),Pathogen
Auricular swelling,Disease
Environmental Carcinogenesis,Disease
Hypoparathyroidism,Disease
Lymphoma Follicular,Disease
Gouty Arthritis,Disease
Autosomal dominant Charcot-Marie-Tooth disease type 2B ORPHA:99936,Disease
X-linked mendelian susceptibility to mycobacterial diseases due to CYBB deficiency ORPHA:319623,Disease
Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome ORPHA:1171,Disease
Amnestic State,Disease
Stomach Neoplasms,Disease
HELLP syndrome ORPHA:244242,Disease
Echovirus E15 VP3,Pathogen
Human rhinovirus B92 2C,Pathogen
Palmoplantar keratoderma-deafness syndrome ORPHA:2202,Disease
Overweight,Disease
Cockayne Syndrome Type I,Disease
Japanese encephalitis virus anchored core protein C,Pathogen
Autosomal recessive generalized dystrophic epidermolysis bullosa severe form ORPHA:79408,Disease
Hypotonic Seizures,Disease
Norovirus Hu/Norwalk/10368/2010/VNM capsid protein VP1 (gene: VP1),Pathogen
Human rhinovirus A89 1D,Pathogen
Human betaherpesvirus 6 U69 ganciclovir kinase phosphotransferase (gene: U69),Pathogen
Variola virus chemokine binding protein (gene: G5R),Pathogen
Immunoblastic Large-Cell Lymphoma,Disease
Proteasome-associated autoinflammatory syndrome ORPHA:324977,Disease
Cowpox virus SPI3 or CPXV042 protein (gene: SPI3),Pathogen
Congenital Lipodystrophy,Disease
Norovirus Hu/GII.4/NIHIC28.4/2012/USA capsid protein VP1 (gene: VP1),Pathogen
Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome ORPHA:2698,Disease
Anthrax disease,Disease
Fibrosis of pancreas,Disease
CYP1B1,Gene
Congenital infectious disease,Disease
Mutilating palmoplantar keratoderma with periorificial keratotic plaques ORPHA:659,Disease
Melioidosis,Disease
Lesion of brain,Disease
Alopecia Areata,Disease
Malignant Hypertension,Disease
Anhydrotic Ectodermal Dysplasias,Disease
Memory impairment,Disease
Spondyloepiphyseal dysplasia Stanescu type ORPHA:459051,Disease
Congenital adrenal hyperplasia due to 21 hydroxylase deficiency,Disease
Enterovirus B 1D(VP1),Pathogen
Pulmonary Arterial Hypertension,Disease
Alopecia-intellectual disability syndrome ORPHA:2850,Disease
Cholestatic liver disease,Disease
Hypereosinophilic syndrome,Disease
Human betaherpesvirus 7 tegument serine/threonine protein kinase (gene: U69),Pathogen
Human rhinovirus A65 1C,Pathogen
Infertility,Disease
X-linked progressive cerebellar ataxia ORPHA:1175,Disease
Vasculitis Leukocytoclastic Cutaneous,Disease
NANOS1,Gene
Sleep Apnea Syndromes,Disease
Familial primary pulmonary hypertension,Disease
Severe depression,Disease
Amaurosis congenita of Leber type 1,Disease
Human rhinovirus B26 1D,Pathogen
Multi-infarct dementia,Disease
CATARACT ANTERIOR POLAR,Disease
Lung diseases,Disease
precancerous lesions,Disease
Autosomal dominant hyper-IgE syndrome ORPHA:2314,Disease
Gastric ulcer,Disease
Hyperplasia,Disease
Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency ORPHA:319595,Disease
Nodular urticaria pigmentosa ORPHA:158772,Disease
Anorexia,Disease
Human rhinovirus A46 1D (VP1),Pathogen
Nausea,Disease
Gastroesophageal reflux disease,Disease
Apraxia Developmental Verbal,Disease
Acute and chronic colitis,Disease
Keratitis,Disease
Severe achondroplasia-developmental delay-acanthosis nigricans syndrome ORPHA:85165,Disease
Generalized Headache,Disease
Congenital atresia of nasopharynx,Disease
Focal glomerulosclerosis,Disease
Arthritis Gouty,Disease
Body mass index,Disease
Spastic paraplegia type 2 ORPHA:99015,Disease
Violence,Disease
Carcinoma Lobular,Disease
Leiomyosarcoma Myxoid,Disease
Human rhinovirus A62 1B,Pathogen
Amebiasis,Disease
Intrauterine infection,Disease
Adenocarcinoma Endometrioid,Disease
Human rhinovirus A100 1C,Pathogen
Periodic fever,Disease
Echovirus E11 2C,Pathogen
Leukemia Lymphocytic Acute L2,Disease
Cooley's anemia,Disease
Bradyopsia ORPHA:75374,Disease
Hyperhidrosis disorder,Disease
Cholesteatoma,Disease
Autoimmune Lymphoproliferative Disorder,Disease
Lung Carcinoma,Disease
Obstructive Azoospermia,Disease
Diffuse cutaneous leishmaniasis,Disease
Adult Lymphoma,Disease
Metabolic Bone Disorder,Disease
Chronic superficial gastritis,Disease
Coxsackievirus A20 full_polyprotein 1..2208,Pathogen
ABeta amyloidosis Iowa type ORPHA:324708,Disease
hiv-infection/aids,Disease
Autosomal spastic paraplegia type 72 ORPHA:401849,Disease
Childhood Lymphoma,Disease
Microscopic Polyarteritis,Disease
Hepatic Coma,Disease
Human rhinovirus A33 2C,Pathogen
Degeneration of lumbar intervertebral disc,Disease
Kearns-Sayre syndrome,Disease
Familial Hypophosphatemic Rickets,Disease
Adenocarcinoma of lung (disorder),Disease
Underdeveloped supraorbital ridges,Disease
Phosphoserine aminotransferase deficiency infantile/juvenile form ORPHA:284417,Disease
Cluster Headache,Disease
Dissection of aorta,Disease
Clouding of corneal stroma,Disease
Genetic Diseases Inborn,Disease
Narrow skull shape,Disease
Visual symptoms,Disease
MALT lymphoma ORPHA:52417,Disease
Glycogen storage disease due to liver glycogen phosphorylase deficiency ORPHA:369,Disease
Abetalipoproteinemia,Disease
Hyperparathyroidism,Disease
Multiple epiphyseal dysplasia due to collagen 9 anomaly ORPHA:166002,Disease
Childhood Osteosarcoma,Disease
Cerebral arterial aneurysm,Disease
Periodontitis Juvenile,Disease
Rhinovirus B14 protease 3C,Pathogen
IGA Glomerulonephritis,Disease
Hyperimmunoglobulinemia D,Disease
Carcinoma Transitional Cell,Disease
Fragile X Syndrome,Disease
Anaplastic thyroid carcinoma,Disease
Enterovirus C RNA-directed RNA polymerase,Pathogen
Status Epilepticus,Disease
Childhood Astrocytoma,Disease
C1 inhibitor deficiency ORPHA:459353,Disease
Thyroid Diseases,Disease
Stereotyped Behavior,Disease
Hepatitis A,Disease
Acrodermatitis continua of Hallopeau ORPHA:163931,Disease
Involutional paraphrenia,Disease
Plaque Amyloid,Disease
Basal Cell Nevus Syndrome,Disease
Infection of bone,Disease
Anasarca,Disease
Primary Hyperthyroidism,Disease
Anophthalmia/microphthalmia-esophageal atresia syndrome ORPHA:77298,Disease
Horsepox virus HSPV005b (ankyrin repeats),Pathogen
X-linked non-syndromic intellectual disability ORPHA:777,Disease
Male sterility,Disease
Anterior Segment Dysgenesis,Disease
Haim-Munk syndrome ORPHA:2342,Disease
Viral respiratory infection,Disease
Adenocarcinoma of prostate,Disease
Human enterovirus C104 VP3,Pathogen
Non-Small Cell Lung Carcinoma,Disease
Fetid chronic bronchitis,Disease
Nonnuclear polymorphic congenital cataract,Disease
Autosomal dominant vitreoretinochoroidopathy ORPHA:3086,Disease
Fundic gland polyp,Disease
Human rhinovirus A90 1C,Pathogen
Virus Diseases,Disease
Abnormal pigmentation,Disease
Reactive hypoglycemia,Disease
High-Grade Squamous Intraepithelial Lesions,Disease
Ischemia,Disease
Liver Cirrhosis Experimental,Disease
Peptic Ulcer,Disease
Hypospadias,Disease
Stromal keratitis,Disease
Benign Neoplasm Of Stomach,Disease
Human rhinovirus A34 1D,Pathogen
Endometriosis,Disease
Malformations of Cortical Development Group II,Disease
Thrombophilia,Disease
Chronic idiopathic neutropenia,Disease
Primary Effusion Lymphoma,Disease
Human rhinovirus A9 2C,Pathogen
Fibromyalgia,Disease
Hospital acquired pneumonia,Disease
Polymyositis,Disease
Congenital bilateral aplasia of vas deferens,Disease
Metabolic acidosis,Disease
West Nile virus lineage 2 envelope protein E (gene: flavivirus polyprotein),Pathogen
