Interactor A Genes,Interactor B Genes,Combined Score,Taxid interactor A,Taxid interactor B,Genes,Log2FoldChange,FoldChange,Regulation
MDC1,KAT5,0.91,Homo sapiens,Homo sapiens,KAT5,-2.14353912450277,4.41844622096592,DownRegulated
KAT5,MYC,0.974,Homo sapiens,Homo sapiens,KAT5,-2.14353912450277,4.41844622096592,DownRegulated
RORA,KAT5,0.942,Homo sapiens,Homo sapiens,KAT5,-2.14353912450277,4.41844622096592,DownRegulated
LPAR6,AGT,0.904,Homo sapiens,Homo sapiens,AGT,2.12884269091398,4.37366490673506,UpRegulated
ARRB2,AGT,0.915,Homo sapiens,Homo sapiens,AGT,2.12884269091398,4.37366490673506,UpRegulated
CXCR4,AGT,0.936,Homo sapiens,Homo sapiens,AGT,2.12884269091398,4.37366490673506,UpRegulated
AGT,CXCR4,0.936,Homo sapiens,Homo sapiens,AGT,2.12884269091398,4.37366490673506,UpRegulated
AGT,LPAR6,0.904,Homo sapiens,Homo sapiens,AGT,2.12884269091398,4.37366490673506,UpRegulated
EDN1,AGT,0.953,Homo sapiens,Homo sapiens,AGT,2.12884269091398,4.37366490673506,UpRegulated
AGT,EDN1,0.953,Homo sapiens,Homo sapiens,AGT,2.12884269091398,4.37366490673506,UpRegulated
AGT,ARRB2,0.915,Homo sapiens,Homo sapiens,AGT,2.12884269091398,4.37366490673506,UpRegulated
TP53,ARID3A,0.929,Homo sapiens,Homo sapiens,ARID3A,2.12570188751448,4.36415362454087,UpRegulated
ARID3A,TP53,0.929,Homo sapiens,Homo sapiens,ARID3A,2.12570188751448,4.36415362454087,UpRegulated
BLVRA,HMOX1,0.995,Homo sapiens,Homo sapiens,BLVRA,2.11893099130472,4.34371964638499,UpRegulated
HMOX1,BLVRA,0.995,Homo sapiens,Homo sapiens,BLVRA,2.11893099130472,4.34371964638499,UpRegulated
TUBB2A,GABPB1,0.911,Homo sapiens,Homo sapiens,GABPB1,-2.10640854958236,4.30617977196769,DownRegulated
GABPB1,TUBB3,0.911,Homo sapiens,Homo sapiens,GABPB1,-2.10640854958236,4.30617977196769,DownRegulated
GABPA,GABPB1,0.999,Homo sapiens,Homo sapiens,GABPB1,-2.10640854958236,4.30617977196769,DownRegulated
TUBB2B,GABPB1,0.911,Homo sapiens,Homo sapiens,GABPB1,-2.10640854958236,4.30617977196769,DownRegulated
TUBB3,GABPB1,0.911,Homo sapiens,Homo sapiens,GABPB1,-2.10640854958236,4.30617977196769,DownRegulated
GABPB1,TUBB2A,0.911,Homo sapiens,Homo sapiens,GABPB1,-2.10640854958236,4.30617977196769,DownRegulated
GABPB1,GABPA,0.999,Homo sapiens,Homo sapiens,GABPB1,-2.10640854958236,4.30617977196769,DownRegulated
GABPB1,TUBB2B,0.911,Homo sapiens,Homo sapiens,GABPB1,-2.10640854958236,4.30617977196769,DownRegulated
PFKP,PFKFB4,0.969,Homo sapiens,Homo sapiens,PFKFB4,2.09852767689581,4.28272094566093,UpRegulated
PFKFB4,PFKP,0.969,Homo sapiens,Homo sapiens,PFKFB4,2.09852767689581,4.28272094566093,UpRegulated
PLXNA3,SEMA3F,0.999,Homo sapiens,Homo sapiens,SEMA3F,2.08705587294042,4.24880129109867,UpRegulated
SEMA3F,PLXNA3,0.999,Homo sapiens,Homo sapiens,SEMA3F,2.08705587294042,4.24880129109867,UpRegulated
DTX3L,PARP9,0.999,Homo sapiens,Homo sapiens,DTX3L,-2.07863076778784,4.22406128947377,DownRegulated
PARP9,DTX3L,0.999,Homo sapiens,Homo sapiens,DTX3L,-2.07863076778784,4.22406128947377,DownRegulated
FXR2,CYFIP2,0.999,Homo sapiens,Homo sapiens,CYFIP2,2.07801148884981,4.22224849414125,UpRegulated
CYFIP2,CRADD,0.934,Homo sapiens,Homo sapiens,CYFIP2,2.07801148884981,4.22224849414125,UpRegulated
CRADD,CYFIP2,0.934,Homo sapiens,Homo sapiens,CYFIP2,2.07801148884981,4.22224849414125,UpRegulated
CYFIP2,BAIAP2,0.941,Homo sapiens,Homo sapiens,CYFIP2,2.07801148884981,4.22224849414125,UpRegulated
CYFIP2,FXR2,0.999,Homo sapiens,Homo sapiens,CYFIP2,2.07801148884981,4.22224849414125,UpRegulated
BAIAP2,CYFIP2,0.941,Homo sapiens,Homo sapiens,CYFIP2,2.07801148884981,4.22224849414125,UpRegulated
ATP6V0D1,ATP6V0A1,0.999,Homo sapiens,Homo sapiens,ATP6V0D1,2.07167834817472,4.20375429620127,UpRegulated
ATP6V0D1,TCIRG1,0.998,Homo sapiens,Homo sapiens,ATP6V0D1,2.07167834817472,4.20375429620127,UpRegulated
ATP6V0D1,ATP6V0B,0.999,Homo sapiens,Homo sapiens,ATP6V0D1,2.07167834817472,4.20375429620127,UpRegulated
TCIRG1,ATP6V0D1,0.998,Homo sapiens,Homo sapiens,ATP6V0D1,2.07167834817472,4.20375429620127,UpRegulated
ATP6V0A1,ATP6V0D1,0.999,Homo sapiens,Homo sapiens,ATP6V0D1,2.07167834817472,4.20375429620127,UpRegulated
ATP6V0B,ATP6V0D1,0.999,Homo sapiens,Homo sapiens,ATP6V0D1,2.07167834817472,4.20375429620127,UpRegulated
ENC1,RBX1,0.936,Homo sapiens,Homo sapiens,ENC1,-2.07115256578851,4.2022225398754,DownRegulated
KLHL3,ENC1,0.915,Homo sapiens,Homo sapiens,ENC1,-2.07115256578851,4.2022225398754,DownRegulated
KCTD17,ENC1,0.905,Homo sapiens,Homo sapiens,ENC1,-2.07115256578851,4.2022225398754,DownRegulated
GAN,ENC1,0.926,Homo sapiens,Homo sapiens,ENC1,-2.07115256578851,4.2022225398754,DownRegulated
KLHL25,ENC1,0.978,Homo sapiens,Homo sapiens,ENC1,-2.07115256578851,4.2022225398754,DownRegulated
SPOP,ENC1,0.908,Homo sapiens,Homo sapiens,ENC1,-2.07115256578851,4.2022225398754,DownRegulated
RBX1,ENC1,0.936,Homo sapiens,Homo sapiens,ENC1,-2.07115256578851,4.2022225398754,DownRegulated
ENC1,GAN,0.926,Homo sapiens,Homo sapiens,ENC1,-2.07115256578851,4.2022225398754,DownRegulated
ENC1,KLHL3,0.915,Homo sapiens,Homo sapiens,ENC1,-2.07115256578851,4.2022225398754,DownRegulated
KEAP1,ENC1,0.936,Homo sapiens,Homo sapiens,ENC1,-2.07115256578851,4.2022225398754,DownRegulated
ENC1,KCTD17,0.905,Homo sapiens,Homo sapiens,ENC1,-2.07115256578851,4.2022225398754,DownRegulated
ENC1,KEAP1,0.936,Homo sapiens,Homo sapiens,ENC1,-2.07115256578851,4.2022225398754,DownRegulated
ENC1,SPOP,0.908,Homo sapiens,Homo sapiens,ENC1,-2.07115256578851,4.2022225398754,DownRegulated
ENC1,KLHL25,0.978,Homo sapiens,Homo sapiens,ENC1,-2.07115256578851,4.2022225398754,DownRegulated
ST3GAL4,FUT2,0.943,Homo sapiens,Homo sapiens,ST3GAL4,2.06874710200303,4.19522184218826,UpRegulated
ST3GAL4,FUT1,0.946,Homo sapiens,Homo sapiens,ST3GAL4,2.06874710200303,4.19522184218826,UpRegulated
FUT2,ST3GAL4,0.943,Homo sapiens,Homo sapiens,ST3GAL4,2.06874710200303,4.19522184218826,UpRegulated
FUT1,ST3GAL4,0.946,Homo sapiens,Homo sapiens,ST3GAL4,2.06874710200303,4.19522184218826,UpRegulated
SKI,SMAD1,0.908,Homo sapiens,Homo sapiens,SKI,2.06574959642336,4.18651442603965,UpRegulated
SMAD1,SKI,0.908,Homo sapiens,Homo sapiens,SKI,2.06574959642336,4.18651442603965,UpRegulated
CXCR3,CXCL5,0.923,Homo sapiens,Homo sapiens,CXCR3,-2.05735595844708,4.16222789252995,DownRegulated
CXCL5,CXCR3,0.923,Homo sapiens,Homo sapiens,CXCR3,-2.05735595844708,4.16222789252995,DownRegulated
CXCR3,CXCR4,0.969,Homo sapiens,Homo sapiens,CXCR3,-2.05735595844708,4.16222789252995,DownRegulated
CXCR4,CXCR3,0.969,Homo sapiens,Homo sapiens,CXCR3,-2.05735595844708,4.16222789252995,DownRegulated
TUBB2A,GABPB1,0.911,Homo sapiens,Homo sapiens,TUBB2A,2.05624845989897,4.15903394485231,UpRegulated
TCP1,TUBB2A,0.982,Homo sapiens,Homo sapiens,TUBB2A,2.05624845989897,4.15903394485231,UpRegulated
TUBB2A,TCP1,0.982,Homo sapiens,Homo sapiens,TUBB2A,2.05624845989897,4.15903394485231,UpRegulated
TUBB2B,TUBB2A,0.933,Homo sapiens,Homo sapiens,TUBB2A,2.05624845989897,4.15903394485231,UpRegulated
GABPB1,TUBB2A,0.911,Homo sapiens,Homo sapiens,TUBB2A,2.05624845989897,4.15903394485231,UpRegulated
TUBB2A,TUBB2B,0.933,Homo sapiens,Homo sapiens,TUBB2A,2.05624845989897,4.15903394485231,UpRegulated
KCNH2,KCNE3,0.95,Homo sapiens,Homo sapiens,KCNH2,2.05235786883258,4.14783317043841,UpRegulated
KCNE3,KCNH2,0.95,Homo sapiens,Homo sapiens,KCNH2,2.05235786883258,4.14783317043841,UpRegulated
SCN5A,KCNH2,0.978,Homo sapiens,Homo sapiens,KCNH2,2.05235786883258,4.14783317043841,UpRegulated
KCNH2,SCN5A,0.978,Homo sapiens,Homo sapiens,KCNH2,2.05235786883258,4.14783317043841,UpRegulated
TXK,PIK3CD,0.923,Homo sapiens,Homo sapiens,TXK,-2.05208029864993,4.14703521658784,DownRegulated
PIK3CD,TXK,0.923,Homo sapiens,Homo sapiens,TXK,-2.05208029864993,4.14703521658784,DownRegulated
VAV1,TXK,0.96,Homo sapiens,Homo sapiens,TXK,-2.05208029864993,4.14703521658784,DownRegulated
TXK,VAV1,0.96,Homo sapiens,Homo sapiens,TXK,-2.05208029864993,4.14703521658784,DownRegulated
DDIT3,PPP1R15A,0.949,Homo sapiens,Homo sapiens,PPP1R15A,2.03438685274976,4.09648591032543,UpRegulated
SMAD7,PPP1R15A,0.945,Homo sapiens,Homo sapiens,PPP1R15A,2.03438685274976,4.09648591032543,UpRegulated
PPP1R15A,DDIT3,0.949,Homo sapiens,Homo sapiens,PPP1R15A,2.03438685274976,4.09648591032543,UpRegulated
PPP1R15A,SMAD7,0.945,Homo sapiens,Homo sapiens,PPP1R15A,2.03438685274976,4.09648591032543,UpRegulated
DCK,ADA,0.95,Homo sapiens,Homo sapiens,ADA,2.03156162304685,4.08847161171662,UpRegulated
ADA,DCK,0.95,Homo sapiens,Homo sapiens,ADA,2.03156162304685,4.08847161171662,UpRegulated
OASL,ISG15,0.987,Homo sapiens,Homo sapiens,OASL,2.0312492567932,4.0875864888888,UpRegulated
OASL,IFIT3,0.964,Homo sapiens,Homo sapiens,OASL,2.0312492567932,4.0875864888888,UpRegulated
ISG15,OASL,0.987,Homo sapiens,Homo sapiens,OASL,2.0312492567932,4.0875864888888,UpRegulated
OASL,IFI44,0.95,Homo sapiens,Homo sapiens,OASL,2.0312492567932,4.0875864888888,UpRegulated
OASL,RNASEL,0.93,Homo sapiens,Homo sapiens,OASL,2.0312492567932,4.0875864888888,UpRegulated
OASL,IRF7,0.913,Homo sapiens,Homo sapiens,OASL,2.0312492567932,4.0875864888888,UpRegulated
IFI44,OASL,0.95,Homo sapiens,Homo sapiens,OASL,2.0312492567932,4.0875864888888,UpRegulated
RNASEL,OASL,0.93,Homo sapiens,Homo sapiens,OASL,2.0312492567932,4.0875864888888,UpRegulated
IRF7,OASL,0.913,Homo sapiens,Homo sapiens,OASL,2.0312492567932,4.0875864888888,UpRegulated
IFIT3,OASL,0.964,Homo sapiens,Homo sapiens,OASL,2.0312492567932,4.0875864888888,UpRegulated
PLIN2,BTN2A2,0.959,Homo sapiens,Homo sapiens,BTN2A2,2.01859101343117,4.05187877925176,UpRegulated
BTN2A2,PLIN2,0.959,Homo sapiens,Homo sapiens,BTN2A2,2.01859101343117,4.05187877925176,UpRegulated
PRKCA,PLCD1,0.931,Homo sapiens,Homo sapiens,PLCD1,2.01679475622959,4.04683704335875,UpRegulated
PLCD1,PRKCA,0.931,Homo sapiens,Homo sapiens,PLCD1,2.01679475622959,4.04683704335875,UpRegulated
PLCD1,INPP5A,0.932,Homo sapiens,Homo sapiens,PLCD1,2.01679475622959,4.04683704335875,UpRegulated
PLCD1,ITPR1,0.935,Homo sapiens,Homo sapiens,PLCD1,2.01679475622959,4.04683704335875,UpRegulated
ITPR1,PLCD1,0.935,Homo sapiens,Homo sapiens,PLCD1,2.01679475622959,4.04683704335875,UpRegulated
INPP5A,PLCD1,0.932,Homo sapiens,Homo sapiens,PLCD1,2.01679475622959,4.04683704335875,UpRegulated
MAP3K14,NFKB2,0.966,Homo sapiens,Homo sapiens,MAP3K14,1.99024599539434,3.97304737233142,UpRegulated
NFKB2,MAP3K14,0.966,Homo sapiens,Homo sapiens,MAP3K14,1.99024599539434,3.97304737233142,UpRegulated
LARP7,MEPCE,0.999,Homo sapiens,Homo sapiens,LARP7,-1.98948943616624,3.97096442509538,DownRegulated
LARP7,HEXIM2,0.998,Homo sapiens,Homo sapiens,LARP7,-1.98948943616624,3.97096442509538,DownRegulated
LARP7,HEXIM1,0.999,Homo sapiens,Homo sapiens,LARP7,-1.98948943616624,3.97096442509538,DownRegulated
HEXIM2,LARP7,0.998,Homo sapiens,Homo sapiens,LARP7,-1.98948943616624,3.97096442509538,DownRegulated
HEXIM1,LARP7,0.999,Homo sapiens,Homo sapiens,LARP7,-1.98948943616624,3.97096442509538,DownRegulated
MEPCE,LARP7,0.999,Homo sapiens,Homo sapiens,LARP7,-1.98948943616624,3.97096442509538,DownRegulated
ENTPD2,NME6,0.908,Homo sapiens,Homo sapiens,ENTPD2,1.98746535544246,3.96539712454352,UpRegulated
NME7,ENTPD2,0.911,Homo sapiens,Homo sapiens,ENTPD2,1.98746535544246,3.96539712454352,UpRegulated
ENTPD8,ENTPD2,0.916,Homo sapiens,Homo sapiens,ENTPD2,1.98746535544246,3.96539712454352,UpRegulated
NME6,ENTPD2,0.908,Homo sapiens,Homo sapiens,ENTPD2,1.98746535544246,3.96539712454352,UpRegulated
ENTPD2,ENTPD8,0.916,Homo sapiens,Homo sapiens,ENTPD2,1.98746535544246,3.96539712454352,UpRegulated
ENTPD2,NME7,0.911,Homo sapiens,Homo sapiens,ENTPD2,1.98746535544246,3.96539712454352,UpRegulated
GJA3,CRYGS,0.921,Homo sapiens,Homo sapiens,CRYGS,1.98372974144349,3.95514268337063,UpRegulated
CRYGS,GJA3,0.921,Homo sapiens,Homo sapiens,CRYGS,1.98372974144349,3.95514268337063,UpRegulated
RHPN2,RHOB,0.929,Homo sapiens,Homo sapiens,RHPN2,1.98205329750535,3.95054938829323,UpRegulated
RHOB,RHPN2,0.929,Homo sapiens,Homo sapiens,RHPN2,1.98205329750535,3.95054938829323,UpRegulated
LCAT,PLA2G15,0.905,Homo sapiens,Homo sapiens,PLA2G15,1.97554394182835,3.93276489189782,UpRegulated
GPCPD1,PLA2G15,0.9,Homo sapiens,Homo sapiens,PLA2G15,1.97554394182835,3.93276489189782,UpRegulated
PLA2G15,GPCPD1,0.9,Homo sapiens,Homo sapiens,PLA2G15,1.97554394182835,3.93276489189782,UpRegulated
PLA2G15,LCAT,0.905,Homo sapiens,Homo sapiens,PLA2G15,1.97554394182835,3.93276489189782,UpRegulated
DDIT4,TXNIP,0.991,Homo sapiens,Homo sapiens,TXNIP,-1.97170871114888,3.92232399507148,DownRegulated
TXNIP,DDIT4,0.991,Homo sapiens,Homo sapiens,TXNIP,-1.97170871114888,3.92232399507148,DownRegulated
SDC4,PRKCA,0.997,Homo sapiens,Homo sapiens,SDC4,1.9630332143864,3.89880828268401,UpRegulated
SDC4,GPC1,0.977,Homo sapiens,Homo sapiens,SDC4,1.9630332143864,3.89880828268401,UpRegulated
THBS1,SDC4,0.977,Homo sapiens,Homo sapiens,SDC4,1.9630332143864,3.89880828268401,UpRegulated
SDC4,THBS1,0.977,Homo sapiens,Homo sapiens,SDC4,1.9630332143864,3.89880828268401,UpRegulated
PRKCA,SDC4,0.997,Homo sapiens,Homo sapiens,SDC4,1.9630332143864,3.89880828268401,UpRegulated
GPC1,SDC4,0.977,Homo sapiens,Homo sapiens,SDC4,1.9630332143864,3.89880828268401,UpRegulated
TNNT1,TNNI2,0.998,Homo sapiens,Homo sapiens,TNNT1,1.96069972865815,3.8925072560862,UpRegulated
TNNI3,TNNT1,0.998,Homo sapiens,Homo sapiens,TNNT1,1.96069972865815,3.8925072560862,UpRegulated
TNNT1,TNNI3,0.998,Homo sapiens,Homo sapiens,TNNT1,1.96069972865815,3.8925072560862,UpRegulated
TNNI2,TNNT1,0.998,Homo sapiens,Homo sapiens,TNNT1,1.96069972865815,3.8925072560862,UpRegulated
TNNT1,TPM3,0.958,Homo sapiens,Homo sapiens,TNNT1,1.96069972865815,3.8925072560862,UpRegulated
TNNC1,TNNT1,0.99,Homo sapiens,Homo sapiens,TNNT1,1.96069972865815,3.8925072560862,UpRegulated
TPM3,TNNT1,0.958,Homo sapiens,Homo sapiens,TNNT1,1.96069972865815,3.8925072560862,UpRegulated
TNNT1,TNNC1,0.99,Homo sapiens,Homo sapiens,TNNT1,1.96069972865815,3.8925072560862,UpRegulated
HIP1R,GAK,0.94,Homo sapiens,Homo sapiens,HIP1R,1.95992396616206,3.89041474911659,UpRegulated
GAK,HIP1R,0.94,Homo sapiens,Homo sapiens,HIP1R,1.95992396616206,3.89041474911659,UpRegulated
NCAPG,AURKA,0.952,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
MYC,AURKA,0.914,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
AURKA,CCNA2,0.949,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
AURKA,KIF20A,0.936,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
AURKA,NDC80,0.933,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
PLK1,AURKA,0.997,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
CPEB4,AURKA,0.919,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
AURKA,CPEB4,0.919,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
AURKA,MYC,0.914,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
TP53,AURKA,0.998,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
HMMR,AURKA,0.97,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
KIF20A,AURKA,0.936,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
GADD45A,AURKA,0.961,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
NDC80,AURKA,0.933,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
AURKA,NCAPG,0.952,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
INCENP,AURKA,0.994,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
AURKA,CENPA,0.959,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
CCNB2,AURKA,0.988,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
AURKA,GADD45A,0.961,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
AURKA,HMMR,0.97,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
AURKA,CCNB1,0.979,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
AURKA,CCNB2,0.988,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
AURKA,INCENP,0.994,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
AURKA,PLK1,0.997,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
AURKA,TP53,0.998,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
CENPA,AURKA,0.959,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
CCNB1,AURKA,0.979,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
CCNA2,AURKA,0.949,Homo sapiens,Homo sapiens,AURKA,-1.95975207324127,3.88995124512022,DownRegulated
GNA11,ADRA2A,0.914,Homo sapiens,Homo sapiens,ADRA2A,-1.95927644232096,3.88866900869059,DownRegulated
GNA12,ADRA2A,0.924,Homo sapiens,Homo sapiens,ADRA2A,-1.95927644232096,3.88866900869059,DownRegulated
ADRA2A,GNA12,0.924,Homo sapiens,Homo sapiens,ADRA2A,-1.95927644232096,3.88866900869059,DownRegulated
ADRA2A,GNA11,0.914,Homo sapiens,Homo sapiens,ADRA2A,-1.95927644232096,3.88866900869059,DownRegulated
FZD4,WNT11,0.995,Homo sapiens,Homo sapiens,FZD4,1.95708185151594,3.88275816168625,UpRegulated
FZD4,WNT7B,0.99,Homo sapiens,Homo sapiens,FZD4,1.95708185151594,3.88275816168625,UpRegulated
WNT4,FZD4,0.969,Homo sapiens,Homo sapiens,FZD4,1.95708185151594,3.88275816168625,UpRegulated
LRP6,FZD4,0.999,Homo sapiens,Homo sapiens,FZD4,1.95708185151594,3.88275816168625,UpRegulated
FZD4,LRP6,0.999,Homo sapiens,Homo sapiens,FZD4,1.95708185151594,3.88275816168625,UpRegulated
WNT7B,FZD4,0.99,Homo sapiens,Homo sapiens,FZD4,1.95708185151594,3.88275816168625,UpRegulated
FZD4,WNT4,0.969,Homo sapiens,Homo sapiens,FZD4,1.95708185151594,3.88275816168625,UpRegulated
WNT11,FZD4,0.995,Homo sapiens,Homo sapiens,FZD4,1.95708185151594,3.88275816168625,UpRegulated
GGCX,VKORC1,0.998,Homo sapiens,Homo sapiens,VKORC1,1.95432815665471,3.87535414804901,UpRegulated
VKORC1,GGCX,0.998,Homo sapiens,Homo sapiens,VKORC1,1.95432815665471,3.87535414804901,UpRegulated
PFKP,ALDOC,0.979,Homo sapiens,Homo sapiens,ALDOC,1.94416432322399,3.84814809845736,UpRegulated
ENO2,ALDOC,0.957,Homo sapiens,Homo sapiens,ALDOC,1.94416432322399,3.84814809845736,UpRegulated
PGAM4,ALDOC,0.93,Homo sapiens,Homo sapiens,ALDOC,1.94416432322399,3.84814809845736,UpRegulated
ALDOC,PGAM4,0.93,Homo sapiens,Homo sapiens,ALDOC,1.94416432322399,3.84814809845736,UpRegulated
ALDOC,HK1,0.907,Homo sapiens,Homo sapiens,ALDOC,1.94416432322399,3.84814809845736,UpRegulated
ALDOC,PFKP,0.979,Homo sapiens,Homo sapiens,ALDOC,1.94416432322399,3.84814809845736,UpRegulated
HK1,ALDOC,0.907,Homo sapiens,Homo sapiens,ALDOC,1.94416432322399,3.84814809845736,UpRegulated
ALDOC,ENO2,0.957,Homo sapiens,Homo sapiens,ALDOC,1.94416432322399,3.84814809845736,UpRegulated
RAD9A,MDC1,0.922,Homo sapiens,Homo sapiens,RAD9A,1.94363519674908,3.8467370007318,UpRegulated
BRCA2,RAD9A,0.931,Homo sapiens,Homo sapiens,RAD9A,1.94363519674908,3.8467370007318,UpRegulated
RAD9A,BRCA2,0.931,Homo sapiens,Homo sapiens,RAD9A,1.94363519674908,3.8467370007318,UpRegulated
MDC1,RAD9A,0.922,Homo sapiens,Homo sapiens,RAD9A,1.94363519674908,3.8467370007318,UpRegulated
SLC30A1,TMC8,0.964,Homo sapiens,Homo sapiens,TMC8,1.94146322967902,3.84095012282264,UpRegulated
TMC8,SLC30A1,0.964,Homo sapiens,Homo sapiens,TMC8,1.94146322967902,3.84095012282264,UpRegulated
TP53,TNFRSF10B,0.908,Homo sapiens,Homo sapiens,TNFRSF10B,1.94007530917918,3.83725677820164,UpRegulated
CASP8,TNFRSF10B,0.999,Homo sapiens,Homo sapiens,TNFRSF10B,1.94007530917918,3.83725677820164,UpRegulated
TNFRSF10B,CASP8,0.999,Homo sapiens,Homo sapiens,TNFRSF10B,1.94007530917918,3.83725677820164,UpRegulated
TNFRSF10B,TP53,0.908,Homo sapiens,Homo sapiens,TNFRSF10B,1.94007530917918,3.83725677820164,UpRegulated
KIF20A,CENPA,0.913,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
ZWINT,CENPA,0.908,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
PLK1,CENPA,0.988,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
TTK,CENPA,0.905,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
AURKA,CENPA,0.959,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
CENPA,CCNB1,0.953,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
NDC80,CENPA,0.917,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
CENPA,KIF20A,0.913,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
CENPA,CENPK,0.997,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
CENPA,ZWINT,0.908,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
CENPA,TTK,0.905,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
CENPA,PLK1,0.988,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
CENPA,CCNB2,0.975,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
CENPA,NUF2,0.936,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
CENPA,NDC80,0.917,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
CENPA,OIP5,0.981,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
CENPA,AURKA,0.959,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
CCNA2,CENPA,0.99,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
CCNB1,CENPA,0.953,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
CENPK,CENPA,0.997,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
CENPA,CCNA2,0.99,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
NUF2,CENPA,0.936,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
OIP5,CENPA,0.981,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
CCNB2,CENPA,0.975,Homo sapiens,Homo sapiens,CENPA,-1.92635355445251,3.80093289402585,DownRegulated
FUT1,FUT2,0.907,Homo sapiens,Homo sapiens,FUT1,1.92353410351785,3.79351200556757,UpRegulated
FUT1,ST3GAL4,0.946,Homo sapiens,Homo sapiens,FUT1,1.92353410351785,3.79351200556757,UpRegulated
FUT2,FUT1,0.907,Homo sapiens,Homo sapiens,FUT1,1.92353410351785,3.79351200556757,UpRegulated
