#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
DDIT4	TXNIP	9606.ENSP00000307305	9606.ENSP00000462521	0	0	0	0	0.088	0.292	0	0.988	0.991
DDX17	AURKA	9606.ENSP00000380033	9606.ENSP00000216911	0	0.002	0	0	0	0.503	0	0.050	0.507
DDX17	RRP9	9606.ENSP00000380033	9606.ENSP00000232888	0	0	0	0	0.288	0.066	0	0.315	0.504
DDX17	ZC3HAV1	9606.ENSP00000380033	9606.ENSP00000242351	0	0	0	0	0.117	0	0	0.632	0.661
DDX17	SNRPB2	9606.ENSP00000380033	9606.ENSP00000246071	0	0	0	0	0.113	0.114	0	0.386	0.476
DDX17	APOE	9606.ENSP00000380033	9606.ENSP00000252486	0	0	0	0	0	0	0	0.432	0.432
DDX17	CREBBP	9606.ENSP00000380033	9606.ENSP00000262367	0	0	0	0	0.085	0.299	0	0.486	0.642
DDX17	EP300	9606.ENSP00000380033	9606.ENSP00000263253	0	0	0	0	0.142	0.631	0	0.622	0.870
DDX17	HNRNPH3	9606.ENSP00000380033	9606.ENSP00000265866	0	0	0	0	0.138	0.506	0	0.287	0.670
DDX17	TMPO	9606.ENSP00000380033	9606.ENSP00000266732	0	0	0	0	0.163	0.331	0	0.051	0.422
DDX17	TARBP2	9606.ENSP00000380033	9606.ENSP00000266987	0	0	0	0	0.062	0.053	0	0.391	0.412
DDX17	TP53	9606.ENSP00000380033	9606.ENSP00000269305	0	0	0	0	0.045	0.364	0	0.955	0.970
DDX17	PA2G4	9606.ENSP00000380033	9606.ENSP00000302886	0	0	0	0	0.415	0.052	0	0.090	0.451
DDX17	FOS	9606.ENSP00000380033	9606.ENSP00000306245	0	0	0	0	0.042	0.308	0	0.264	0.470
DDX17	MEPCE	9606.ENSP00000380033	9606.ENSP00000308546	0	0	0	0	0.054	0.421	0	0.072	0.447
DDX17	RRS1	9606.ENSP00000380033	9606.ENSP00000322396	0	0	0	0	0.381	0.097	0	0.097	0.451
DDX17	HNRNPM	9606.ENSP00000380033	9606.ENSP00000325376	0.042	0	0	0	0.289	0.094	0	0.859	0.901
DDX17	NRIP1	9606.ENSP00000380033	9606.ENSP00000327213	0	0	0	0	0.043	0	0	0.404	0.405
DDX17	DDX28	9606.ENSP00000380033	9606.ENSP00000332340	0	0	0.199	0.654	0.220	0	0	0.141	0.417
DDX17	SREK1	9606.ENSP00000380033	9606.ENSP00000334538	0	0	0	0	0.140	0.292	0	0.192	0.465
DDX17	HNRNPA1	9606.ENSP00000380033	9606.ENSP00000341826	0	0	0	0	0.277	0.645	0	0.517	0.865
DDX17	PTBP1	9606.ENSP00000380033	9606.ENSP00000349428	0	0	0	0	0.163	0.181	0	0.308	0.484
DDX17	TOP1	9606.ENSP00000380033	9606.ENSP00000354522	0	0	0	0	0.083	0.440	0	0.150	0.526
DDX17	SYNCRIP	9606.ENSP00000380033	9606.ENSP00000358635	0	0	0	0	0.101	0.221	0	0.306	0.472
DDX17	RBMX	9606.ENSP00000380033	9606.ENSP00000359645	0	0	0	0	0.145	0.462	0	0.442	0.721
DDX17	JUN	9606.ENSP00000380033	9606.ENSP00000360266	0	0	0	0	0.056	0.131	0	0.371	0.439
DDX17	ZWINT	9606.ENSP00000380033	9606.ENSP00000363055	0	0	0	0	0	0.780	0	0	0.780
DDX17	RBM7	9606.ENSP00000380033	9606.ENSP00000364639	0	0	0	0	0.082	0.230	0	0.418	0.553
DDX17	DHX16	9606.ENSP00000380033	9606.ENSP00000365625	0	0	0	0	0.072	0.122	0	0.438	0.502
DDX17	MYC	9606.ENSP00000380033	9606.ENSP00000478887	0	0	0	0	0	0.216	0	0.348	0.466
DDX17	PNPT1	9606.ENSP00000380033	9606.ENSP00000400646	0.053	0	0	0	0.308	0.230	0	0.182	0.532
DDX17	NSA2	9606.ENSP00000380033	9606.ENSP00000483484	0	0	0	0	0.393	0.277	0	0.120	0.580
DDX17	DDX6	9606.ENSP00000380033	9606.ENSP00000478754	0	0	0.166	0.736	0.125	0.095	0	0.444	0.584
DDX17	CTCF	9606.ENSP00000380033	9606.ENSP00000494538	0	0	0	0	0.077	0.490	0	0.189	0.585
DDX17	AKIRIN1	9606.ENSP00000380033	9606.ENSP00000392678	0	0	0	0	0.050	0.298	0	0.429	0.586
DDX17	EIF4A3	9606.ENSP00000380033	9606.ENSP00000497641	0	0	0.139	0.797	0.294	0.592	0	0.156	0.763
DDX28	MRPL27	9606.ENSP00000332340	9606.ENSP00000225969	0	0	0	0	0.083	0.907	0	0.041	0.912
DDX28	RRP9	9606.ENSP00000332340	9606.ENSP00000232888	0	0	0	0	0.580	0.066	0	0.261	0.685
DDX28	PPAN	9606.ENSP00000332340	9606.ENSP00000253107	0	0	0	0	0.554	0.128	0	0	0.594
DDX28	TACO1	9606.ENSP00000332340	9606.ENSP00000258975	0.056	0	0	0	0.099	0.088	0	0.472	0.535
DDX28	MRPS18B	9606.ENSP00000332340	9606.ENSP00000259873	0	0	0	0	0.133	0.095	0	0.330	0.429
DDX28	MRPL15	9606.ENSP00000332340	9606.ENSP00000260102	0	0	0	0	0.109	0.830	0	0.057	0.845
DDX28	MTIF2	9606.ENSP00000332340	9606.ENSP00000263629	0	0	0	0	0.121	0.170	0	0.440	0.556
DDX28	TRUB1	9606.ENSP00000332340	9606.ENSP00000298746	0.050	0	0	0	0.349	0.114	0	0.100	0.440
DDX28	PA2G4	9606.ENSP00000332340	9606.ENSP00000302886	0	0	0	0	0.407	0.052	0	0.090	0.444
DDX28	DUS3L	9606.ENSP00000332340	9606.ENSP00000311977	0.042	0	0	0	0.490	0.076	0	0.077	0.528
DDX28	METTL1	9606.ENSP00000332340	9606.ENSP00000314441	0	0	0	0	0.628	0.096	0	0.068	0.659
DDX28	YARS2	9606.ENSP00000332340	9606.ENSP00000320658	0.053	0	0	0	0.203	0.471	0	0.191	0.634
DDX28	RRS1	9606.ENSP00000332340	9606.ENSP00000322396	0	0	0	0	0.683	0.097	0	0.152	0.736
DDX28	MRPL54	9606.ENSP00000332340	9606.ENSP00000331849	0	0	0	0	0.067	0.800	0	0	0.805
DDX28	DDX17	9606.ENSP00000332340	9606.ENSP00000380033	0	0	0.199	0.654	0.220	0	0	0.141	0.417
DDX28	TOE1	9606.ENSP00000332340	9606.ENSP00000361162	0	0	0	0	0.455	0	0	0.077	0.475
DDX28	EIF4A3	9606.ENSP00000332340	9606.ENSP00000497641	0	0	0.178	0.707	0.352	0.067	0	0.088	0.486
DDX28	TFB2M	9606.ENSP00000332340	9606.ENSP00000355471	0.042	0	0	0	0.426	0.054	0	0.256	0.561
DDX28	PNPT1	9606.ENSP00000332340	9606.ENSP00000400646	0.053	0	0	0	0.302	0.273	0	0.262	0.598
DDX28	NSA2	9606.ENSP00000332340	9606.ENSP00000483484	0	0	0	0	0.386	0.277	0	0.233	0.630
DDX28	MPV17L2	9606.ENSP00000332340	9606.ENSP00000469836	0	0	0	0	0.107	0	0	0.607	0.634
DDX28	MRM1	9606.ENSP00000332340	9606.ENSP00000481559	0.042	0	0	0	0.136	0.180	0	0.600	0.692
DDX28	GTPBP8	9606.ENSP00000332340	9606.ENSP00000373176	0	0	0	0	0.094	0.186	0	0.665	0.731
DDX28	MRPL50	9606.ENSP00000332340	9606.ENSP00000363999	0	0	0	0	0.058	0.811	0	0.050	0.816
DDX28	MRPL19	9606.ENSP00000332340	9606.ENSP00000377486	0	0	0	0	0.077	0.805	0	0.098	0.823
DDX28	TRUB2	9606.ENSP00000332340	9606.ENSP00000361982	0.050	0	0	0	0.151	0.655	0	0.543	0.856
DDX28	FASTKD2	9606.ENSP00000332340	9606.ENSP00000385990	0	0	0	0	0.067	0.736	0	0.670	0.911
DDX6	FAM98A	9606.ENSP00000478754	9606.ENSP00000238823	0	0	0	0	0.067	0.236	0	0.227	0.401
DDX6	ZC3HAV1	9606.ENSP00000478754	9606.ENSP00000242351	0	0	0	0	0.060	0.167	0	0.534	0.603
DDX6	FXR2	9606.ENSP00000478754	9606.ENSP00000250113	0	0	0	0	0.067	0.210	0	0.664	0.731
DDX6	CPEB4	9606.ENSP00000478754	9606.ENSP00000265085	0	0	0	0	0.089	0.202	0	0.719	0.778
DDX6	TARBP2	9606.ENSP00000478754	9606.ENSP00000266987	0	0	0	0	0	0.053	0.900	0.534	0.952
DDX6	PABPC3	9606.ENSP00000478754	9606.ENSP00000281589	0	0	0	0	0.074	0.269	0	0.393	0.554
DDX6	MEPCE	9606.ENSP00000478754	9606.ENSP00000308546	0	0	0	0	0.076	0.440	0	0.072	0.478
DDX6	TRIM25	9606.ENSP00000478754	9606.ENSP00000323889	0	0	0	0	0.054	0.077	0	0.528	0.552
DDX6	HEXIM1	9606.ENSP00000478754	9606.ENSP00000328773	0	0	0	0	0.067	0.448	0	0.064	0.475
DDX6	HNRNPA1	9606.ENSP00000478754	9606.ENSP00000341826	0	0	0	0	0.085	0.279	0	0.337	0.525
DDX6	TDRD6	9606.ENSP00000478754	9606.ENSP00000346065	0	0	0	0	0.055	0.190	0	0.293	0.411
DDX6	DYNC1H1	9606.ENSP00000478754	9606.ENSP00000348965	0	0.007	0	0	0.099	0	0	0.383	0.421
DDX6	SYNCRIP	9606.ENSP00000478754	9606.ENSP00000358635	0	0	0	0	0.101	0.208	0	0.287	0.448
DDX6	PIM1	9606.ENSP00000478754	9606.ENSP00000362608	0	0	0	0	0.101	0.841	0	0.115	0.862
DDX6	DHX16	9606.ENSP00000478754	9606.ENSP00000365625	0	0	0	0	0.088	0.122	0	0.456	0.526
DDX6	SRPK2	9606.ENSP00000478754	9606.ENSP00000377262	0	0	0	0	0.113	0.333	0	0.082	0.410
DDX6	AFF1	9606.ENSP00000478754	9606.ENSP00000378578	0	0	0	0	0.089	0.331	0	0.127	0.422
DDX6	DDX17	9606.ENSP00000478754	9606.ENSP00000380033	0	0	0.166	0.736	0.125	0.095	0	0.444	0.584
DDX6	XPO1	9606.ENSP00000478754	9606.ENSP00000384863	0	0	0	0	0.172	0.070	0	0.525	0.603
DDX6	EIF4B	9606.ENSP00000478754	9606.ENSP00000388806	0	0	0	0	0.101	0.109	0	0.608	0.659
DDX6	UBAP2L	9606.ENSP00000478754	9606.ENSP00000389445	0	0	0	0	0.097	0.234	0	0.270	0.451
DDX6	PNPT1	9606.ENSP00000478754	9606.ENSP00000400646	0.053	0	0	0	0.303	0.230	0	0.191	0.534
DDX6	LARP7	9606.ENSP00000478754	9606.ENSP00000422626	0	0	0	0	0.087	0.544	0	0.150	0.616
DDX6	NSA2	9606.ENSP00000478754	9606.ENSP00000483484	0	0	0	0	0.112	0.277	0	0.170	0.421
DDX6	MYC	9606.ENSP00000478754	9606.ENSP00000478887	0	0	0	0	0.099	0.174	0	0.325	0.453
DDX6	PAN2	9606.ENSP00000478754	9606.ENSP00000481859	0	0	0	0	0.063	0.230	0	0.324	0.470
DEAF1	DRD4	9606.ENSP00000371846	9606.ENSP00000176183	0	0	0	0	0.049	0	0	0.404	0.409
DEAF1	ZMYND10	9606.ENSP00000371846	9606.ENSP00000231749	0	0	0	0	0.042	0	0	0.442	0.443
DEAF1	ZBTB33	9606.ENSP00000371846	9606.ENSP00000450969	0	0	0	0	0	0.063	0	0.410	0.423
DEAF1	TMEM80	9606.ENSP00000371846	9606.ENSP00000380646	0	0	0	0	0.060	0	0	0.447	0.458
DEAF1	SMYD5	9606.ENSP00000371846	9606.ENSP00000374152	0	0	0	0	0.067	0.058	0	0.523	0.544
DEFB1	IL10RA	9606.ENSP00000297439	9606.ENSP00000227752	0	0	0	0	0.047	0	0	0.453	0.456
DEFB1	IL1B	9606.ENSP00000297439	9606.ENSP00000263341	0	0	0	0	0.048	0	0	0.515	0.518
DEFB1	IL10RB	9606.ENSP00000297439	9606.ENSP00000290200	0	0	0	0	0	0	0	0.425	0.424
DEFB1	BEND3	9606.ENSP00000297439	9606.ENSP00000411268	0	0	0	0	0	0	0	0.403	0.403
DEFB1	PLK1	9606.ENSP00000297439	9606.ENSP00000300093	0	0	0	0	0	0	0	0.465	0.465
DEFB1	CXCR4	9606.ENSP00000297439	9606.ENSP00000386884	0	0	0	0	0	0	0	0.496	0.495
DEGS1	SGPP1	9606.ENSP00000316476	9606.ENSP00000247225	0	0	0	0	0.062	0	0.900	0.454	0.944
DEGS1	FADS3	9606.ENSP00000316476	9606.ENSP00000278829	0	0	0	0	0	0	0	0.520	0.520
DEGS1	GBA2	9606.ENSP00000316476	9606.ENSP00000367343	0	0	0	0	0	0	0.900	0.255	0.922
DEGS1	SMPD1	9606.ENSP00000316476	9606.ENSP00000340409	0	0	0	0	0.043	0	0.900	0.555	0.953
DEGS1	SGMS2	9606.ENSP00000316476	9606.ENSP00000378176	0	0	0	0	0.109	0	0.900	0.522	0.953
DEGS1	CERS5	9606.ENSP00000316476	9606.ENSP00000325485	0	0	0	0	0.062	0.071	0.911	0.675	0.971
DENND2D	ELL	9606.ENSP00000350266	9606.ENSP00000262809	0	0	0	0	0	0.741	0	0	0.741
DENND2D	AFF4	9606.ENSP00000350266	9606.ENSP00000265343	0	0	0	0	0	0.422	0	0	0.422
DENND2D	GDI1	9606.ENSP00000350266	9606.ENSP00000394071	0	0	0	0	0	0	0.400	0.064	0.414
DENND2D	RHOBTB3	9606.ENSP00000350266	9606.ENSP00000369318	0	0	0	0	0	0	0	0.415	0.415
DENND2D	CHM	9606.ENSP00000350266	9606.ENSP00000350386	0	0	0	0	0.074	0	0.400	0	0.421
DENND2D	C1orf52	9606.ENSP00000350266	9606.ENSP00000419417	0	0	0	0	0	0.439	0	0	0.439
DENND2D	RAB9A	9606.ENSP00000350266	9606.ENSP00000420127	0	0	0	0	0.044	0	0.400	0.423	0.640
DENND3	ULK1	9606.ENSP00000428714	9606.ENSP00000324560	0	0	0	0	0.060	0	0.750	0.084	0.766
DENND3	DENND5A	9606.ENSP00000428714	9606.ENSP00000328524	0	0	0	0.551	0.075	0.254	0	0.229	0.422
DENND3	CHM	9606.ENSP00000428714	9606.ENSP00000350386	0	0	0	0	0.042	0	0.500	0	0.500
DENND3	PLEKHM1	9606.ENSP00000428714	9606.ENSP00000389913	0	0	0.344	0	0.068	0	0	0.104	0.404
DENND3	GDI1	9606.ENSP00000428714	9606.ENSP00000394071	0	0	0	0	0.049	0	0.500	0	0.504
DENND3	SLC45A4	9606.ENSP00000428714	9606.ENSP00000428137	0	0.099	0	0	0.075	0	0	0.541	0.585
DENND5A	RAB36	9606.ENSP00000328524	9606.ENSP00000263116	0	0	0	0	0	0.264	0	0.241	0.417
DENND5A	DENND3	9606.ENSP00000328524	9606.ENSP00000428714	0	0	0	0.551	0.075	0.254	0	0.229	0.422
DENND5A	GDI1	9606.ENSP00000328524	9606.ENSP00000394071	0	0	0	0	0.098	0	0.400	0	0.435
DENND5A	CHM	9606.ENSP00000328524	9606.ENSP00000350386	0	0	0	0	0.049	0	0.400	0.137	0.465
DEPDC1B	AURKA	9606.ENSP00000265036	9606.ENSP00000216911	0	0	0	0	0.498	0	0	0.058	0.507
DEPDC1B	RHOV	9606.ENSP00000265036	9606.ENSP00000220507	0	0	0	0	0.055	0.163	0.500	0.045	0.571
DEPDC1B	OIP5	9606.ENSP00000265036	9606.ENSP00000220514	0	0	0	0	0.774	0	0	0	0.774
DEPDC1B	NCAPG	9606.ENSP00000265036	9606.ENSP00000251496	0	0	0	0	0.657	0	0	0.270	0.739
DEPDC1B	CCNB1	9606.ENSP00000265036	9606.ENSP00000256442	0	0	0	0	0.822	0	0	0.164	0.845
DEPDC1B	NDC80	9606.ENSP00000265036	9606.ENSP00000261597	0	0	0	0	0.529	0	0	0.060	0.538
DEPDC1B	PLD2	9606.ENSP00000265036	9606.ENSP00000263088	0	0	0	0	0	0	0.400	0.054	0.408
DEPDC1B	MCAM	9606.ENSP00000265036	9606.ENSP00000264036	0	0	0	0	0	0	0.400	0	0.400
DEPDC1B	GIT1	9606.ENSP00000265036	9606.ENSP00000378338	0	0	0	0	0	0	0.400	0	0.400
DEPDC1B	WIPF2	9606.ENSP00000265036	9606.ENSP00000320924	0	0	0	0	0	0	0.400	0	0.400
DEPDC1B	TAOK3	9606.ENSP00000265036	9606.ENSP00000376317	0	0	0	0	0.055	0	0.400	0	0.408
DEPDC1B	TRIP10	9606.ENSP00000265036	9606.ENSP00000320117	0	0	0	0	0.056	0	0.400	0	0.409
DEPDC1B	FNBP1	9606.ENSP00000265036	9606.ENSP00000413625	0	0	0	0	0.056	0	0.400	0	0.409
DEPDC1B	DAAM1	9606.ENSP00000265036	9606.ENSP00000378557	0	0	0	0	0.061	0	0.400	0	0.412
DEPDC1B	EPHA2	9606.ENSP00000265036	9606.ENSP00000351209	0	0	0	0	0.062	0	0.400	0.041	0.413
DEPDC1B	CDC42BPB	9606.ENSP00000265036	9606.ENSP00000355237	0	0	0	0	0.056	0	0.400	0.052	0.416
DEPDC1B	CENPK	9606.ENSP00000265036	9606.ENSP00000379911	0	0	0	0	0.378	0	0	0.122	0.431
DEPDC1B	SLC1A5	9606.ENSP00000265036	9606.ENSP00000444408	0	0	0	0	0.086	0	0.400	0.068	0.444
DEPDC1B	IFI30	9606.ENSP00000265036	9606.ENSP00000384886	0	0	0	0	0	0.445	0	0	0.445
DEPDC1B	PLK1	9606.ENSP00000265036	9606.ENSP00000300093	0	0	0	0	0.389	0	0	0.147	0.457
DEPDC1B	RHOF	9606.ENSP00000265036	9606.ENSP00000267205	0	0	0	0	0.052	0.125	0.400	0	0.458
DEPDC1B	RHOD	9606.ENSP00000265036	9606.ENSP00000308576	0	0	0	0	0.051	0.125	0.400	0	0.458
DEPDC1B	MYO9B	9606.ENSP00000265036	9606.ENSP00000471457	0	0	0	0	0.057	0.052	0.400	0.132	0.472
DEPDC1B	RACGAP1	9606.ENSP00000265036	9606.ENSP00000404190	0	0	0	0	0.414	0	0	0.149	0.480
DEPDC1B	CDC25C	9606.ENSP00000265036	9606.ENSP00000321656	0	0	0	0	0.450	0	0	0.097	0.482
DEPDC1B	MKI67	9606.ENSP00000265036	9606.ENSP00000357643	0	0	0	0	0.478	0	0	0.098	0.510
DEPDC1B	ZWINT	9606.ENSP00000265036	9606.ENSP00000363055	0	0	0	0	0.450	0	0	0.175	0.527
DEPDC1B	TMPO	9606.ENSP00000265036	9606.ENSP00000266732	0	0	0	0	0.248	0	0.400	0.057	0.537
DEPDC1B	CDCA3	9606.ENSP00000265036	9606.ENSP00000442068	0	0	0	0	0.523	0	0	0.127	0.566
DEPDC1B	RND1	9606.ENSP00000265036	9606.ENSP00000308461	0	0	0	0	0.053	0.163	0.500	0.042	0.569
DEPDC1B	RHOB	9606.ENSP00000265036	9606.ENSP00000272233	0	0	0	0	0.064	0.164	0.500	0.042	0.575
DEPDC1B	CENPA	9606.ENSP00000265036	9606.ENSP00000336868	0	0	0	0	0.563	0	0	0.116	0.597
DEPDC1B	CCNB2	9606.ENSP00000265036	9606.ENSP00000288207	0	0	0	0	0.550	0	0	0.168	0.610
DEPDC1B	RHOU	9606.ENSP00000265036	9606.ENSP00000355652	0	0	0	0	0.055	0.152	0.500	0.157	0.617
DEPDC1B	TTK	9606.ENSP00000265036	9606.ENSP00000358813	0	0	0	0	0.609	0	0	0.067	0.620
DEPDC1B	PLK4	9606.ENSP00000265036	9606.ENSP00000270861	0	0	0	0	0.502	0	0	0.270	0.621
DEPDC1B	ARHGAP1	9606.ENSP00000265036	9606.ENSP00000310491	0	0	0	0	0	0	0.400	0.419	0.636
DEPDC1B	CCNA2	9606.ENSP00000265036	9606.ENSP00000481380	0	0	0	0	0.670	0	0	0.085	0.685
DEPDC1B	FAM83D	9606.ENSP00000265036	9606.ENSP00000481465	0	0	0	0	0.475	0	0	0.451	0.699
DEPDC1B	KIF20A	9606.ENSP00000265036	9606.ENSP00000378356	0	0	0	0	0.669	0	0	0.406	0.795
DEPDC1B	NUF2	9606.ENSP00000265036	9606.ENSP00000271452	0	0	0	0	0.799	0	0	0.095	0.810
DEPDC1B	HMMR	9606.ENSP00000265036	9606.ENSP00000377492	0	0	0	0	0.781	0.049	0	0.171	0.812
DEPDC1B	KIF15	9606.ENSP00000265036	9606.ENSP00000324020	0	0	0	0	0.785	0	0	0.185	0.817
DEPDC7	ABTB2	9606.ENSP00000241051	9606.ENSP00000410157	0	0	0	0	0.049	0	0	0.532	0.536
DEPDC7	CARD14	9606.ENSP00000241051	9606.ENSP00000498071	0	0	0	0	0	0	0	0.631	0.631
DET1	CDC34	9606.ENSP00000456340	9606.ENSP00000215574	0	0	0	0	0	0.105	0	0.408	0.448
DET1	RBX1	9606.ENSP00000456340	9606.ENSP00000216225	0	0	0	0	0	0.328	0.900	0.988	0.999
DET1	FOS	9606.ENSP00000456340	9606.ENSP00000306245	0	0	0	0	0	0.626	0	0.123	0.658
DET1	ETV5	9606.ENSP00000456340	9606.ENSP00000306894	0	0	0	0	0	0.801	0	0.549	0.906
DET1	CUL1	9606.ENSP00000456340	9606.ENSP00000326804	0	0	0	0	0	0	0	0.427	0.427
DET1	PIF1	9606.ENSP00000456340	9606.ENSP00000328174	0	0	0	0	0	0	0	0.506	0.506
DET1	ETS2	9606.ENSP00000456340	9606.ENSP00000353344	0	0	0	0	0	0.292	0	0.518	0.644
DET1	JUN	9606.ENSP00000456340	9606.ENSP00000360266	0	0	0	0	0	0.292	0	0.650	0.741
DET1	STK40	9606.ENSP00000456340	9606.ENSP00000362222	0	0	0	0	0	0.776	0	0.212	0.815
DET1	CRY2	9606.ENSP00000456340	9606.ENSP00000478187	0	0	0	0	0.049	0.314	0	0.594	0.712
DFFA	CASP6	9606.ENSP00000366237	9606.ENSP00000265164	0	0	0	0	0.049	0.046	0	0.706	0.709
DFFA	TP53	9606.ENSP00000366237	9606.ENSP00000269305	0	0	0	0	0.060	0	0	0.415	0.426
DFFA	CASP9	9606.ENSP00000366237	9606.ENSP00000330237	0	0	0	0	0.049	0.045	0	0.594	0.599
DFFA	CASP8	9606.ENSP00000366237	9606.ENSP00000351273	0	0	0	0	0.049	0.045	0	0.582	0.587
DFFA	CIDEC	9606.ENSP00000366237	9606.ENSP00000373328	0	0	0	0	0	0	0	0.916	0.916
DGAT1	PLA2G15	9606.ENSP00000482264	9606.ENSP00000219345	0	0	0	0	0.048	0.296	0	0.263	0.463
DGAT1	PLIN3	9606.ENSP00000482264	9606.ENSP00000221957	0	0	0	0	0.060	0.046	0	0.610	0.620
DGAT1	ALG5	9606.ENSP00000482264	9606.ENSP00000239891	0	0.595	0	0	0	0.072	0	0	0.608
DGAT1	LIPE	9606.ENSP00000482264	9606.ENSP00000244289	0	0	0	0	0.072	0	0	0.738	0.746
DGAT1	APOE	9606.ENSP00000482264	9606.ENSP00000252486	0	0	0	0	0.105	0	0	0.405	0.444
DGAT1	ACSS2	9606.ENSP00000482264	9606.ENSP00000253382	0	0	0	0	0.138	0	0	0.493	0.544
DGAT1	LIPG	9606.ENSP00000482264	9606.ENSP00000261292	0	0	0	0	0	0	0.650	0.256	0.728
DGAT1	LPCAT3	9606.ENSP00000482264	9606.ENSP00000261407	0	0	0	0	0.097	0	0	0.564	0.590
DGAT1	LCAT	9606.ENSP00000482264	9606.ENSP00000264005	0	0	0	0	0	0.296	0	0.492	0.627
DGAT1	DGKD	9606.ENSP00000482264	9606.ENSP00000264057	0	0	0	0	0.062	0	0.650	0.236	0.727
DGAT1	SCAP	9606.ENSP00000482264	9606.ENSP00000265565	0	0	0	0	0.201	0	0	0.349	0.458
DGAT1	CPT1A	9606.ENSP00000482264	9606.ENSP00000265641	0	0	0	0	0.048	0	0	0.653	0.656
DGAT1	DGKQ	9606.ENSP00000482264	9606.ENSP00000273814	0	0	0	0	0.143	0	0.650	0.266	0.760
DGAT1	PLIN2	9606.ENSP00000482264	9606.ENSP00000276914	0	0	0	0	0.055	0.046	0	0.689	0.695
DGAT1	ADH5	9606.ENSP00000482264	9606.ENSP00000296412	0	0	0	0	0.067	0	0.900	0.152	0.913
DGAT1	MBOAT2	9606.ENSP00000482264	9606.ENSP00000302177	0	0	0	0	0.048	0	0	0.717	0.719
DGAT1	IRS1	9606.ENSP00000482264	9606.ENSP00000304895	0	0	0	0	0	0.052	0	0.429	0.436
DGAT1	AGPAT4	9606.ENSP00000482264	9606.ENSP00000314036	0	0	0	0	0.065	0	0	0.417	0.431
DGAT1	MLXIPL	9606.ENSP00000482264	9606.ENSP00000320886	0	0	0	0	0.072	0	0	0.614	0.627
DGAT1	SLC2A4	9606.ENSP00000482264	9606.ENSP00000320935	0	0	0	0	0.059	0	0	0.507	0.516
DGAT1	INSIG1	9606.ENSP00000482264	9606.ENSP00000344741	0	0	0	0	0.107	0	0	0.435	0.474
DGAT1	ACSL3	9606.ENSP00000482264	9606.ENSP00000350012	0	0	0	0	0.045	0	0	0.867	0.867
DGAT1	AGPAT2	9606.ENSP00000482264	9606.ENSP00000360761	0	0	0	0	0.111	0	0	0.660	0.685
DGAT1	PLIN5	9606.ENSP00000482264	9606.ENSP00000371272	0	0	0	0	0.055	0.046	0	0.582	0.591
DGAT1	VLDLR	9606.ENSP00000482264	9606.ENSP00000371532	0	0	0	0	0.051	0	0	0.401	0.407
DGAT1	CIDEC	9606.ENSP00000482264	9606.ENSP00000373328	0	0	0	0	0.056	0	0	0.544	0.551
DGAT1	DHRS9	9606.ENSP00000482264	9606.ENSP00000389241	0	0	0	0	0.108	0	0.900	0.177	0.920
DGAT1	DGKZ	9606.ENSP00000482264	9606.ENSP00000412178	0	0	0	0	0.067	0	0.650	0.171	0.705
DGAT1	ACSL1	9606.ENSP00000482264	9606.ENSP00000422607	0	0	0	0	0.058	0	0	0.851	0.854
DGAT1	PCYT2	9606.ENSP00000482264	9606.ENSP00000442050	0	0	0	0	0.138	0.068	0	0.432	0.504
DGAT1	RDH12	9606.ENSP00000482264	9606.ENSP00000449079	0	0	0	0	0.103	0	0.900	0.229	0.924
DGAT1	DHRS3	9606.ENSP00000482264	9606.ENSP00000480439	0	0	0	0	0.061	0	0.900	0.230	0.921
DGAT1	PLIN4	9606.ENSP00000482264	9606.ENSP00000488481	0	0	0	0	0.075	0.046	0	0.425	0.449
DGAT1	LPIN3	9606.ENSP00000482264	9606.ENSP00000487971	0	0	0	0	0	0.098	0.690	0.521	0.854
DGKD	LIPG	9606.ENSP00000264057	9606.ENSP00000261292	0	0	0	0	0	0	0.650	0.185	0.702
DGKD	NDC80	9606.ENSP00000264057	9606.ENSP00000261597	0	0	0	0	0.367	0	0	0.091	0.400
DGKD	PLD2	9606.ENSP00000264057	9606.ENSP00000263088	0	0	0	0	0	0	0.650	0.215	0.713
DGKD	DGKQ	9606.ENSP00000264057	9606.ENSP00000273814	0	0	0	0.581	0.042	0	0	0.402	0.402
DGKD	ARRB2	9606.ENSP00000264057	9606.ENSP00000403701	0	0.027	0	0	0.085	0	0	0.383	0.411
DGKD	DGKZ	9606.ENSP00000264057	9606.ENSP00000412178	0	0	0	0.572	0.078	0	0	0.404	0.427
DGKD	PLCD1	9606.ENSP00000264057	9606.ENSP00000430344	0	0	0	0	0.060	0	0.650	0.069	0.666
DGKD	PLCG2	9606.ENSP00000264057	9606.ENSP00000482457	0	0	0	0	0.054	0	0.650	0.103	0.677
DGKD	AGPAT4	9606.ENSP00000264057	9606.ENSP00000314036	0	0	0	0	0.062	0	0.650	0.171	0.704
DGKD	AGPAT2	9606.ENSP00000264057	9606.ENSP00000360761	0	0	0	0	0	0	0.650	0.245	0.724
DGKD	MBOAT2	9606.ENSP00000264057	9606.ENSP00000302177	0	0	0	0	0.055	0	0.650	0.240	0.726
DGKD	DGAT1	9606.ENSP00000264057	9606.ENSP00000482264	0	0	0	0	0.062	0	0.650	0.236	0.727
